object_tag,num_obj,percentAGN,error
226153.0,19.0,0.0,0.0
226154.0,20.0,0.0,0.0
226156.0,18.0,0.0,0.0
226158.0,19.0,0.0,0.0
226162.0,19.0,0.0,0.0
226163.0,19.0,0.0,0.0
226164.0,19.0,0.0,0.0
226170.0,19.0,0.0,0.0
226171.0,19.0,5.263,5.4
226172.0,21.0,0.0,0.0
226177.0,20.0,0.0,0.0
226179.0,18.0,5.556,5.708
226181.0,21.0,0.0,0.0
226191.0,19.0,0.0,0.0
226211.0,10.0,40.0,23.664
226215.0,19.0,0.0,0.0
226221.0,19.0,0.0,0.0
226224.0,9.0,22.222,17.372
226228.0,22.0,0.0,0.0
226231.0,19.0,0.0,0.0
226237.0,18.0,0.0,0.0
226242.0,20.0,0.0,0.0
226251.0,19.0,5.263,5.4
226252.0,20.0,0.0,0.0
226253.0,18.0,0.0,0.0
226255.0,17.0,0.0,0.0
226259.0,19.0,0.0,0.0
226260.0,20.0,0.0,0.0
226262.0,22.0,0.0,0.0
226263.0,21.0,0.0,0.0
226265.0,19.0,0.0,0.0
226266.0,20.0,0.0,0.0
226272.0,17.0,5.882,6.053
226275.0,23.0,0.0,0.0
226279.0,23.0,0.0,0.0
226280.0,22.0,0.0,0.0
226290.0,20.0,0.0,0.0
226296.0,22.0,0.0,0.0
226298.0,22.0,0.0,0.0
226300.0,21.0,0.0,0.0
226305.0,18.0,0.0,0.0
226307.0,19.0,0.0,0.0
226308.0,22.0,0.0,0.0
226309.0,18.0,0.0,0.0
226312.0,11.0,27.273,17.764
226314.0,18.0,0.0,0.0
226315.0,19.0,0.0,0.0
226317.0,21.0,0.0,0.0
226321.0,17.0,0.0,0.0
226322.0,13.0,0.0,0.0
226324.0,20.0,0.0,0.0
226326.0,20.0,0.0,0.0
226327.0,7.0,28.571,22.908
226328.0,19.0,0.0,0.0
226329.0,19.0,0.0,0.0
226333.0,18.0,0.0,0.0
226334.0,19.0,0.0,0.0
226335.0,21.0,0.0,0.0
226340.0,20.0,0.0,0.0
226344.0,20.0,0.0,0.0
226345.0,5.0,80.0,53.666
226350.0,19.0,0.0,0.0
226356.0,21.0,0.0,0.0
226368.0,19.0,0.0,0.0
226371.0,19.0,0.0,0.0
226372.0,21.0,0.0,0.0
226374.0,9.0,0.0,0.0
226385.0,22.0,0.0,0.0
226389.0,19.0,0.0,0.0
226396.0,21.0,0.0,0.0
226403.0,18.0,5.556,5.708
226404.0,6.0,66.667,43.033
226428.0,20.0,0.0,0.0
226431.0,17.0,0.0,0.0
226434.0,6.0,0.0,0.0
226435.0,21.0,0.0,0.0
226442.0,20.0,0.0,0.0
226447.0,17.0,5.882,6.053
226456.0,20.0,0.0,0.0
226462.0,20.0,0.0,0.0
226471.0,20.0,0.0,0.0
226473.0,20.0,0.0,0.0
226474.0,6.0,0.0,0.0
226479.0,21.0,0.0,0.0
226483.0,21.0,0.0,0.0
226493.0,21.0,0.0,0.0
226495.0,19.0,0.0,0.0
226500.0,20.0,0.0,0.0
226505.0,22.0,0.0,0.0
226516.0,22.0,0.0,0.0
226517.0,20.0,5.0,5.123
226522.0,19.0,0.0,0.0
226524.0,19.0,0.0,0.0
226531.0,21.0,0.0,0.0
226532.0,20.0,0.0,0.0
226533.0,21.0,0.0,0.0
226538.0,19.0,0.0,0.0
226539.0,13.0,23.077,14.781
226542.0,20.0,0.0,0.0
226548.0,19.0,0.0,0.0
226557.0,22.0,0.0,0.0
226559.0,20.0,0.0,0.0
226573.0,20.0,0.0,0.0
226574.0,22.0,0.0,0.0
226575.0,19.0,0.0,0.0
226580.0,17.0,5.882,6.053
226587.0,22.0,0.0,0.0
226590.0,20.0,0.0,0.0
226592.0,22.0,0.0,0.0
226597.0,18.0,0.0,0.0
226603.0,21.0,0.0,0.0
226611.0,20.0,0.0,0.0
226612.0,19.0,0.0,0.0
226613.0,20.0,0.0,0.0
226614.0,19.0,0.0,0.0
226620.0,18.0,0.0,0.0
226621.0,20.0,0.0,0.0
226623.0,19.0,0.0,0.0
226624.0,20.0,0.0,0.0
226632.0,20.0,0.0,0.0
226634.0,20.0,0.0,0.0
226635.0,19.0,0.0,0.0
226637.0,20.0,0.0,0.0
226639.0,13.0,23.077,14.781
226640.0,20.0,0.0,0.0
226646.0,21.0,0.0,0.0
226649.0,20.0,0.0,0.0
226657.0,20.0,0.0,0.0
226660.0,20.0,0.0,0.0
226661.0,13.0,0.0,0.0
226682.0,13.0,7.692,7.983
226690.0,20.0,0.0,0.0
226702.0,19.0,0.0,0.0
226704.0,21.0,0.0,0.0
226711.0,16.0,0.0,0.0
226714.0,20.0,0.0,0.0
226724.0,10.0,10.0,10.488
226736.0,21.0,0.0,0.0
226741.0,20.0,0.0,0.0
226743.0,22.0,0.0,0.0
226757.0,20.0,0.0,0.0
226770.0,6.0,0.0,0.0
226779.0,17.0,5.882,6.053
226784.0,21.0,0.0,0.0
226786.0,20.0,0.0,0.0
226787.0,17.0,0.0,0.0
226799.0,19.0,0.0,0.0
226800.0,19.0,5.263,5.4
226801.0,19.0,0.0,0.0
226805.0,21.0,0.0,0.0
226811.0,20.0,0.0,0.0
226816.0,20.0,0.0,0.0
226817.0,20.0,0.0,0.0
226820.0,20.0,0.0,0.0
226822.0,21.0,0.0,0.0
226826.0,20.0,0.0,0.0
226830.0,20.0,0.0,0.0
226831.0,20.0,0.0,0.0
226835.0,20.0,0.0,0.0
226839.0,18.0,0.0,0.0
226843.0,19.0,0.0,0.0
226845.0,20.0,0.0,0.0
226854.0,20.0,0.0,0.0
226862.0,17.0,0.0,0.0
226863.0,14.0,21.429,13.633
226868.0,21.0,0.0,0.0
226869.0,18.0,0.0,0.0
226873.0,21.0,0.0,0.0
226876.0,20.0,0.0,0.0
226877.0,18.0,0.0,0.0
226881.0,20.0,0.0,0.0
226884.0,18.0,0.0,0.0
226893.0,20.0,0.0,0.0
226901.0,17.0,0.0,0.0
226902.0,19.0,0.0,0.0
226905.0,19.0,0.0,0.0
226908.0,19.0,0.0,0.0
226916.0,19.0,0.0,0.0
226917.0,16.0,18.75,11.797
226935.0,20.0,0.0,0.0
226938.0,20.0,0.0,0.0
226944.0,20.0,0.0,0.0
226947.0,4.0,0.0,0.0
226953.0,20.0,0.0,0.0
226959.0,5.0,20.0,21.909
226961.0,20.0,0.0,0.0
226963.0,20.0,0.0,0.0
226981.0,15.0,0.0,0.0
226982.0,19.0,0.0,0.0
226984.0,14.0,0.0,0.0
226988.0,19.0,0.0,0.0
226991.0,20.0,0.0,0.0
226994.0,14.0,7.143,7.394
227001.0,20.0,0.0,0.0
227002.0,19.0,0.0,0.0
227005.0,21.0,0.0,0.0
227006.0,20.0,0.0,0.0
227010.0,20.0,0.0,0.0
227020.0,19.0,0.0,0.0
227024.0,20.0,0.0,0.0
227026.0,18.0,0.0,0.0
227038.0,16.0,31.25,16.011
227040.0,19.0,0.0,0.0
227044.0,8.0,12.5,13.258
227045.0,20.0,0.0,0.0
227051.0,19.0,0.0,0.0
227059.0,18.0,0.0,0.0
227063.0,18.0,0.0,0.0
227065.0,20.0,5.0,5.123
227074.0,9.0,0.0,0.0
227106.0,21.0,0.0,0.0
227121.0,18.0,0.0,0.0
227123.0,20.0,0.0,0.0
227136.0,19.0,0.0,0.0
227142.0,17.0,5.882,6.053
227153.0,19.0,0.0,0.0
227157.0,20.0,0.0,0.0
227167.0,19.0,0.0,0.0
227171.0,19.0,0.0,0.0
227180.0,19.0,0.0,0.0
227185.0,18.0,0.0,0.0
227197.0,19.0,0.0,0.0
227205.0,20.0,0.0,0.0
227206.0,14.0,14.286,10.799
227208.0,21.0,0.0,0.0
227212.0,18.0,0.0,0.0
227215.0,21.0,0.0,0.0
227219.0,19.0,0.0,0.0
227221.0,14.0,7.143,7.394
227230.0,20.0,0.0,0.0
227260.0,13.0,0.0,0.0
227265.0,17.0,5.882,6.053
227269.0,20.0,0.0,0.0
227274.0,20.0,0.0,0.0
227275.0,19.0,0.0,0.0
227280.0,19.0,0.0,0.0
227281.0,19.0,5.263,5.4
227289.0,18.0,0.0,0.0
227294.0,18.0,0.0,0.0
227301.0,18.0,0.0,0.0
227304.0,20.0,0.0,0.0
227305.0,20.0,0.0,0.0
227307.0,18.0,0.0,0.0
227320.0,19.0,0.0,0.0
227322.0,19.0,0.0,0.0
227357.0,15.0,13.333,10.037
227359.0,19.0,0.0,0.0
227360.0,19.0,0.0,0.0
227363.0,19.0,0.0,0.0
227365.0,21.0,0.0,0.0
227366.0,6.0,0.0,0.0
227379.0,10.0,10.0,10.488
227380.0,19.0,0.0,0.0
227399.0,18.0,0.0,0.0
227400.0,18.0,0.0,0.0
227401.0,18.0,0.0,0.0
227402.0,19.0,0.0,0.0
227419.0,15.0,0.0,0.0
227424.0,20.0,0.0,0.0
227432.0,19.0,0.0,0.0
227438.0,18.0,0.0,0.0
227441.0,17.0,0.0,0.0
227452.0,19.0,0.0,0.0
227459.0,20.0,5.0,5.123
227489.0,20.0,0.0,0.0
227500.0,19.0,0.0,0.0
227508.0,18.0,0.0,0.0
227535.0,19.0,0.0,0.0
227536.0,19.0,0.0,0.0
227538.0,19.0,0.0,0.0
227539.0,18.0,0.0,0.0
227547.0,16.0,6.25,6.442
227551.0,18.0,5.556,5.708
227564.0,19.0,0.0,0.0
227571.0,11.0,9.091,9.495
227601.0,19.0,5.263,5.4
227609.0,20.0,0.0,0.0
227613.0,19.0,0.0,0.0
227636.0,20.0,0.0,0.0
227637.0,7.0,14.286,15.272
227658.0,20.0,0.0,0.0
227660.0,19.0,0.0,0.0
227665.0,19.0,0.0,0.0
227681.0,18.0,0.0,0.0
227684.0,21.0,0.0,0.0
227694.0,11.0,0.0,0.0
227710.0,18.0,0.0,0.0
227725.0,19.0,0.0,0.0
227728.0,17.0,0.0,0.0
227729.0,19.0,0.0,0.0
227736.0,19.0,0.0,0.0
227745.0,18.0,0.0,0.0
227746.0,20.0,5.0,5.123
227752.0,18.0,0.0,0.0
227763.0,19.0,0.0,0.0
227768.0,4.0,50.0,43.301
227769.0,19.0,0.0,0.0
227772.0,18.0,0.0,0.0
227791.0,18.0,0.0,0.0
227804.0,18.0,0.0,0.0
227833.0,19.0,0.0,0.0
227850.0,18.0,0.0,0.0
227854.0,20.0,0.0,0.0
227860.0,18.0,11.111,8.282
227864.0,20.0,0.0,0.0
227879.0,19.0,0.0,0.0
227886.0,18.0,0.0,0.0
227890.0,19.0,0.0,0.0
227894.0,20.0,0.0,0.0
227896.0,19.0,0.0,0.0
227900.0,18.0,0.0,0.0
227902.0,19.0,0.0,0.0
227906.0,19.0,0.0,0.0
227907.0,18.0,0.0,0.0
227908.0,20.0,0.0,0.0
227909.0,18.0,0.0,0.0
227918.0,19.0,0.0,0.0
227927.0,18.0,0.0,0.0
227932.0,5.0,20.0,21.909
227935.0,19.0,0.0,0.0
227945.0,21.0,0.0,0.0
227948.0,19.0,0.0,0.0
227957.0,19.0,0.0,0.0
227959.0,19.0,0.0,0.0
227964.0,4.0,50.0,43.301
227966.0,11.0,0.0,0.0
227969.0,21.0,0.0,0.0
227971.0,20.0,0.0,0.0
227972.0,16.0,31.25,16.011
227978.0,17.0,0.0,0.0
227988.0,7.0,57.143,35.816
227992.0,6.0,66.667,43.033
227994.0,8.0,0.0,0.0
227997.0,20.0,0.0,0.0
228002.0,19.0,0.0,0.0
228011.0,21.0,0.0,0.0
228017.0,19.0,0.0,0.0
228026.0,20.0,0.0,0.0
228027.0,13.0,7.692,7.983
228044.0,20.0,0.0,0.0
228048.0,19.0,0.0,0.0
228055.0,18.0,0.0,0.0
228063.0,20.0,0.0,0.0
228069.0,19.0,0.0,0.0
228088.0,19.0,0.0,0.0
228104.0,19.0,0.0,0.0
228110.0,21.0,0.0,0.0
228114.0,19.0,0.0,0.0
228119.0,21.0,0.0,0.0
228124.0,19.0,0.0,0.0
228128.0,18.0,0.0,0.0
228129.0,19.0,0.0,0.0
228136.0,19.0,0.0,0.0
228138.0,18.0,5.556,5.708
228154.0,18.0,0.0,0.0
228160.0,10.0,10.0,10.488
228161.0,15.0,0.0,0.0
228198.0,18.0,0.0,0.0
228204.0,19.0,0.0,0.0
228208.0,19.0,0.0,0.0
228216.0,19.0,0.0,0.0
228234.0,19.0,0.0,0.0
228241.0,19.0,0.0,0.0
228244.0,19.0,0.0,0.0
228255.0,19.0,0.0,0.0
228261.0,20.0,0.0,0.0
228265.0,22.0,4.545,4.648
228294.0,18.0,0.0,0.0
228305.0,17.0,0.0,0.0
228307.0,13.0,15.385,11.685
228316.0,20.0,0.0,0.0
228317.0,20.0,0.0,0.0
228326.0,21.0,0.0,0.0
228331.0,21.0,0.0,0.0
228332.0,20.0,0.0,0.0
228357.0,20.0,0.0,0.0
228361.0,21.0,0.0,0.0
228368.0,18.0,0.0,0.0
228370.0,20.0,0.0,0.0
228372.0,21.0,0.0,0.0
228383.0,6.0,0.0,0.0
228397.0,18.0,11.111,8.282
228400.0,21.0,0.0,0.0
228408.0,20.0,0.0,0.0
228412.0,17.0,5.882,6.053
228413.0,20.0,0.0,0.0
228432.0,17.0,5.882,6.053
228437.0,7.0,42.857,29.574
228440.0,20.0,0.0,0.0
228445.0,20.0,0.0,0.0
228456.0,20.0,10.0,7.416
228457.0,19.0,0.0,0.0
228472.0,20.0,0.0,0.0
228488.0,16.0,0.0,0.0
228508.0,19.0,0.0,0.0
228528.0,14.0,0.0,0.0
228552.0,19.0,0.0,0.0
228559.0,20.0,0.0,0.0
228583.0,22.0,0.0,0.0
228595.0,16.0,6.25,6.442
228596.0,23.0,60.87,20.634
228601.0,8.0,25.0,19.764
228605.0,21.0,0.0,0.0
228616.0,7.0,57.143,35.816
228623.0,21.0,0.0,0.0
228628.0,22.0,0.0,0.0
228645.0,15.0,0.0,0.0
228649.0,18.0,0.0,0.0
228650.0,17.0,0.0,0.0
228652.0,20.0,0.0,0.0
228656.0,22.0,100.0,0.0
228659.0,4.0,0.0,0.0
228662.0,21.0,0.0,0.0
228679.0,18.0,0.0,0.0
228681.0,21.0,0.0,0.0
228686.0,19.0,0.0,0.0
228687.0,19.0,0.0,0.0
228692.0,21.0,0.0,0.0
228694.0,22.0,0.0,0.0
228695.0,22.0,0.0,0.0
228699.0,22.0,0.0,0.0
228701.0,21.0,0.0,0.0
228702.0,22.0,0.0,0.0
228712.0,18.0,0.0,0.0
228718.0,19.0,0.0,0.0
228720.0,18.0,0.0,0.0
228721.0,18.0,0.0,0.0
228725.0,21.0,0.0,0.0
228728.0,19.0,0.0,0.0
228731.0,19.0,0.0,0.0
228742.0,17.0,0.0,0.0
228743.0,21.0,0.0,0.0
228754.0,20.0,0.0,0.0
228761.0,8.0,62.5,35.63
228772.0,20.0,0.0,0.0
228790.0,10.0,20.0,15.492
228820.0,22.0,0.0,0.0
228821.0,21.0,0.0,0.0
228822.0,20.0,0.0,0.0
228825.0,21.0,0.0,0.0
228826.0,20.0,0.0,0.0
228828.0,10.0,10.0,10.488
228830.0,21.0,0.0,0.0
228831.0,22.0,0.0,0.0
228837.0,16.0,0.0,0.0
228844.0,21.0,0.0,0.0
228846.0,23.0,0.0,0.0
228848.0,18.0,5.556,5.708
228850.0,23.0,0.0,0.0
228853.0,23.0,0.0,0.0
228864.0,24.0,0.0,0.0
228872.0,23.0,0.0,0.0
228886.0,24.0,0.0,0.0
228895.0,16.0,0.0,0.0
228910.0,22.0,0.0,0.0
228912.0,18.0,0.0,0.0
228918.0,24.0,0.0,0.0
228922.0,24.0,0.0,0.0
228982.0,22.0,0.0,0.0
228988.0,22.0,0.0,0.0
228996.0,22.0,0.0,0.0
229013.0,12.0,25.0,16.137
229020.0,21.0,0.0,0.0
229023.0,17.0,0.0,0.0
229026.0,22.0,0.0,0.0
229043.0,22.0,0.0,0.0
229054.0,22.0,0.0,0.0
229075.0,20.0,0.0,0.0
229085.0,11.0,9.091,9.495
229100.0,22.0,0.0,0.0
229102.0,22.0,0.0,0.0
229116.0,15.0,0.0,0.0
229117.0,20.0,0.0,0.0
229125.0,15.0,33.333,17.213
229129.0,6.0,100.0,0.0
229165.0,17.0,0.0,0.0
229185.0,18.0,0.0,0.0
229206.0,22.0,0.0,0.0
229209.0,24.0,0.0,0.0
229220.0,21.0,0.0,0.0
229221.0,4.0,75.0,57.282
229226.0,23.0,0.0,0.0
229228.0,21.0,0.0,0.0
229237.0,21.0,0.0,0.0
229249.0,24.0,0.0,0.0
229290.0,21.0,0.0,0.0
229312.0,22.0,0.0,0.0
229342.0,21.0,0.0,0.0
229366.0,22.0,0.0,0.0
229377.0,22.0,0.0,0.0
229396.0,10.0,10.0,10.488
229470.0,20.0,0.0,0.0
229473.0,9.0,33.333,22.222
229474.0,24.0,4.167,4.253
229475.0,21.0,0.0,0.0
229484.0,11.0,45.455,24.516
229485.0,4.0,75.0,57.282
229491.0,18.0,0.0,0.0
229494.0,22.0,0.0,0.0
229499.0,18.0,0.0,0.0
229500.0,21.0,0.0,0.0
229507.0,21.0,0.0,0.0
229510.0,23.0,0.0,0.0
229511.0,23.0,0.0,0.0
229515.0,22.0,0.0,0.0
229516.0,21.0,0.0,0.0
229536.0,22.0,0.0,0.0
229537.0,21.0,0.0,0.0
229538.0,9.0,33.333,22.222
229539.0,21.0,0.0,0.0
229542.0,11.0,9.091,9.495
229543.0,23.0,0.0,0.0
229547.0,9.0,11.111,11.712
229548.0,22.0,0.0,0.0
229551.0,20.0,0.0,0.0
229554.0,21.0,0.0,0.0
229556.0,20.0,0.0,0.0
229557.0,11.0,18.182,13.976
229570.0,21.0,0.0,0.0
229572.0,22.0,0.0,0.0
229582.0,21.0,4.762,4.874
229584.0,18.0,0.0,0.0
229585.0,20.0,10.0,7.416
229593.0,22.0,0.0,0.0
229596.0,21.0,0.0,0.0
229598.0,21.0,0.0,0.0
229599.0,22.0,0.0,0.0
229601.0,4.0,75.0,57.282
229608.0,19.0,0.0,0.0
229610.0,21.0,0.0,0.0
229620.0,21.0,0.0,0.0
229622.0,15.0,13.333,10.037
229624.0,23.0,0.0,0.0
229631.0,20.0,0.0,0.0
229644.0,23.0,0.0,0.0
229654.0,24.0,4.167,4.253
229657.0,8.0,12.5,13.258
229661.0,14.0,7.143,7.394
229663.0,23.0,0.0,0.0
229664.0,22.0,0.0,0.0
229669.0,17.0,0.0,0.0
229677.0,21.0,0.0,0.0
229682.0,22.0,0.0,0.0
229686.0,21.0,0.0,0.0
229690.0,10.0,10.0,10.488
229691.0,18.0,0.0,0.0
229695.0,23.0,0.0,0.0
229720.0,9.0,22.222,17.372
229723.0,20.0,0.0,0.0
229726.0,21.0,0.0,0.0
229732.0,22.0,0.0,0.0
229736.0,21.0,0.0,0.0
229742.0,22.0,0.0,0.0
229746.0,21.0,0.0,0.0
229750.0,20.0,0.0,0.0
229752.0,22.0,0.0,0.0
229754.0,22.0,0.0,0.0
229757.0,21.0,0.0,0.0
229759.0,21.0,0.0,0.0
229765.0,9.0,22.222,17.372
229767.0,22.0,0.0,0.0
229768.0,21.0,0.0,0.0
229770.0,21.0,0.0,0.0
229772.0,14.0,28.571,16.198
229785.0,23.0,0.0,0.0
229787.0,22.0,0.0,0.0
229789.0,21.0,0.0,0.0
229790.0,22.0,0.0,0.0
229797.0,22.0,0.0,0.0
229798.0,22.0,0.0,0.0
229799.0,10.0,10.0,10.488
229802.0,20.0,0.0,0.0
229809.0,20.0,0.0,0.0
229811.0,22.0,0.0,0.0
229817.0,22.0,0.0,0.0
229823.0,23.0,0.0,0.0
229827.0,18.0,5.556,5.708
229828.0,15.0,0.0,0.0
229835.0,23.0,0.0,0.0
229837.0,23.0,0.0,0.0
229839.0,23.0,0.0,0.0
229841.0,23.0,0.0,0.0
229848.0,23.0,0.0,0.0
229850.0,23.0,0.0,0.0
229852.0,23.0,0.0,0.0
229857.0,15.0,6.667,6.885
229858.0,20.0,0.0,0.0
229861.0,23.0,0.0,0.0
229868.0,23.0,0.0,0.0
229876.0,23.0,0.0,0.0
229877.0,8.0,50.0,30.619
229879.0,23.0,0.0,0.0
229884.0,23.0,0.0,0.0
229885.0,8.0,12.5,13.258
229886.0,22.0,0.0,0.0
229893.0,23.0,0.0,0.0
229905.0,23.0,0.0,0.0
229907.0,15.0,26.667,15.006
229912.0,21.0,0.0,0.0
229917.0,22.0,0.0,0.0
229929.0,22.0,0.0,0.0
229930.0,14.0,21.429,13.633
229931.0,22.0,0.0,0.0
229933.0,22.0,0.0,0.0
229934.0,21.0,0.0,0.0
229935.0,14.0,7.143,7.394
229936.0,20.0,0.0,0.0
229937.0,19.0,0.0,0.0
229939.0,14.0,7.143,7.394
229942.0,20.0,0.0,0.0
229943.0,22.0,0.0,0.0
229948.0,4.0,0.0,0.0
229950.0,23.0,0.0,0.0
229952.0,21.0,0.0,0.0
229953.0,21.0,0.0,0.0
229956.0,22.0,0.0,0.0
229957.0,23.0,0.0,0.0
229958.0,23.0,0.0,0.0
229962.0,23.0,0.0,0.0
229964.0,23.0,0.0,0.0
229966.0,20.0,0.0,0.0
229967.0,21.0,0.0,0.0
229968.0,21.0,0.0,0.0
229969.0,19.0,5.263,5.4
229970.0,22.0,0.0,0.0
229971.0,22.0,0.0,0.0
229972.0,23.0,0.0,0.0
229973.0,22.0,0.0,0.0
229974.0,23.0,0.0,0.0
229977.0,22.0,0.0,0.0
229978.0,4.0,0.0,0.0
229979.0,19.0,0.0,0.0
229980.0,23.0,0.0,0.0
229982.0,23.0,0.0,0.0
229989.0,23.0,0.0,0.0
229995.0,23.0,0.0,0.0
230000.0,21.0,0.0,0.0
230008.0,23.0,0.0,0.0
230011.0,21.0,0.0,0.0
230012.0,21.0,0.0,0.0
230016.0,6.0,50.0,35.355
230022.0,21.0,0.0,0.0
230026.0,23.0,0.0,0.0
230034.0,7.0,28.571,22.908
230037.0,22.0,0.0,0.0
230039.0,22.0,0.0,0.0
230041.0,22.0,0.0,0.0
230042.0,21.0,0.0,0.0
230043.0,22.0,0.0,0.0
230046.0,21.0,0.0,0.0
230047.0,21.0,0.0,0.0
230052.0,19.0,0.0,0.0
230058.0,20.0,0.0,0.0
230059.0,22.0,0.0,0.0
230083.0,7.0,57.143,35.816
230094.0,23.0,0.0,0.0
230096.0,11.0,9.091,9.495
230101.0,22.0,0.0,0.0
230103.0,23.0,0.0,0.0
230105.0,21.0,0.0,0.0
230116.0,21.0,0.0,0.0
230117.0,22.0,0.0,0.0
230123.0,20.0,0.0,0.0
230131.0,16.0,12.5,9.375
230132.0,22.0,0.0,0.0
230134.0,23.0,0.0,0.0
230139.0,8.0,25.0,19.764
230141.0,9.0,44.444,26.708
230152.0,20.0,0.0,0.0
230156.0,22.0,0.0,0.0
230158.0,21.0,0.0,0.0
230163.0,21.0,0.0,0.0
230164.0,23.0,0.0,0.0
230165.0,23.0,0.0,0.0
230166.0,7.0,14.286,15.272
230168.0,23.0,0.0,0.0
230169.0,21.0,0.0,0.0
230172.0,23.0,0.0,0.0
230174.0,21.0,0.0,0.0
230177.0,18.0,0.0,0.0
230179.0,22.0,0.0,0.0
230186.0,21.0,0.0,0.0
230189.0,9.0,0.0,0.0
230190.0,7.0,0.0,0.0
230192.0,21.0,0.0,0.0
230194.0,22.0,0.0,0.0
230196.0,22.0,0.0,0.0
230205.0,22.0,0.0,0.0
230206.0,16.0,12.5,9.375
230207.0,20.0,0.0,0.0
230250.0,4.0,0.0,0.0
230276.0,15.0,6.667,6.885
230297.0,18.0,0.0,0.0
230337.0,18.0,0.0,0.0
230351.0,18.0,0.0,0.0
230352.0,19.0,0.0,0.0
230372.0,18.0,0.0,0.0
230377.0,18.0,0.0,0.0
230421.0,10.0,10.0,10.488
230426.0,18.0,0.0,0.0
230428.0,19.0,5.263,5.4
230439.0,20.0,0.0,0.0
230448.0,19.0,0.0,0.0
230471.0,18.0,0.0,0.0
230472.0,19.0,0.0,0.0
230475.0,19.0,0.0,0.0
230480.0,17.0,0.0,0.0
230482.0,21.0,0.0,0.0
230487.0,4.0,75.0,57.282
230491.0,17.0,0.0,0.0
230493.0,17.0,0.0,0.0
230495.0,18.0,0.0,0.0
230503.0,18.0,0.0,0.0
230504.0,18.0,0.0,0.0
230512.0,18.0,5.556,5.708
230515.0,19.0,10.526,7.825
230526.0,17.0,0.0,0.0
230530.0,17.0,0.0,0.0
230541.0,18.0,0.0,0.0
230550.0,18.0,0.0,0.0
230561.0,17.0,0.0,0.0
230564.0,18.0,0.0,0.0
230567.0,18.0,0.0,0.0
230575.0,10.0,30.0,19.748
230579.0,12.0,0.0,0.0
230586.0,13.0,0.0,0.0
230587.0,4.0,50.0,43.301
230591.0,18.0,0.0,0.0
230605.0,17.0,0.0,0.0
230611.0,13.0,7.692,7.983
230620.0,18.0,0.0,0.0
230628.0,12.0,0.0,0.0
230633.0,18.0,5.556,5.708
230634.0,17.0,0.0,0.0
230647.0,19.0,0.0,0.0
230650.0,19.0,0.0,0.0
230662.0,19.0,0.0,0.0
230665.0,8.0,12.5,13.258
230670.0,18.0,0.0,0.0
230672.0,18.0,0.0,0.0
230675.0,19.0,0.0,0.0
230705.0,21.0,0.0,0.0
230720.0,15.0,13.333,10.037
230744.0,20.0,0.0,0.0
230749.0,13.0,15.385,11.685
230765.0,20.0,5.0,5.123
230773.0,20.0,0.0,0.0
230779.0,20.0,0.0,0.0
230780.0,19.0,0.0,0.0
230783.0,18.0,0.0,0.0
230805.0,19.0,0.0,0.0
230807.0,19.0,0.0,0.0
230808.0,18.0,0.0,0.0
230810.0,8.0,12.5,13.258
230816.0,18.0,0.0,0.0
230827.0,16.0,0.0,0.0
230838.0,18.0,0.0,0.0
230849.0,17.0,5.882,6.053
230856.0,19.0,0.0,0.0
230859.0,20.0,0.0,0.0
230864.0,4.0,25.0,27.951
230867.0,18.0,0.0,0.0
230872.0,17.0,0.0,0.0
230885.0,19.0,0.0,0.0
230887.0,20.0,0.0,0.0
230888.0,19.0,0.0,0.0
230894.0,21.0,0.0,0.0
230899.0,22.0,0.0,0.0
230901.0,14.0,0.0,0.0
230906.0,18.0,0.0,0.0
230907.0,20.0,0.0,0.0
230911.0,18.0,0.0,0.0
230912.0,12.0,8.333,8.674
230917.0,22.0,0.0,0.0
230918.0,5.0,60.0,43.818
230925.0,12.0,8.333,8.674
230930.0,21.0,0.0,0.0
230936.0,21.0,0.0,0.0
230941.0,22.0,0.0,0.0
230959.0,9.0,22.222,17.372
230960.0,21.0,0.0,0.0
230964.0,22.0,0.0,0.0
230969.0,19.0,0.0,0.0
230972.0,14.0,0.0,0.0
230978.0,20.0,0.0,0.0
230983.0,13.0,0.0,0.0
230991.0,22.0,0.0,0.0
230994.0,17.0,0.0,0.0
231002.0,13.0,0.0,0.0
231007.0,4.0,75.0,57.282
231009.0,20.0,0.0,0.0
231022.0,20.0,0.0,0.0
231026.0,18.0,0.0,0.0
231029.0,21.0,0.0,0.0
231030.0,18.0,0.0,0.0
231065.0,21.0,0.0,0.0
231067.0,22.0,0.0,0.0
231071.0,22.0,0.0,0.0
231075.0,13.0,0.0,0.0
231078.0,17.0,0.0,0.0
231081.0,18.0,0.0,0.0
231084.0,21.0,0.0,0.0
231089.0,23.0,0.0,0.0
231093.0,16.0,6.25,6.442
231099.0,21.0,0.0,0.0
231118.0,19.0,0.0,0.0
231123.0,21.0,0.0,0.0
231130.0,18.0,0.0,0.0
231135.0,20.0,0.0,0.0
231138.0,21.0,0.0,0.0
231143.0,18.0,0.0,0.0
231151.0,19.0,0.0,0.0
231152.0,19.0,0.0,0.0
231165.0,18.0,0.0,0.0
231175.0,11.0,9.091,9.495
231177.0,16.0,6.25,6.442
231178.0,17.0,5.882,6.053
231184.0,18.0,0.0,0.0
231189.0,19.0,0.0,0.0
231191.0,18.0,0.0,0.0
231196.0,18.0,0.0,0.0
231212.0,21.0,0.0,0.0
