object_tag,num_obj,percentAGN,error
8366.0,22.0,0.0,0.0
8370.0,22.0,0.0,0.0
8374.0,22.0,0.0,0.0
8378.0,21.0,0.0,0.0
8388.0,22.0,0.0,0.0
8400.0,23.0,0.0,0.0
8406.0,23.0,0.0,0.0
8414.0,24.0,0.0,0.0
8418.0,20.0,0.0,0.0
8426.0,24.0,8.333,6.133
8428.0,23.0,0.0,0.0
8431.0,23.0,0.0,0.0
8443.0,23.0,0.0,0.0
8446.0,25.0,0.0,0.0
8475.0,24.0,0.0,0.0
8480.0,26.0,3.846,3.919
8516.0,10.0,40.0,23.664
8522.0,21.0,0.0,0.0
8528.0,21.0,0.0,0.0
8571.0,22.0,0.0,0.0
8588.0,23.0,0.0,0.0
8598.0,22.0,0.0,0.0
8603.0,21.0,0.0,0.0
8605.0,4.0,50.0,43.301
8634.0,25.0,0.0,0.0
8640.0,25.0,0.0,0.0
8646.0,24.0,0.0,0.0
8667.0,25.0,0.0,0.0
8673.0,20.0,5.0,5.123
8674.0,20.0,10.0,7.416
8675.0,24.0,0.0,0.0
8681.0,22.0,0.0,0.0
8691.0,23.0,0.0,0.0
8696.0,23.0,0.0,0.0
8699.0,28.0,0.0,0.0
8700.0,25.0,0.0,0.0
8705.0,23.0,82.609,25.61
8708.0,25.0,4.0,4.079
8711.0,23.0,0.0,0.0
8713.0,24.0,0.0,0.0
8714.0,20.0,5.0,5.123
8726.0,26.0,0.0,0.0
8734.0,22.0,0.0,0.0
8738.0,12.0,33.333,19.245
8743.0,9.0,22.222,17.372
8744.0,20.0,0.0,0.0
8749.0,22.0,0.0,0.0
8837.0,6.0,66.667,43.033
8843.0,24.0,4.167,4.253
8849.0,21.0,23.81,11.848
8862.0,28.0,0.0,0.0
8900.0,23.0,0.0,0.0
8932.0,25.0,8.0,5.879
8937.0,29.0,0.0,0.0
8947.0,5.0,60.0,43.818
8968.0,23.0,0.0,0.0
8997.0,26.0,0.0,0.0
9016.0,23.0,0.0,0.0
9029.0,8.0,37.5,25.388
9031.0,22.0,0.0,0.0
9049.0,21.0,0.0,0.0
9098.0,22.0,0.0,0.0
9112.0,22.0,0.0,0.0
9117.0,23.0,0.0,0.0
9138.0,22.0,0.0,0.0
9148.0,23.0,0.0,0.0
9157.0,22.0,0.0,0.0
9159.0,12.0,33.333,19.245
9160.0,22.0,0.0,0.0
9206.0,13.0,0.0,0.0
9214.0,23.0,0.0,0.0
9220.0,23.0,0.0,0.0
9248.0,23.0,0.0,0.0
9255.0,23.0,0.0,0.0
9260.0,24.0,0.0,0.0
9261.0,23.0,0.0,0.0
9264.0,26.0,0.0,0.0
9307.0,24.0,0.0,0.0
9333.0,23.0,4.348,4.441
9359.0,22.0,0.0,0.0
9415.0,22.0,4.545,4.648
9417.0,23.0,0.0,0.0
9425.0,23.0,0.0,0.0
9433.0,17.0,0.0,0.0
9451.0,23.0,0.0,0.0
9456.0,22.0,9.091,6.714
9475.0,23.0,4.348,4.441
9484.0,20.0,5.0,5.123
