NSAID,RA
9908,197.6684085413763
9912,197.6813569397402
9913,197.8598082430809
9927,197.61258568924129
9930,197.5560332000573
9938,197.66414122488905
9939,197.6140000553185
9961,197.520357924104
9979,197.10242688801443
10002,196.64735230272447
10009,196.57172143433007
10025,196.3901592625204
10031,196.4709699492406
10032,196.44880431603227
10048,196.2444469292991
10054,195.396396800916
10062,195.42347443625027
10066,195.23087936237968
10067,195.9220449588246
10070,195.92947450139937
10071,195.9599366534757
10084,195.81663958352453
10088,195.65722818240064
10091,195.59364166734
10092,195.57302190303625
10100,196.0873905820393
10101,195.9501144353069
10103,196.13769215116167
10112,195.9587613238087
10113,196.1907169862824
10118,196.17693690907407
10119,196.4224624510481
10120,196.3095969633115
10122,196.28583038229823
10137,196.54959168016697
10149,196.6867022027482
10179,196.8595293711164
10180,197.01288144779943
10190,197.56219611862187
10197,197.30433907668973
10204,197.31464522084315
10216,197.72298057587528
10221,197.51951562202385
10222,197.4469546624345
10223,197.38288375122968
10224,197.67500885591147
10229,197.5984958424568
10231,197.82943877600616
10270,199.11404289696807
10294,198.9471228549948
10323,198.8656129006544
10326,198.69052102092243
10330,198.8926432112027
10339,198.5685000485796
10345,198.1690231050821
10371,198.0569324943623
10382,197.90887283758155
10385,197.93384963857875
10395,198.00350894652752
10419,197.18952450794
10421,197.7106515637952
10438,197.96086242290863
10439,198.06426636391905
10442,197.91473548456912
10443,197.79585552758795
10446,197.6376010213624
10449,197.7039788311972
10455,197.20653534612703
10462,197.79670014887552
10464,197.94435714293127
10479,198.148493829243
10483,198.29311155966784
10484,198.1624283719901
10494,198.21887496810777
10503,198.0887823797729
10512,198.4158299489177
10518,198.44394777679065
10528,198.74316625812787
10540,199.11230772399952
10548,198.4175609139797
10549,198.44574790422644
10551,198.31888823378463
10557,199.18276034210115
10562,198.52996023064807
10564,198.5501475341525
10566,198.532299853578
10577,199.5145272099153
10583,199.3587343877817
10590,198.7252580694806
10612,201.22607259830252
10618,200.93523140343447
10627,201.09399180343544
10635,201.2063948354456
10637,201.2700252321639
10638,201.00778978751867
10646,200.4131619754872
10651,200.33435457926828
10660,200.95469019605733
10665,200.82638991717567
10679,199.96858208005665
10683,200.589498719218
10684,200.6453811507355
10713,200.39985591722368
10745,199.8706714326929
10771,199.83599269179007
10799,199.628645412246
10832,199.5476947853197
10841,199.2008846284919
10872,199.6008132031645
10888,199.6531444710636
10900,199.60608880743848
10905,199.9016886532402
10920,200.155533528714
10926,200.0450874059615
10940,199.9883980019173
10951,200.31208340876813
10956,200.16586779964308
10978,200.3599001443137
10979,200.2573441832179
11011,200.9361941780328
11016,201.0851127397294
11019,200.89471676791592
11038,201.132068212824
11040,201.1090997959012
11052,201.2508714477896
11054,201.23411420557463
11056,201.46922514114945
11058,202.505421520006
11062,202.3387184063933
11064,202.92417609194425
11068,202.76443999952744
11070,202.91335418741104
11074,202.02414379219795
11080,202.58175600618787
11084,202.4854144634668
11086,202.35538822119096
11087,202.604622273483
11092,201.74002387064132
11093,201.69107541764245
11094,201.81108718253896
11099,201.6461530266649
11105,202.33259510923023
11108,202.33901599485563
11115,202.2229726846396
11116,202.2085454587524
11117,202.17359587258883
11128,201.59349898196908
11139,202.0455412342324
11140,201.98411021554665
11146,201.66865609910624
11172,201.2459614066988
11177,201.27237123917504
11179,201.3064088684264
11180,201.12775392536483
11181,201.3723724142721
11184,201.41345118869896
11185,200.9907115580302
11190,201.32155558066307
11191,201.24723366143715
11194,200.94074233966475
11197,201.043241440589
11200,201.1224101233362
11204,200.8783156854749
11205,200.66121533823264
11228,200.8233743039391
11245,200.8048888640165
11253,200.69579206399584
11255,200.69594042241056
11281,200.9912228195573
11292,201.0007360747403
11295,201.2725750753432
11296,200.9444148241063
11304,201.4029103538623
11308,201.2813839525585
11337,201.5776855423463
11338,201.58484986826983
11358,201.7942923528224
11369,201.8791766229901
11372,201.9188300287584
11388,201.7799276298786
11414,202.37793345987765
11417,202.4484861307246
11429,202.62453796484536
11442,202.396076887308
11444,202.84847550246275
11451,204.37377927317684
11453,204.29447022001904
11467,204.68912073008173
11469,204.85632256243144
11482,204.6086410387221
11483,204.58656054189743
11485,204.60741410043747
11495,203.7486337258236
11498,204.10397302754933
11500,204.0886355931016
11529,203.58430016053725
11531,203.53121532411856
11547,203.22969863914176
11569,202.57954140131184
11572,202.6811684301791
11573,202.68609469458968
11574,202.34015440471865
11578,202.5066445048708
11580,202.1563571433137
11582,202.04847177375328
11586,202.5598881707298
11593,202.34347833079653
11601,202.04985907343047
11604,202.85889888544645
11608,202.8300177809462
11609,202.8627356685317
11616,202.6719943547409
11623,203.0549508323088
11632,202.99606296727023
11638,203.311926795914
11640,203.16191559925883
11641,203.22492593954527
11648,203.4157480447396
11650,203.2017339854327
11651,203.1983966123063
11652,203.2302817873727
11654,203.5393775036608
11655,203.68434258166795
11669,203.8663876883168
11670,203.784997694092
11672,203.7383953037157
11681,203.85836975086133
11692,204.02240766460216
11694,203.92367904040216
11698,204.24255109800885
11699,203.9592291511356
11700,204.00665141215592
11701,203.67030912078448
11703,203.93089355244692
11706,204.28336095261432
11707,204.2798670540085
11709,204.59412662244404
11715,204.24646393562224
11719,204.72260985275548
11753,205.73554780588512
11763,205.76098238344403
11766,205.91697572985456
11783,205.6704515865695
11791,205.74084823504043
11795,205.78061234981496
11824,205.4922580476428
11828,205.4200597369765
11833,205.42220332039705
11853,204.9690589905484
11872,205.241116180693
11879,204.6190878196174
11896,204.9688762882647
11904,204.0531879292949
11905,204.20632364021577
11910,204.674806725692
11912,204.3838448184059
11919,204.7025532507701
11922,204.7424853932596
11927,204.98309758893896
11931,204.998528843797
11936,204.9722241243692
11942,205.08094718074813
11943,205.4257513064697
11947,205.13251101747423
11963,205.4402535007104
11966,205.4958976202932
11967,205.48883280168
11984,205.5345355240057
11986,205.78596182046752
11999,205.7375022629787
12011,206.1859411885264
12022,205.83504404875492
12024,205.88390095259737
12025,205.90685126555869
12027,205.81141819309528
