NSAID,RA
231370,125.4745075381771
231375,126.46983757362818
231376,126.66271182408936
231378,126.50569131296405
231379,126.60622152221003
231383,126.63335146937192
231389,125.792692905424
231394,125.9263878713875
231407,126.20808183921709
231409,126.23792173262636
231411,126.80126169691324
231415,126.79617076614534
231420,126.61865573162667
231433,127.10349972297998
231435,127.12911812867712
231438,127.04160037644532
231442,127.0604808434408
231449,126.92426838557616
231452,126.81162392111985
231454,126.89739160405746
231455,127.13466655260892
231470,127.291247330312
231473,127.353062080308
231479,127.20001510994824
231482,128.72821365068364
231486,128.61543601939664
231510,128.1197839328478
231511,128.13732728783117
231520,129.0837729338405
231522,129.0698002600369
231526,128.72714604822625
231527,128.81260173545417
231534,128.07704639271537
231539,127.94647262545548
231540,127.91188239776358
231543,128.62531404141308
231553,128.3568270260563
231556,127.79092639816812
231557,127.83744810972536
231563,127.67480967581326
231574,128.11854264716902
231577,128.16659779809115
231579,128.22303047021282
231585,127.85674817428416
231610,127.50780302245764
231612,127.56722619460544
231622,127.60053756324004
231642,127.32852593170443
231688,126.98688702727289
231689,126.98830532721192
231693,127.07629661271817
231708,127.1176128321026
231726,127.80070942741403
231731,127.377478543218
231740,127.41629990261488
231743,128.1021045525401
231745,128.29295968137566
231758,127.7755525152552
231760,127.60625392956456
231764,127.52599606167335
231769,128.49270582523852
231772,128.29526645783878
231775,128.47609166354215
231780,128.0008737546452
231783,127.98257621996282
231785,127.81486628052178
231791,128.18368692051817
231792,128.08126508788243
231794,128.2663668936893
231795,128.16622607352207
231800,128.2746542690885
231813,128.3186692623625
231816,128.5015194034198
231826,128.6839850966567
231835,128.81898039146316
231838,129.23838545044492
231843,129.20310481519425
231847,129.06919330449338
231848,129.17042696202634
231851,129.53404183159725
231863,129.44814396793294
231868,130.78888802964906
231897,131.38497347155405
231898,131.1447143700684
231918,130.9872722648745
231926,129.92993621107817
231935,130.4262589491429
231944,130.26082149299856
231956,130.01718148318673
231971,129.80724876093018
231978,129.4728856359993
231983,129.65669856660963
231992,129.23926079246354
232006,129.71814852593155
232008,129.2232676413341
232010,129.28117516729213
232012,129.2451872295825
232018,130.18327130710952
232022,129.83133727357236
232026,130.3825673247985
232030,130.47109266157472
232059,130.38880846646876
232076,130.90744995005954
232078,130.78675202899203
232090,131.13931779211353
232093,131.3573737758191
232094,131.2963396517385
232097,130.99760881136137
232098,131.33950548719224
232112,132.01143361017668
232113,131.56051445634088
232114,131.4938136743077
232132,132.9870863197915
232134,133.46532448705233
232140,133.02980428477588
232142,133.949839111825
232148,134.27390128766615
232152,133.9448580490793
232155,132.77169545426258
232159,132.9112692565638
232161,132.85335260037075
232164,132.98141102781088
232165,132.9613743816734
232169,133.364251935637
232186,132.60562708086016
232199,133.26519137136626
232201,132.4053810947847
232205,132.47750392545325
232208,132.36738556261238
232215,133.06719183362335
232217,132.98111791406924
232224,132.76820213953013
232226,132.73569821691143
232237,132.3482607569238
232239,132.34976073114797
232242,132.31178246150722
232252,132.20582822665247
232255,131.99678850134103
232277,131.1575494566097
232278,131.47377020087796
232288,132.177468253186
232294,132.12269145218391
232302,132.2907276038326
232307,132.25491523861643
232310,132.4102091264255
232315,132.269789629663
232316,132.20977047987822
232318,131.82916115095776
232322,131.8512185296422
232323,131.89745409868232
232332,132.64258795339427
232336,131.844017878583
232339,132.04035693370938
232341,131.96997626260105
232342,132.00709784790612
232346,132.05455307061072
232353,132.96965688290211
232356,132.81892296342068
232362,132.26073177089094
232371,132.1491208407077
232376,132.7317216344861
232383,132.6999296925423
232385,132.7304368394257
232388,132.72258943541289
232392,133.1416586841444
232399,133.33669809412245
232403,133.33101234521558
232407,133.32127452166378
232411,133.29332171504635
232418,133.2748129421827
232420,133.68652164229832
232428,133.60058780535704
232444,133.8231113211893
232449,134.03881298399182
232456,134.414883963987
232457,133.92581799561486
232459,134.0581888410896
232469,135.31619779240407
232472,135.3197414808176
232476,136.3924964807858
232481,136.30339527479953
232483,135.1015609738002
232486,135.11203127548737
232488,135.17016854094723
232489,135.6750665884174
232491,135.79907037394963
232492,135.87108489656433
232494,136.01254989549335
232504,135.49600876958092
232505,135.5296148650263
232510,135.54022728865613
232511,135.2902023463821
232513,135.30874169025637
232525,134.43731196151123
232531,134.937062534421
232532,134.90386545335627
232533,135.24898431583446
232534,135.07572246078126
232539,134.83192274073707
232541,134.85047134371442
232545,134.70027273838107
232551,134.42700388236912
232557,134.59215310651535
232561,134.4742069381887
232575,134.14299728223736
232581,134.0663832612776
232582,134.16011123370376
232590,133.7395897643248
232591,133.54418575584793
232593,133.66245263231556
232596,133.68525072624593
232611,134.0183520503819
232620,133.4724696345485
232623,133.53993355228008
232624,133.43500665942295
232632,133.01703619572365
232647,133.85327096102552
232661,133.509300384224
232662,132.97496723931897
232663,133.4538179042599
232689,134.71894868882714
232690,134.56197628671566
232691,134.67904666235194
232702,133.90200686917584
232731,134.5992315814587
232748,135.17526334887756
232750,135.1176017789359
232751,135.03248102439787
232752,135.18185443220753
232756,135.1224394348307
232758,135.28772723618638
232765,135.33495807175632
232774,135.94945824212968
232775,135.76904824962364
232781,136.0622614551765
232790,137.48778029735894
232794,138.6147480936421
232796,138.40220342780736
232806,138.1077970461854
232816,137.10156077457563
232817,136.90441500346867
232818,137.11446944615523
232823,137.7423790051725
232824,137.74141248262202
232825,137.91919698001934
232826,137.74088932648718
232852,137.1099396464011
232854,137.28160727543406
232857,137.2341499532363
232865,136.63150809297466
232866,136.85759902252758
232867,136.824980937431
232868,136.9735427200315
232869,136.9884581582952
232871,136.82113640722733
232874,136.45026737554826
232878,136.5798633892879
232886,136.06576362238343
232894,136.29715345773934
232897,136.31547261805545
232900,135.93802349985071
232906,135.870802511231
232909,135.64517432567334
232914,136.08590993238093
232916,135.8188731707816
232918,135.28361211182624
232924,136.1920444648354
232926,136.23489577954547
232930,135.7056361912479
232934,135.7358426027483
232939,136.7000697979461
232941,136.69397675957765
232952,135.9123248650784
232962,136.8242795264144
232983,137.20714855718484
232987,137.26307272746664
232988,137.19259223889537
232995,136.97013410054296
232996,136.79369280777402
233001,137.193270001131
233002,137.25435127892396
233008,137.0130689476065
233013,137.56982498758137
233014,137.57809287341644
233015,137.46539399717875
233016,137.44067738665206
233020,137.4214846722787
233021,137.56883288552933
233022,137.55272415731048
233025,137.59793909454055
233027,137.5107210155992
233028,137.47374636391012
233036,137.7363156328088
233037,137.7784732098174
233042,137.83520066266664
233045,137.94607157977484
233046,137.80661576358443
233047,137.64711478109857
233052,137.86833575371583
233071,137.8795990729886
233086,139.98292915186536
233096,140.98296612819345
233101,139.68907893955978
233102,139.55568640477392
233104,140.56442749841744
233116,139.4757032522894
233117,139.45655411296056
233128,140.3122640826782
233135,139.1698231396223
233140,139.9226960282558
233150,139.99178184525752
233160,139.356590419494
233171,138.91727728603655
233179,139.1225497497604
233180,138.69046146685218
233200,138.37248604255043
233202,138.61001750866026
233203,138.62186558789412
233205,138.29048342121288
233206,138.56933736726813
233207,138.53573854902646
233211,138.5203909912397
233215,138.51916572995182
233223,138.21832018990742
233225,138.25802845334383
233230,137.67024502994903
233231,137.8998933290227
233232,137.87744001510052
233234,137.73489178488677
233235,137.88318522386066
233238,138.34429669536186
233240,138.05229121030982
233241,138.42622896399206
233244,137.87223336557952
233245,137.78030830001956
233251,138.06116682749396
233253,137.77683991097723
233278,139.4019080961994
233282,139.21910577092635
233283,139.33494763794943
233288,139.2690124237287
233291,138.62277872086167
233293,139.48836674924948
233295,139.61934578004144
233298,139.5579000064654
233304,139.64345610011046
233309,138.823267647196
233312,138.7858833888308
233320,139.29467685037704
233329,139.61536922392432
233330,139.47015848124045
233334,139.66869037887562
233339,139.69837657601695
233345,140.1471095606604
233347,139.87638576491773
233349,140.1020384027241
233353,139.9011842840728
233355,140.15008715489782
233363,140.2108187820341
233367,141.02245820638774
233382,143.6088197733834
233384,143.69363950758589
233392,143.2124206938277
233401,143.14995308208023
233403,143.13639676656322
233415,142.72802255828293
233418,142.85428215815404
233425,142.19139650584705
233430,142.37509519352966
233433,142.02507549927083
233440,141.96077616141855
233441,142.16605587168496
233442,142.15651537278043
233450,141.54910797434937
233459,142.05314165018058
233474,141.1445046741429
233475,141.19628555404975
233477,141.23271952537283
233478,141.08550811010767
233480,141.33312349114368
233489,141.52939508599252
233491,141.53937613594158
233495,140.98082363715264
233496,140.9571332562034
233497,140.84654757807198
233501,140.91408296075917
233514,141.18523614447372
233524,140.54101221913476
233530,140.7975544305392
233534,140.53438055465722
233538,140.2252230941966
233541,140.0972805354541
233542,140.15029589418012
233552,141.28015978510618
233556,141.0714595739454
233559,140.61140068384708
233561,140.62251925356637
233563,140.77266905643745
233567,140.73088648466808
233577,141.44028870999628
233582,141.57855974353348
233584,141.80467170453838
233587,140.982654483557
233592,140.95755836814126
233597,140.8191829326569
233602,142.1191240878707
233604,142.19893550611522
233605,142.0980021789615
233612,141.9509227527235
233619,141.0675313541279
233624,141.52921597523078
233626,141.5773247887721
233630,142.01370423762677
233647,142.2634226635133
233649,142.3541134816088
233655,142.21950898630806
233662,142.65300979883588
233669,142.3868501521529
233674,143.17669041474736
233682,142.75293494740907
233683,142.76611163773924
233686,142.91812062812645
233693,143.73604514142218
233694,143.7747189312671
233697,143.3165715046842
233698,143.37176517265883
233702,143.25633217212706
233705,143.33799161388654
233707,143.38775865223568
233709,146.14297822557117
233711,145.98972574057547
233716,146.15879314044952
233717,146.18103547813288
233718,146.3058601770831
233721,146.41519673158544
233723,145.33041176912374
233732,145.41955129463173
233744,145.92992221461475
233745,145.8423776992677
233757,145.54104308214158
233759,145.76838951111128
233761,145.38187970795747
233765,144.47387249458288
233770,144.59406780795675
233774,144.45679434514702
233776,145.03430609315348
233778,145.10783424392852
233779,145.20003937933723
233781,145.0740330840474
233782,145.22739978395248
233783,145.1883740044446
233784,145.15511270193343
233791,144.8487539481902
233792,144.78272371798673
233797,144.88232896945024
233798,144.5477007011296
233809,144.36803357498292
233814,144.42226264097303
233815,144.38182165944212
233817,144.29179799533208
233819,143.94277093214353
233820,143.98917323277297
233829,144.1773004467748
233831,143.68882541816205
233833,143.5760128901161
233845,143.87670729523714
233847,143.24467965176945
233851,142.81081403188364
233853,143.0613865588314
233855,143.73518033801406
233857,143.67668217179525
233858,143.47742900290754
233861,142.93095864087456
233862,142.70339589985184
233863,143.23645677182338
233868,143.8611439428785
233869,143.5965199534373
233875,143.42457478054567
233876,143.7929005580087
233879,144.388395465552
233885,144.16220470061396
233887,144.178324962466
233890,144.15291138978748
233891,144.59548927202232
233892,144.5173428915931
233900,144.6182941561544
233902,144.32886912040036
233920,145.15776644465117
233927,144.72578954849786
233930,144.84721113610732
233936,145.51483359588158
233938,145.6593406205076
233939,145.5398120941785
233947,144.89238585171168
233953,144.97879660024907
233960,145.876597188942
233964,146.04476671983943
233968,145.31240755831178
233969,145.4311474833206
233981,146.25780380417305
233985,145.8100349102621
233986,145.77906665128864
233988,145.90184576145847
233991,145.86693854597732
233992,148.3187756129688
233993,148.58283290005215
233994,148.89175515934394
233997,148.14789590635675
234011,148.6696848912758
234014,147.3435329543791
234015,147.40868084151444
234017,147.3183085711586
234019,147.5406393503161
234020,147.43286500395362
234023,147.3712581083034
234024,148.38342176155052
234025,148.60118678599807
234027,148.47030012925032
234028,148.65326065397088
234030,148.40642135484796
234035,147.14699874301053
234037,147.28919036127894
234040,147.05211485209074
234044,147.8571523019272
234046,148.2354604938162
234047,148.05437585228103
234049,147.326395165748
234055,147.519589311591
234058,147.35664940225308
234067,146.66036257020536
234069,146.6556764486284
234070,146.6692530018633
234071,146.95353807935618
234073,146.664881976622
234076,146.92044809869046
234077,146.64770203084933
234084,146.68004434308128
234090,146.54236289266976
234091,146.61652685259207
234108,145.6173939302452
234111,145.91372454131923
234112,146.36566429726378
234117,146.56341692454163
234118,145.64982830252634
234119,145.81595399355578
234124,145.55676308171746
234125,145.7706458682007
234126,145.60296980051942
234132,146.72972453381172
234136,146.3955058604282
234139,146.3353893003512
234142,146.25170812924125
234147,147.05300555654117
234152,147.24225820979487
234153,146.7080611835961
234155,146.70768040817342
234156,146.80509956347962
234158,146.5306515791014
234164,147.5006677712087
234171,147.54721723834447
234176,147.08658176088264
234179,146.96085935571617
234185,147.10377259676213
234187,146.9008597683812
234188,147.15893835757876
234192,147.4727950863012
234193,147.44367698692778
234196,147.60416668020963
234200,148.01674693929854
234206,147.71901804541466
234207,147.8456813817008
234208,147.85205133341373
234211,148.2206345946354
234214,148.19285478759363
234217,148.27011127566183
234218,148.14283880272444
234220,148.1868293018444
234229,148.70828714519158
234237,149.0379700098565
234238,148.93984243900192
234243,149.30708380294948
234244,149.16717733422294
234249,151.09491575939415
234252,151.00155513423863
234256,151.45945140952165
234262,150.31415487094588
234266,150.3962273913576
234271,151.2430610758675
234272,151.26238770929976
234277,151.44469508990406
234281,150.1258635912616
234283,150.24051734800148
234292,150.7828387865161
234293,150.8202957099572
234294,150.9429830997146
234295,151.13924906515666
234297,150.90393274818996
234298,150.98067127949065
234302,149.7473210831451
234307,150.64548923195707
234308,150.49746521234084
234315,150.6714476920153
234318,150.2184697575286
234319,150.34422168332927
234320,150.16645966736175
234321,150.3954199380751
234324,150.26379750663963
234327,150.4218378114827
234329,149.98370756324388
234330,150.0998293890889
234332,149.92410379976462
234333,149.76813604809183
234335,149.97446503389074
234345,149.44918927582486
234347,149.54336457893805
234349,149.35466122259834
234350,149.61131434096342
234351,149.38649611083025
234357,149.4285194849495
234358,149.18993190365612
234363,149.09363244425984
234364,149.24135989561628
234365,148.91219532389528
234366,148.9823212507903
234370,149.12125103499358
234375,148.94682840444278
234378,149.13272578248237
234379,149.12584734674311
234387,149.00020974004025
234406,148.86255292283107
234411,149.26398676557542
234415,150.599922111243
234421,150.6836656414842
234424,149.61485445658715
234428,149.96796023382203
234430,150.04258747873675
234432,150.49089605383722
234435,150.46856995317208
234436,150.1671705329978
234439,150.9194355938645
234440,150.87601473640146
234444,150.9601890057413
234446,150.73436235557753
234447,150.7077623147504
234451,150.83021039491365
234456,151.07517576637676
234459,151.33724807780038
234460,151.17875425365276
234461,151.29999355408395
234463,151.19627536364698
234466,151.36714909534956
234468,151.5256994171902
234469,151.53299494907156
234475,154.4585505530586
234477,154.33652165541025
234479,154.69121721686793
234483,155.03970570945194
234487,155.0446734942908
234489,154.92522049402191
234492,154.92696429566178
234499,153.6752747132139
234502,154.1879968574276
234503,153.93126872831942
234504,154.1717262673168
234519,153.3760910140163
234520,153.21343294176842
234522,153.44491843018614
234524,154.05288016971107
234529,154.0840310729215
234533,152.88485762304353
234534,152.86311333805216
234537,153.01088372351535
234542,153.54358646996076
234543,153.9423788683081
234546,153.41030044179973
234547,153.33714019788007
234553,153.38197005486194
234554,153.13550299430307
234560,152.64984436844563
234561,152.78427256229932
234562,152.76090535121878
234567,152.6414351156821
234573,152.57965948570765
234575,152.53317862493512
234576,152.6683905248708
234580,152.59958398795712
234581,152.57825748327508
234584,152.53365692952704
234590,152.066030713933
234591,152.3429352653263
234608,152.00603711611754
234615,151.95212700734066
234617,152.04810182764953
234620,151.40186381631028
234625,151.3652267543126
234658,152.93329878671335
234662,152.96600702686524
234678,152.5711353805213
234691,153.0634822760838
234692,152.97044513927918
234702,153.2023783783526
234706,153.48650358730652
234710,153.77501777208772
234716,153.53547926957935
234719,153.63743976682966
234721,154.23957866786876
234730,153.95013962011768
234732,153.92862378922413
234737,153.95468259373624
234741,154.82828934857352
234744,154.79420913558593
234748,154.71913364607465
234751,154.37968968013112
234767,154.94960063860697
234768,155.20239365303527
234769,154.9859534564474
234770,155.13226730455014
234789,165.96403961720088
234804,165.91850960720203
234805,165.79758214307552
234807,165.92000327738276
234812,165.87617638483275
234842,165.2969457658203
234846,165.44819737983636
234865,165.1678641693596
234867,165.2634117910582
234870,165.16300824370052
234883,165.14246609488615
234885,165.10679114408535
234893,165.09463311865397
234895,165.15874779476326
234897,165.2019418063836
234905,164.97276313967163
234929,164.66389160915597
234949,164.61003847357046
234954,164.65032215939237
234958,164.69719686580865
234960,164.83073634599378
234967,164.77492992167183
234976,164.4582587668965
234988,165.00635664651054
234989,164.96827190366278
235002,164.6961708278786
235011,165.2179500489786
235013,165.26386479678197
235023,165.20231965460673
235024,165.1891498378772
235035,164.88278158758732
235048,165.31825496161537
235051,165.2756905350072
235059,165.34583037571804
235064,164.96913001057248
235067,164.98822847124006
235085,165.12582838432277
235094,165.2433925518932
235098,165.15751716349615
235099,165.22365805110186
235106,165.51291765152214
235114,165.39700117100583
235116,165.31163556823722
235124,165.7956143375843
235136,165.5628856863825
235137,165.5248461028532
235144,165.99443019923797
235151,165.9554608193215
235159,166.2582258123784
235162,168.03484128294204
235164,168.14777827521414
235188,168.2305061168069
235191,167.80997788995975
235200,167.69144089596844
235201,167.7616629011485
235210,168.0642867783556
235224,167.4752774554444
235225,167.47770820705838
235240,167.35261828901065
235242,167.3692076769626
235243,167.01697298414214
235244,167.06629280071627
235253,167.128783087652
235254,167.21855184579627
235263,167.40136565989275
235320,165.9669512858432
235323,165.9713695920994
235325,166.11976118677336
235326,166.57093982770664
235357,166.33655152467557
235366,166.48753367428571
235373,166.50507334243224
235375,166.52084096804515
235382,166.76892640228053
235385,166.97865010932026
235389,166.7469920464843
235391,167.01923660956655
235407,167.03765070139644
235418,167.36440295187987
235421,167.034193194557
235422,167.2431026378637
235427,167.1487150253107
235432,167.45497500479553
235439,167.54948384279456
235464,167.68940273444116
235499,168.14859159670638
235502,168.01965225559056
235504,168.02115458281526
235507,170.58838879055585
235509,170.45548916629923
235511,170.69763522527313
235516,170.43835030724378
235521,170.86463156952436
235531,170.85568225675584
235534,170.37305954132458
235536,170.33529344305526
235538,170.30090619260906
235541,170.3628031662506
235543,170.4163965383651
235551,170.62073153223247
235554,170.7436164348306
235555,170.72346813839926
235556,170.73446867968744
235559,170.50229047432893
235578,170.32280813407917
235588,169.49932527146603
235593,169.85245874416003
235598,169.8457344066544
235624,169.42994654033754
235628,169.40148795573566
235638,168.90490308019835
235641,168.8608237642272
235648,168.8194585694757
235651,168.64116303130177
235654,168.625303194846
235660,168.51062279649344
235684,168.39860411996497
235687,168.36773507792188
235688,168.45730541376278
235695,168.2270753903836
235697,168.93469426919887
235699,168.94144604783358
235708,168.99893056113544
235712,168.55032723663209
235720,169.26693765852514
235729,169.07712377576664
235731,169.1063914031704
235733,169.01789454006058
235734,169.24489735627438
235745,169.71991264171186
235747,169.61292734902847
235765,170.21848027661605
235769,170.0580410890053
235792,170.25001212358714
235796,170.3280521388469
235802,170.3321409837551
235803,170.71479825803448
235805,170.5981824445817
235806,170.54403962214363
235817,170.48651645069668
235818,170.59433589106283
235819,170.84504233693164
235826,170.72230694357577
235839,173.02263294367023
235841,173.29486080040456
235843,173.0933791887487
235846,172.64954508145615
235853,172.59533138116717
235856,173.03097702740777
235858,172.33618939665098
235864,172.40075060655167
235866,172.38999780509295
235876,172.796721520874
235877,172.560902505678
235883,171.68160173611787
235890,171.68038736909546
235892,172.43205585652356
235903,172.22352017025182
235904,172.2254209646441
235907,172.15456279393035
235917,172.05861505093625
235920,171.38665425188265
235921,171.62037961622394
235923,171.58613272527504
235926,171.49163600321623
235929,171.66461960751823
235931,171.5506117042933
235945,171.36904639343177
235948,171.3451172682601
235951,171.2159293961759
235954,171.35141054404858
235957,171.3828643064927
235959,171.60764008521812
235960,171.43603189933222
235970,171.15748313985245
235973,170.86689201553344
235975,171.12311939835178
235979,171.35425553921377
235996,171.1169944767419
235999,171.34829649241445
236000,171.19824673416147
236007,171.28293577999096
236009,171.44218876295128
236011,171.37272722020074
236013,171.54776217857764
236014,171.42474584158725
236015,171.491155027366
236019,171.46868528615656
236025,171.6962117576865
236026,171.57615839156068
236031,171.5489668124228
236032,171.7544607462676
236033,171.59402146510303
236034,171.57637997149772
236035,171.61188935608718
236042,171.63243013398295
236054,171.76595214934974
236055,171.91926284745765
236062,172.05427279716025
236063,171.8124274776189
236064,171.82251519693756
236066,172.19493825986507
236067,172.160166553787
236072,172.18047108513278
236077,172.130848128729
236078,172.40923746554654
236091,172.21140294745203
236095,172.0375830603662
236103,172.79772339879898
236109,172.16505712770189
236110,172.56576324641117
236111,172.36420728909263
236116,172.3604148642592
236122,173.1181679258089
236123,172.95762461579295
236134,172.66166406090383
236137,172.70380727093618
236138,172.81691298752236
236142,173.20533826149426
236151,175.35587870070984
236158,175.16623640513802
236159,175.44863367814312
236177,174.85968526174818
236182,174.88503455966742
236191,175.14251205005945
236198,174.3046510188249
236199,174.28410387091515
236218,175.02419259647755
236225,174.16489491598375
236248,174.39994178664978
236255,174.25658821136412
236257,174.23665936612264
236267,173.93740270527906
236268,173.89375324049485
236275,174.04248393970235
236292,173.67095120840696
236299,173.3352767189941
236312,173.6163513328352
236318,173.5074984581826
236323,173.2287170328025
236324,173.08051526615372
236325,173.39356390310215
236326,173.2262601415163
236327,173.30925809162164
236332,173.43394569493418
236333,172.9406546728001
236338,173.2729981211968
236343,174.14216195985654
236345,174.1487937542119
236346,173.63291202254908
236358,174.40784199739733
236365,174.43656950590082
236371,174.1981589275237
236427,174.87901629593034
236434,174.8701894339115
236454,175.20308012783585
236478,175.25754351050782
236494,175.3550147345021
236529,176.36901450499428
236553,176.3464493961595
236565,176.8173998867455
236596,176.47884576823992
236599,175.6016382947633
236607,175.61883574253866
236618,176.3576442364136
236642,175.86870892952086
236643,175.90962693115725
236677,175.6114842826844
236699,175.21570185810532
236704,174.7491736087945
236731,174.38461710430448
236733,174.38104966373854
236738,174.61877283634655
236752,174.76320772120218
236754,174.80910877658417
236845,175.51361176872493
236883,176.3365607699691
236894,176.11378895973107
236902,176.09879812666637
236903,176.50503891885705
236905,176.72792117179415
236912,176.65474590126874
236917,176.52574693768938
236920,176.263388829486
236923,176.25254214928276
236926,176.8455739394993
236942,176.77458975974798
236959,178.45158999923925
236963,177.44476665841592
236964,177.45250049698936
236968,177.40809308428342
236969,177.58830686804927
237049,176.3462519907702
237059,176.29131009877213
237080,176.25198213660346
237081,176.1648171477189
237086,176.25898726755096
237091,176.27860995624405
237096,176.3410721658335
237109,175.98283365856375
237151,176.3136497809176
237157,176.26058267822503
237167,175.56510686392758
237171,176.49225143941663
237198,177.03354489279866
237202,176.08640754497756
237203,176.0375286760557
237210,177.1688163016509
237216,177.09612855835093
237223,176.48662971487724
237225,176.3733474976504
237257,176.91774225332873
237264,177.29575646336227
237269,177.24347094576342
237311,177.96079592305722
237331,179.5030993885239
237336,179.97643000841165
237337,179.88564932143962
237339,180.04697197730937
237346,179.86256906181922
237348,180.12848260865948
237352,179.07158327528094
237356,179.20847875856325
237362,179.57182993254705
237371,178.91378763981027
237373,179.0575142263518
237378,178.97233372727644
237380,178.92998657888197
237381,178.92582726236412
237391,179.1177860729684
237397,178.63866527938416
237412,178.82585629369558
237416,178.7732966954311
237469,178.16137305374835
237503,177.6281872747121
237517,177.5290308914611
237520,177.6227423340128
237522,178.05463390343328
237526,177.8639908043868
237551,178.2086980324391
237562,178.6652070608316
237567,178.59969908862269
237569,178.52317061306886
237573,178.62366673689598
237575,178.41361091483057
237590,178.86152859365887
237593,178.79410902784943
237595,178.95597385239037
237596,178.82585344711492
237597,178.4876526832768
237623,179.26070973608682
237626,179.01164361942776
237653,179.29338038267952
237655,179.22286766633664
237669,179.55652785922558
237682,179.63591523915028
237685,179.79432271948397
237709,181.7051214099146
237717,180.99353588858165
237724,181.03230868974228
237739,180.6800990159944
237741,180.83546937044127
237742,180.67312651924576
237747,180.8818834372142
237751,180.7178926104218
237758,180.6319042282425
237760,180.67479003851827
237762,180.69210642292177
237764,180.5518376445737
237765,180.413521087298
237766,180.4339068436652
237769,180.5039222176244
237772,180.5483481045178
237781,180.4961535167397
237787,180.50650845297943
237788,180.2448843817078
237790,180.3211962382272
237794,180.2106110903156
237796,180.3818987001125
237797,180.2629366524408
237798,180.3325155200204
237810,180.12148354945617
237814,180.16557069123024
237821,180.08052506419108
237825,180.28089488273983
237827,180.27212695748145
237829,179.70034982463903
237834,179.66955067237558
237838,180.01963476438635
237843,179.85787745541867
237847,179.3964545349794
237857,179.52900500809093
237871,179.3159942339575
237878,179.6022177365099
237880,179.59327890956772
237884,179.39365155850737
237885,179.1492728185024
237900,180.04211705607875
237944,180.50660819814155
237950,180.28483402695664
237973,180.75404494472568
237976,180.76189152619588
237977,180.6237881396192
237992,180.8779147124682
237993,181.0970290852509
238011,181.1057400640296
238018,181.41240294501944
238032,181.36676334440904
238041,181.5795950235017
238045,181.31344805391583
238046,181.9329135984564
238051,181.4891539806067
238055,183.09436163356088
238060,183.2358436549041
238063,183.32998966969743
238068,183.540856789946
238069,183.0729604984204
238070,183.345677113898
238075,183.87241437374607
238083,182.90345842419035
238086,182.97436854403853
238091,182.98888339381875
238095,182.8458135954985
238102,182.8596977125564
238106,182.81314837629392
238112,182.89563095729693
238118,182.79223302756208
238120,182.83090544682125
238130,182.66549866579052
238137,182.62554508132004
238143,182.62944713286413
238152,182.6111578918677
238159,182.5596549184126
238163,182.4395550014679
238170,182.44531438719625
238178,182.04127992827887
238187,182.3509435848653
238196,182.4591877571744
238204,181.97262799133523
238208,181.8184860056512
238215,182.21512093559332
238221,181.95939176630512
238223,182.2065583221071
238232,181.60633582012548
238236,181.49708500655063
238243,181.4223190570337
238246,181.85814082833008
238249,181.76982738175263
238250,181.88185949526883
238255,181.4102971620109
238260,181.252153166607
238266,181.4916725969749
238267,181.4483765256337
238272,181.4011166462048
238273,181.3645030340836
238276,181.5153670868858
238287,181.2977166447516
238301,181.746203978426
238303,181.7316762744328
238310,181.4565358177456
238311,181.5083290179118
238313,181.48883051466288
238319,181.5856253384206
238320,181.58688950965504
238324,181.9762028296393
238331,182.0997251745286
238340,181.62813911039044
238341,181.7385958852958
238343,181.6623634531864
238351,182.3186085182417
238355,182.20351102746287
238358,182.2584098208236
238369,182.17347554806
238377,182.23002746441503
238378,182.2199121857276
238385,182.29488181524425
238389,182.3200094447882
238393,182.53256220591703
238395,182.50160907754767
238399,182.5592849969973
238404,182.6128516544853
238416,182.67537959141728
238426,182.66594056321136
238428,182.79088400607367
238430,182.9413373124941
238437,183.01805929976857
238440,183.1254624964625
238450,183.4967616784816
238453,183.1010269995351
238455,183.3228523130045
238458,183.2633067365944
238459,183.1315936597272
238464,183.53215365820893
238466,183.8326539495778
238477,185.73680998532296
238485,185.6987701142932
238486,185.8799225534532
238489,185.1400821373726
238492,185.22890844852265
238496,185.1106071265312
238503,185.42615566016448
238507,185.57279585730885
238510,185.4436462975302
238521,185.09628526230293
238524,185.0878989424156
238527,185.0703785502637
238530,185.0227837276853
238550,184.8118522279548
238556,184.63634073581247
238558,184.83885019655472
238560,184.7253024013744
238568,184.2487712062462
238570,184.35624422785585
238586,184.16957902144813
238599,183.6721172197664
238603,183.8934410424777
238607,184.0681559929721
238609,183.8404112496204
238618,183.8248021725808
238619,183.6338129509108
238620,183.3764110695391
238622,183.55961471513643
238630,183.5218620490536
238640,183.10173742105303
238643,183.33583857294025
238650,183.6099959967636
238653,183.50117064668208
238655,183.2861020046291
238661,183.3923377500519
238666,183.58543735809627
238674,183.71000081269065
238688,183.9765338164538
238691,184.02691504060027
238698,184.1124375124831
238702,184.0040449445797
238709,184.5174287674444
238710,184.3984376419286
238718,184.1137533234713
238724,184.16705708097703
238727,184.41061542649484
238728,184.46048157578005
238729,184.34034289809165
238734,184.37924487903612
238736,184.3723645656504
238738,184.69215319203585
238743,184.7247763421325
238745,184.79753032364792
238748,184.5660930749214
238749,184.71095322812027
238754,184.7521519052096
238756,184.5684353124549
238767,184.917419959132
238770,184.90382937746745
238775,185.0922764011944
238780,184.90258470428225
238781,185.1517229779868
238798,185.72033193758296
238805,185.23291146528143
