object_tag,num_obj,Pr,vflag,RA,DEC,PLATE,FIBERID,MJD,rabsmag_NSA,Z,SFR,sSFR,BPTclass,HImass,u_r,g_r,u_r_err,g_r_err,cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,w1mpro,w1sigmpro,w1snr,w2mpro,w2sigmpro,w2snr,w3mpro,w3sigmpro,w3snr,w4mpro,w4sigmpro,w4snr,W1-W2,W2-W3
48878.0,24.0,0.2387288479109144,1,125.87931099351644,50.51413529936552,442,165,51882,-16.87106704711914,0.0242977757006883,,,,,1.1451330184936523,0.3957195281982422,0.1477824540083858,0.0525480311735228,2853.0,5.538617,133.739186,125.87931099,50.514135299,125.881059,50.5130716,13.826,0.026,42.3,13.698,0.034,31.6,12.598,0.457,2.4,8.365,,1.8,0.1280000000000001,1.0999999999999996
48962.0,7.0,0.5456989738358393,1,123.6124172208721,50.57689940309263,442,314,51882,-16.213315963745117,0.0078321313485503,-2.344690084457397,-10.477380752563477,1.0,,0.9121427536010742,0.3103046417236328,0.1395747430286258,0.0317637110042812,2863.0,1.205663,125.735945,123.61241722,50.576899403,123.6128453,50.5767038,15.198,0.036,30.0,14.981,0.068,15.9,12.465,0.508,2.1,8.667,,0.4,0.21700000000000053,2.516
49179.0,4.0,0.9576964803537577,1,127.38844673948265,48.79452972687971,443,88,51873,-16.944883346557617,0.0234630648046731,-1.0743589401245115,-9.882243156433104,1.0,,1.4902496337890625,0.4395904541015625,0.0849595823984362,0.0317749817761595,2908.0,0.149415,107.277657,127.38844674,48.794529727,127.3885069,48.7945174,15.127,0.036,30.3,15.293,0.081,13.4,12.399,0.383,2.8,9.105,,-0.4,-0.1659999999999986,2.894
49644.0,18.0,0.6123138121638814,1,128.06205509461125,51.76054037208528,444,252,51883,-16.988309860229492,0.0181477461010217,-1.0507287979125977,-9.83726692199707,1.0,,1.450237274169922,0.3971138000488281,0.095913145661719,0.032496717262125,2982.0,0.241515,-80.798334,128.06205509,51.760540372,128.0619481,51.7605511,14.841,0.032,33.6,14.685,0.057,18.9,12.485,0.436,2.5,8.696,,0.5,0.1559999999999988,2.200000000000001
49868.0,6.0,0.6870910064074718,1,131.30342169404858,50.22018934790814,445,26,51873,-16.04033088684082,0.010722610168159,-1.5785472393035889,-10.01524829864502,2.0,,1.258213996887207,0.4462642669677734,0.2136110894361811,0.0531767153503999,3015.0,1.33981,16.870613,131.30342169,50.220189348,131.3035905,50.2205455,15.298,0.037,29.6,15.159,0.076,14.3,12.016,,1.8,8.657,,1.2,0.13899999999999935,3.1430000000000007
49982.0,24.0,0.8068836633596534,1,128.584097768728,50.45250409361379,445,278,51873,-16.425304412841797,0.0114516261965036,-1.3257575035095217,-10.01541519165039,1.0,,1.4578590393066406,0.4817457199096679,0.0604117289679685,0.0298586862338451,3037.0,0.240991,-35.043423,128.58409777,50.452504094,128.5840374,50.4525589,13.929,0.026,42.6,13.855,0.041,26.8,10.297,0.072,15.1,8.24,,1.6,0.07399999999999984,3.558
51623.0,8.0,0.0514647114311097,1,134.2856822561012,53.81676263177163,449,496,51900,-15.738889694213867,0.0077648446895182,-2.4932608604431152,-10.31586456298828,2.0,,1.5429391860961914,0.6784257888793945,0.3397915720296956,0.1179606142445372,3297.0,3.15472,142.672624,134.28568226,53.816762632,134.2865823,53.8160658,15.691,0.043,25.5,15.232,0.088,12.3,12.071,,1.1,9.015,,-0.5,0.4590000000000014,3.1609999999999996
52200.0,22.0,0.8619074700963922,1,140.00881516022784,56.356569185183226,451,182,51908,-16.614154815673828,0.0125017445534467,-1.2744578123092651,-9.633912086486816,1.0,,1.2697019577026367,0.3889274597167969,0.0735665832888566,0.0308862803282617,3367.0,0.601152,-168.078823,140.00881516,56.356569185,140.0087529,56.3564058,14.626,0.03,35.8,14.401,0.043,25.5,11.193,0.129,8.4,8.893,0.429,2.5,0.22499999999999964,3.208
52457.0,15.0,0.0479901761218233,1,143.00589047901465,57.554311751326296,452,191,51911,-16.998647689819336,0.0107166962698102,-1.0125668048858645,-9.538426399230955,1.0,,0.9676113128662108,0.2645988464355469,0.0671596798632154,0.0312226148939383,3430.0,0.708487,81.011033,143.00589048,57.554311751,143.0062528,57.5543425,15.104,0.034,31.9,14.837,0.056,19.3,12.018,0.242,4.5,8.644,,1.7,0.26699999999999946,2.818999999999999
56541.0,11.0,0.924206873364792,1,134.4549378457041,1.3229598695354856,468,582,51912,-16.7827205657959,0.0246057659387588,-0.7856686115264893,-9.088690757751465,-1.0,,1.1652898788452148,0.3793258666992187,0.0922870388983582,0.0365272430744976,3611.0,4.421952,60.141518,134.45493785,1.3229598695,134.4560034,1.3235714,14.773,0.032,33.6,14.808,0.063,17.3,12.205,,1.0,9.052,,-0.3,-0.03500000000000014,2.6029999999999998
57969.0,4.0,-0.9601558599507554,1,142.09106725902623,1.7488597616061432,475,499,51965,-16.51956558227539,0.0233999229967594,-1.138648509979248,-9.62279224395752,1.0,,1.2836580276489258,0.3997821807861328,0.1177058744750282,0.0409872146212883,3842.0,1.473282,9.494973,142.09106726,1.7488597616,142.0911348,1.7492634,15.385,0.041,26.6,15.315,0.097,11.2,11.673,0.244,4.4,8.491,,1.2,0.07000000000000028,3.6419999999999995
59193.0,6.0,0.9623906963461016,1,137.28606635703386,56.9228578742231,484,205,51907,-16.8719539642334,0.0311108361929655,,,,,0.8088588714599609,0.243194580078125,0.0930399943078498,0.0376616449356603,4030.0,1.069858,179.564061,137.28606636,56.922857874,137.2860705,56.9225607,15.695,0.04,26.9,15.156,0.073,15.0,12.266,0.357,3.0,8.359,,1.5,0.5389999999999997,2.8900000000000006
60234.0,17.0,-0.0133355417887679,1,155.45484781464546,63.86846846151728,488,111,51914,-16.839683532714844,0.0210861209779977,,,,,1.8951749801635744,0.6307258605957031,0.126559171386341,0.0322304875028235,4273.0,0.27814,-68.322686,155.45484781,63.868468462,155.4546848,63.868497,14.908,0.028,39.0,14.841,0.043,25.3,12.749,,0.6,8.885,,1.6,0.06700000000000017,2.0919999999999987
