object_tag,num_obj,Pr,vflag,RA,DEC,PLATE,FIBERID,MJD,rabsmag_NSA,Z,SFR,sSFR,BPTclass,HImass,u_r,g_r,u_r_err,g_r_err,cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,w1mpro,w1sigmpro,w1snr,w2mpro,w2sigmpro,w2snr,w3mpro,w3sigmpro,w3snr,w4mpro,w4sigmpro,w4snr,W1-W2,W2-W3
167941.0,21.0,0.6087830483509578,1,202.80948881367,-2.4353645321866724,910,119,52377,-16.43269920349121,0.0105207404121756,-0.8483538031578064,-9.036864280700684,1.0,,0.8509759902954102,0.1739921569824218,0.0595108301864199,0.0298151838785609,17238.0,3.395974,44.16937,202.80948881,-2.4353645322,202.8101467,-2.4346879,14.376,0.029,38.0,14.255,0.046,23.7,11.958,0.246,4.4,9.11,0.481,2.3,0.12099999999999866,2.2970000000000006
168059.0,5.0,-0.5162255615461449,1,201.3991070607352,-2.080115052830694,910,358,52377,-15.854737281799316,0.0105540500953793,-1.3407204151153564,-9.475000381469728,1.0,,1.1676769256591797,0.3693647384643554,0.1166844183319044,0.0362225337456707,17245.0,0.675115,-120.275979,201.39910706,-2.0801150528,201.398945,-2.0802096,15.061,0.033,33.0,14.9,0.064,16.9,12.198,,1.3,8.504,,1.5,0.1609999999999996,2.702
171133.0,9.0,-0.1863357649862394,1,221.6583079194613,-1.5252501499161188,920,489,52411,-16.77783203125,0.0198288895189762,-0.9107505679130554,-9.68576717376709,1.0,,1.3137445449829102,0.3804702758789062,0.2869606950453761,0.0311348071053671,17450.0,0.198244,131.307249,221.65830792,-1.5252501499,221.6583493,-1.5252865,15.001,0.034,32.2,14.826,0.058,18.8,12.916,0.539,2.0,9.269,,0.0,0.17499999999999893,1.9100000000000001
174593.0,17.0,0.3613038887140902,1,132.72043240341768,34.9098844903997,934,7,52672,-15.66409683227539,0.0079253548756241,-1.6070952415466309,-9.55044937133789,1.0,,1.2792882919311523,0.3758268356323242,0.0649732220594722,0.0329721757680228,17945.0,0.926963,104.274812,132.7204324,34.90988449,132.7207367,34.909821,14.701,0.032,33.5,14.668,0.072,15.0,11.492,0.23,4.7,8.669,0.384,2.8,0.03300000000000125,3.1759999999999984
174695.0,11.0,-0.229401416057789,1,131.5797659113509,35.316161884992816,934,198,52672,-15.793333053588867,0.0077661299146711,-1.475263237953186,-9.350677490234377,1.0,,0.9506149291992188,0.2434949874877929,0.0585278006613296,0.0291008087778918,17956.0,0.485846,29.796808,131.57976591,35.316161885,131.5798481,35.316279,14.725,0.033,32.9,14.594,0.062,17.4,11.914,,1.2,8.571,0.378,2.9,0.13100000000000023,2.6799999999999997
174751.0,4.0,0.3208574107997788,1,130.6873319881369,35.757739312781,934,347,52672,-16.305654525756836,0.0097364289686083,-1.3817707300186155,-9.664247512817385,1.0,,1.2085685729980469,0.3455162048339844,0.1997169248044137,0.0365124617515657,17963.0,0.496068,117.868726,130.68733199,35.757739313,130.6874821,35.7576749,15.189,0.036,30.2,14.984,0.079,13.8,11.99,,1.2,8.513,,0.8,0.20500000000000007,2.9939999999999998
174918.0,19.0,-0.2093627368871929,1,133.40983791287786,35.4699413781061,935,128,52643,-16.64291763305664,0.0075949011370539,-1.654357671737671,-10.1266508102417,1.0,,1.234755516052246,0.3324699401855469,0.0672439468740448,0.0293639593476526,17995.0,1.157309,133.99077,133.40983791,35.469941378,133.4101219,35.4697181,14.597,0.029,36.9,14.41,0.056,19.5,11.938,0.321,3.4,8.915,,-0.5,0.1869999999999994,2.4719999999999995
175515.0,16.0,-0.0569115389223365,1,140.8874252282624,39.85048867856154,938,68,52708,-16.77396011352539,0.0139671638607978,-1.175849437713623,-9.57207202911377,1.0,,1.199178695678711,0.3502120971679687,0.0672537354302812,0.0300282136086294,18136.0,0.164498,81.541268,140.88742523,39.850488679,140.8874841,39.8504954,14.742,0.031,34.9,14.662,0.059,18.4,11.724,,0.9,8.316,,0.8,0.08000000000000007,2.9380000000000006
175719.0,5.0,0.1807279406208654,1,142.06597810136924,40.1495181217522,939,81,52636,-16.015811920166016,0.0143551835790276,-1.4986207485198977,-9.783085823059082,1.0,,1.2858333587646484,0.3473062515258789,0.2161499996142505,0.0359592946505272,18183.0,1.207404,-178.184462,142.0659781,40.149518122,142.0659642,40.1491829,15.182,0.037,29.3,15.069,0.077,14.0,12.041,,1.2,8.335,,1.6,0.11299999999999955,3.0280000000000005
176016.0,4.0,-0.9992829187948408,1,145.38332739138946,41.37653214149339,940,16,52670,-16.501575469970703,0.0171581171452999,-1.245974063873291,-9.917877197265623,1.0,,1.783463478088379,0.4775218963623047,0.1327751112150578,0.0320431780038415,18252.0,0.163089,42.014673,145.38332739,41.376532141,145.3833678,41.3765658,15.208,0.038,28.6,15.013,0.072,15.0,12.131,,1.4,9.081,,-0.6,0.19500000000000028,2.8819999999999997
176151.0,23.0,0.1633543137406668,1,142.98705516849952,42.81613547002,940,332,52670,-16.50672721862793,0.0144386049360036,-0.1687009632587433,-8.303974151611328,1.0,,1.2101726531982422,0.309518814086914,0.1095707107049674,0.0288263323371016,18291.0,0.11876,-89.253166,142.98705517,42.81613547,142.9870102,42.8161359,14.356,0.028,39.4,13.224,0.029,37.7,8.779,0.029,37.9,5.912,0.05,21.8,1.1319999999999997,4.445
176186.0,4.0,-0.9735390038243232,1,144.65785722092815,43.47929349621145,940,446,52670,-16.385482788085938,0.0150162391364574,-1.1777777671813965,-9.413396835327148,1.0,,0.9517812728881836,0.2645530700683594,0.0659668858869396,0.031438705558343,18307.0,1.134949,75.843475,144.65785722,43.479293496,144.6582785,43.4793706,15.168,0.036,30.1,15.102,0.078,14.0,12.254,0.368,2.9,8.859,,-0.6,0.06599999999999895,2.8480000000000008
176220.0,4.0,-0.0210656431677741,1,144.88564086172087,43.14691415567916,940,536,52670,-15.806153297424316,0.0081087248399853,-1.904299259185791,-9.992406845092772,1.0,,1.189373016357422,0.3248443603515625,0.1194873963986213,0.0350787855975731,18321.0,0.488204,15.71322,144.88564086,43.146914156,144.8856912,43.1470447,15.227,0.037,29.6,15.289,0.087,12.5,12.295,,0.8,8.76,,0.3,-0.06199999999999939,2.9939999999999998
176321.0,4.0,0.984502552421305,1,147.04122690053092,42.953791546416255,941,109,52709,-16.30804443359375,0.0171271339058876,-0.6211838126182556,-8.426929473876953,1.0,,0.7932119369506836,0.1584758758544922,0.065307455579324,0.0342079251152522,18342.0,0.471205,-164.363986,147.0412269,42.953791546,147.0411787,42.9536655,15.495,0.041,26.7,15.145,0.077,14.2,11.621,0.186,5.9,8.559,0.374,2.9,0.34999999999999964,3.523999999999999
176542.0,19.0,0.6239412650160634,1,147.91315332632274,44.31850370820151,942,360,52703,-16.984554290771484,0.0150580843910574,-0.4897283017635345,-8.90666675567627,1.0,,0.6319046020507812,0.2227115631103515,0.0616688866841191,0.0299564741270229,18389.0,1.825883,23.985726,147.91315333,44.318503708,147.9134415,44.3189671,14.67,0.031,35.6,14.477,0.049,22.3,10.802,0.101,10.8,7.754,0.193,5.6,0.19299999999999962,3.6750000000000007
176543.0,20.0,-0.0337964616147231,1,148.05645593115136,43.86454407799701,941,584,52709,-16.8404483795166,0.0159582830965518,-1.2181499004364014,-10.12853717803955,1.0,,1.5792665481567385,0.4629459381103515,0.083495786558289,0.0662946939776846,18390.0,2.053122,-170.134363,148.05645593,43.864544078,148.0563204,43.8639822,14.481,0.03,36.6,14.288,0.044,24.8,11.196,0.142,7.6,9.023,0.482,2.3,0.19299999999999962,3.0920000000000005
176924.0,5.0,-0.0853333547191376,1,151.63549073844416,46.09326649316819,943,365,52376,-16.391401290893555,0.0135473338887095,-1.170501708984375,-9.475183486938477,1.0,,1.3057575225830078,0.3938636779785156,0.2041446709600968,0.0352913330200247,18494.0,0.334697,99.405274,151.63549074,46.093266493,151.635623,46.0932513,15.111,0.035,31.0,14.984,0.07,15.6,12.44,0.524,2.1,8.767,0.399,2.7,0.12700000000000067,2.5440000000000005
177671.0,5.0,0.3473244381788049,1,155.1964748234127,55.8454928370105,946,71,52407,-16.721399307250977,0.0199421700090169,-1.1087877750396729,-9.733652114868164,1.0,,1.325275421142578,0.3940048217773437,0.1380699563326401,0.1369085403590657,18652.0,0.16932,-33.4058,155.19647482,55.845492837,155.1964287,55.8455321,15.19,0.035,31.5,15.186,0.072,15.1,12.043,,1.9,9.276,0.529,2.1,0.0039999999999995595,3.1430000000000007
177799.0,11.0,0.0606611814828871,1,151.588628231802,56.02337147305135,946,307,52407,-16.960535049438477,0.0251672472804784,-0.9952479004859924,-9.998783111572266,1.0,,1.5078439712524414,0.4929714202880859,0.088027851913965,0.0325656995617271,18676.0,0.472088,-113.777924,151.58862823,56.023371473,151.5884135,56.0233186,14.976,0.032,34.2,14.987,0.064,16.9,11.805,0.227,4.8,9.228,,-1.3,-0.010999999999999233,3.1820000000000004
178120.0,14.0,0.0004045229606266,1,156.48418690794026,57.50191359829945,947,371,52411,-15.965165138244627,0.0081674577668309,-1.5017327070236206,-9.681486129760742,1.0,,1.327899932861328,0.4524250030517578,0.0994457125400567,0.0324510860499779,18735.0,0.364504,88.527513,156.48418691,57.501913598,156.4843753,57.5019162,14.955,0.034,32.3,14.781,0.056,19.5,12.146,,1.2,9.104,0.486,2.2,0.1739999999999995,2.635
179905.0,9.0,-0.4164038844690101,1,177.50076083862888,59.06260769896137,953,91,52411,-16.549428939819336,0.0115043204277753,-1.5032094717025757,-10.213099479675291,2.0,,1.6998653411865234,0.5986757278442383,0.1406384999821807,0.0662259893005137,19082.0,0.372036,-91.60737,177.50076084,59.062607699,177.5005599,59.0626048,15.046,0.033,32.6,14.877,0.057,19.0,12.055,0.227,4.8,9.414,,-0.3,0.1689999999999987,2.822000000000001
179947.0,24.0,0.0480248741588138,1,177.57231485057918,59.279557938939234,953,165,52411,-16.25625991821289,0.0115579608827829,-1.5642669200897217,-10.363314628601074,1.0,,1.8857736587524407,0.6005496978759766,0.1025779488625258,0.0390298135592694,19093.0,0.031753,117.252486,177.57231485,59.279557939,177.5723302,59.2795539,14.25,0.027,40.3,14.179,0.04,27.2,11.111,0.108,10.1,8.539,,1.1,0.07099999999999973,3.0679999999999996
179948.0,4.0,-0.6272257829889182,1,177.78622900327414,59.32537115553706,953,167,52411,-16.790746688842773,0.0217328071594238,-0.9125858545303344,-9.57512092590332,1.0,,1.148432731628418,0.3958644866943359,0.0831634951515144,0.0337301311772578,19094.0,0.781528,-158.768106,177.786229,59.325371156,177.7860749,59.3251688,15.412,0.038,28.3,15.223,0.071,15.3,11.995,0.305,3.6,8.555,,1.4,0.18900000000000006,3.2280000000000015
179956.0,22.0,0.0861472216201186,1,177.2688670089691,59.5824926627724,953,182,52411,-16.79015350341797,0.0117917051538825,-2.173964500427246,-11.247660636901855,-1.0,,1.754964828491211,0.7074127197265625,0.1263586229644007,0.0332404937516423,19095.0,0.357986,0.464138,177.26886701,59.582492663,177.2688686,59.5825921,14.234,0.028,39.4,14.211,0.04,27.2,12.428,,0.7,9.035,,0.1,0.022999999999999687,1.7829999999999995
180475.0,9.0,0.0297412358180387,1,181.320697801526,60.33900962800449,954,474,52405,-16.60670280456543,0.0198205430060625,-0.9678820371627808,-9.48230266571045,1.0,,1.2264814376831057,0.3675193786621094,0.0956817355536964,0.0300067887792407,19172.0,0.257287,127.419879,181.3206978,60.339009628,181.3208125,60.3389662,15.129,0.033,32.9,14.96,0.062,17.6,11.486,0.163,6.6,8.489,0.273,4.0,0.1689999999999987,3.474
180641.0,25.0,0.227561487066554,1,184.6141019005936,58.75922402997858,955,122,52409,-16.752761840820312,0.0150894504040479,-0.9649852514266968,-9.624104499816896,1.0,,1.366602897644043,0.4176082611083984,0.0626456617404581,0.0284982094867623,19200.0,0.083838,-57.333093,184.6141019,58.75922403,184.6140641,58.7592366,14.208,0.026,41.2,14.086,0.036,30.6,10.888,0.087,12.4,8.111,0.208,5.2,0.12199999999999989,3.1980000000000004
181568.0,4.0,0.9156283441166988,1,196.81110376123723,58.53368652670902,958,217,52410,-16.97639274597168,0.0276432354003191,,,,,1.7253952026367188,0.5443134307861328,0.1756268260612347,0.0362645845954016,19353.0,0.332986,54.377709,196.81110376,58.533686527,196.8112478,58.5337404,15.368,0.035,31.0,15.435,0.081,13.5,12.366,0.349,3.1,8.853,,1.2,-0.06700000000000017,3.069000000000001
182956.0,21.0,-0.3709152801945941,1,161.733976567861,46.70977686090098,962,30,52620,-16.852659225463867,0.007706802804023,-1.1735645532608032,-9.966096878051758,1.0,,1.495244026184082,0.4709739685058594,0.0668602269580991,0.0303685338036328,19542.0,2.850939,-73.377353,161.73397657,46.709776861,161.7328699,46.7100034,13.786,0.028,39.3,13.64,0.034,32.4,10.507,0.077,14.0,8.148,0.272,4.0,0.14599999999999902,3.133000000000001
183451.0,4.0,0.2965356847608467,1,163.55396755183995,49.22290677355076,963,445,52643,-16.993745803833008,0.0213779956102371,-0.9489258527755736,-9.46597385406494,1.0,,1.0702362060546875,0.3029766082763672,0.14706413683419,0.0301909015177554,19643.0,0.549324,151.089437,163.55396755,49.222906774,163.5540805,49.2227732,15.17,0.036,30.6,15.003,0.067,16.2,12.291,0.355,3.1,8.872,,0.5,0.16699999999999982,2.7119999999999997
184556.0,22.0,0.6452604554081475,1,173.42717255637595,50.449387475295865,966,575,52642,-16.839466094970703,0.0100076626986265,-1.2335106134414673,-10.028651237487791,1.0,,2.496750831604004,0.5227794647216797,0.1662409892760632,0.0305776987855799,19857.0,0.486012,69.931769,173.42717256,50.449387475,173.4273717,50.4494338,14.328,0.027,39.8,14.215,0.04,26.9,11.131,0.124,8.8,9.161,0.512,2.1,0.11299999999999955,3.0839999999999996
185060.0,6.0,-0.1313677223488923,1,178.04361998254277,48.89285757367068,968,255,52412,-16.75506019592285,0.0190810840576887,-1.084121584892273,-9.472726821899414,1.0,,1.0828580856323242,0.2970485687255859,0.102050046278344,0.0327515075038488,19943.0,0.641259,-59.268242,178.04361998,48.892857574,178.0433871,48.8929486,15.263,0.034,32.4,15.238,0.07,15.5,12.875,0.444,2.4,9.483,,-0.2,0.025000000000000355,2.3629999999999995
185097.0,22.0,-0.0462982136624466,1,177.33472925487763,50.71962169492317,968,334,52412,-16.961971282958984,0.0138604613021016,-1.0545579195022583,-9.7804594039917,1.0,,1.4896631240844729,0.4133834838867187,0.0782936355900377,0.0296432992405627,19949.0,0.221155,-159.642472,177.33472925,50.719621695,177.3346955,50.7195641,14.687,0.03,35.9,14.544,0.048,22.8,11.506,0.164,6.6,8.748,,1.3,0.1429999999999989,3.0380000000000003
185285.0,24.0,-0.1723588787268762,1,181.843765243692,48.89217836262669,969,42,52442,-16.889156341552734,0.0205189585685729,-0.9342856407165528,-9.977663040161133,1.0,,1.736252784729004,0.5947780609130859,0.067918676199346,0.0305580686315463,19971.0,0.114382,-48.055122,181.84376524,48.892178363,181.8437293,48.8921996,14.188,0.026,41.8,14.008,0.034,31.5,10.129,0.059,18.5,8.69,0.37,2.9,0.1800000000000015,3.8789999999999996
185581.0,4.0,0.7080031353537083,1,185.5152053964664,49.01298121406782,970,13,52413,-15.550246238708496,0.0120693603530526,-1.4028010368347168,-9.584480285644531,1.0,,1.3678131103515625,0.4353818893432617,0.0773793294525532,0.0382363605150529,20015.0,0.048189,0.00992,185.5152054,49.012981214,185.5152054,49.0129946,15.162,0.035,30.6,14.974,0.062,17.6,12.094,0.266,4.1,8.694,0.298,3.6,0.1880000000000006,2.880000000000001
185694.0,10.0,0.0371524062952288,1,183.4048558643105,49.84523027814392,970,230,52413,-16.984020233154297,0.0205895863473415,-1.0179259777069092,-9.772393226623535,1.0,,1.6329431533813477,0.4956531524658203,0.0899695484644124,0.0320745520622981,20038.0,0.21759,-45.423203,183.40485586,49.845230278,183.4047891,49.8452727,15.064,0.032,33.9,14.953,0.06,18.2,11.713,0.209,5.2,8.206,0.202,5.4,0.11100000000000065,3.24
185701.0,23.0,0.1795062691006016,1,183.6469033620621,49.11329735751544,970,241,52413,-15.93114948272705,0.0118325194343924,-0.980715036392212,-9.188557624816896,1.0,,1.2700691223144531,0.4087419509887695,0.0687800785761533,0.0291185779591695,20039.0,0.295097,45.707437,183.64690336,49.113297358,183.646993,49.1133546,14.715,0.029,37.1,14.41,0.046,23.5,10.119,0.053,20.5,6.881,0.078,13.9,0.3049999999999997,4.291
191873.0,20.0,0.8539662404264946,1,144.0358445368926,6.2570864391292105,992,575,52644,-15.82448673248291,0.0080044120550155,-1.5069444179534912,-9.863092422485352,1.0,8.35,1.387373924255371,0.4164743423461914,0.0868521990176804,0.0302436238047752,20434.0,0.470631,20.363235,144.03584454,6.2570864391,144.0358903,6.257209,14.316,0.029,38.0,14.138,0.045,24.1,11.65,0.249,4.4,8.702,0.466,2.3,0.17800000000000082,2.4879999999999995
191915.0,14.0,0.0287856522594749,1,146.48284226094202,5.049574300732933,993,54,52710,-16.374544143676758,0.0123356459662318,-0.9109578132629396,-8.877904891967773,1.0,8.87,0.963261604309082,0.2659168243408203,0.3327269146160145,0.0287351065828965,20442.0,1.226644,174.053242,146.48284226,5.0495743007,146.4828777,5.0492354,14.826,0.034,32.4,14.472,0.053,20.6,11.487,0.207,5.3,8.22,,1.9,0.354000000000001,2.9849999999999994
192046.0,17.0,-0.5584769623167158,1,144.5899757858096,6.524647047042836,993,325,52710,-16.894691467285156,0.0223555006086826,-1.1658581495285034,-10.583725929260254,3.0,,2.3519325256347656,0.7572689056396484,0.5332345170519003,0.04929768241444,20459.0,2.203288,-18.747474,144.58997579,6.524647047,144.5897778,6.5252266,14.291,0.028,38.7,14.285,0.048,22.6,12.043,0.356,3.1,8.296,,1.7,0.006000000000000227,2.242000000000001
192728.0,19.0,-0.1464725645934615,1,148.90265978011072,6.819647164743747,995,335,52731,-16.072917938232422,0.0131587339565157,-1.13961923122406,-9.858487129211426,1.0,8.68,1.8422536849975584,0.6339216232299805,0.086068247593836,0.0305115733823355,20569.0,0.151788,18.280973,148.90265978,6.8196471647,148.9026731,6.8196872,14.397,0.03,36.4,14.2,0.046,23.5,10.045,0.07,15.6,6.845,0.128,8.5,0.19700000000000095,4.154999999999999
194273.0,14.0,0.1226877714530475,1,160.27128087184107,6.414849704314409,1000,179,52643,-16.101938247680664,0.0116454986855387,-1.055515170097351,-9.030330657958984,1.0,8.44,0.9622220993041992,0.2985982894897461,0.0761771411313805,0.0297709087568911,20786.0,0.705523,-34.559557,160.27128087,6.4148497043,160.271169,6.4150111,14.766,0.034,31.8,14.635,0.063,17.2,11.28,0.162,6.7,8.313,0.328,3.3,0.13100000000000023,3.3550000000000004
