object_tag,num_obj,Pr
6676.0,22.0,0.8587259493651208
6681.0,19.0,0.44756757520534796
6684.0,9.0,0.6616222887512138
6710.0,21.0,0.8835738634059037
6716.0,24.0,0.9966710172831952
6737.0,22.0,-0.28414166259597023
6741.0,22.0,0.9707671713320876
6753.0,22.0,0.8067048192018682
6762.0,23.0,0.9869637145310786
6775.0,22.0,0.5690820950359171
6788.0,24.0,0.9580783567178448
6793.0,21.0,0.8465348947422018
6797.0,21.0,0.8711967568138977
6801.0,20.0,0.3239503116344572
6807.0,6.0,-0.19464480300112655
6811.0,19.0,0.8940225487050054
6828.0,16.0,0.8755575868319253
6840.0,23.0,0.9019421784802536
6843.0,21.0,0.7261298168416783
6848.0,12.0,0.04695424901548508
6857.0,19.0,0.3658060646956897
6876.0,21.0,0.9245231621137248
6880.0,24.0,0.9723664175214817
6882.0,22.0,0.9325759330124566
6911.0,11.0,0.060718756842366994
6914.0,7.0,0.9157838529565585
6923.0,24.0,0.8959444914070234
6928.0,21.0,0.27689130142149465
6934.0,21.0,0.9909455896295172
6941.0,18.0,0.9812629203504711
6968.0,4.0,0.9679401837004016
6984.0,23.0,0.6345199231027867
6990.0,22.0,0.24431956969297652
6998.0,20.0,0.6133524838907259
7010.0,24.0,0.6560537184316859
7035.0,22.0,0.997414339563871
7042.0,5.0,-0.35553290585875075
7061.0,5.0,0.9407096682179211
7112.0,5.0,0.9508828106552287
7113.0,22.0,-0.02641448976471172
7126.0,5.0,0.9870986929513315
7132.0,22.0,0.8188620730133406
7133.0,23.0,0.8379696373360894
7139.0,23.0,0.8293048470061001
7144.0,23.0,0.9475322835395357
7150.0,21.0,0.41066971179368844
7172.0,5.0,0.8037577558580035
7174.0,21.0,0.9305139222861772
7177.0,21.0,0.6728131667901605
7186.0,12.0,0.37592673884031685
7199.0,22.0,0.7852253127199252
7200.0,10.0,0.9358027373857903
7202.0,21.0,0.5969384326040117
7204.0,16.0,0.7989516381275953
7212.0,23.0,0.4318414928418406
7219.0,23.0,0.8926459070727348
7221.0,13.0,0.547141304794548
7227.0,22.0,0.4709962454054275
7246.0,20.0,0.1137264390285339
7266.0,9.0,0.8477768507212101
7280.0,24.0,0.9989985740953552
7286.0,23.0,0.9937954790916234
7307.0,4.0,0.8001519415378384
7309.0,21.0,0.7795552436315633
7311.0,21.0,0.5949564870047948
7313.0,24.0,0.4912174854999463
7315.0,24.0,0.9988165444753558
7330.0,22.0,0.9511447663483753
7335.0,4.0,0.7025731171311979
7350.0,21.0,0.9911746707415352
7428.0,23.0,0.049173416576213776
7485.0,23.0,0.8870298020953125
7488.0,22.0,-0.28007652594898175
7490.0,25.0,0.7233299778439631
7498.0,25.0,0.9914056550689788
7519.0,19.0,0.6054271018836261
7528.0,22.0,0.8164871785468127
7535.0,23.0,0.6587775590966212
7550.0,23.0,0.9262034161723124
7557.0,15.0,0.06331293123612514
7565.0,22.0,0.6409060187693645
7566.0,22.0,0.9007333167625753
7572.0,21.0,0.25856145633740557
7573.0,20.0,0.09234074785538947
7575.0,25.0,0.8030822785852654
7581.0,23.0,0.8671374445190273
7583.0,23.0,0.8833226060747706
7588.0,22.0,0.604102750851689
7608.0,21.0,0.5797309796220483
7615.0,21.0,0.9623742852545185
7623.0,22.0,0.5568711143895522
7624.0,25.0,0.820313936527937
7637.0,22.0,0.8477332407530456
7640.0,27.0,0.9980600108384742
7647.0,23.0,0.5313876787268326
7659.0,22.0,0.9248246372133728
7677.0,23.0,0.9889278315236274
7681.0,20.0,0.5057368794776117
7683.0,23.0,0.23436746754181398
7687.0,17.0,0.5753002657034593
7690.0,17.0,0.6003926284812199
7696.0,21.0,0.0666482179021643
7702.0,25.0,0.9308710005811028
7708.0,20.0,0.6236428889870916
7719.0,28.0,0.917828623470778
7722.0,4.0,0.8168351907589475
7728.0,23.0,-0.048490214394830145
7754.0,25.0,0.908815645569937
7767.0,25.0,0.986431617771599
7772.0,17.0,0.21879869790333933
7775.0,23.0,0.6954345915574325
7785.0,20.0,0.5093371482491609
7790.0,22.0,0.9865898755427643
7793.0,21.0,0.7678514443787762
7794.0,13.0,-0.44677761734245053
7797.0,22.0,0.5262782872986762
7817.0,23.0,0.968515103049074
7821.0,26.0,0.995813843216884
7824.0,18.0,0.25858722674352386
7832.0,25.0,0.8766383232108045
7837.0,24.0,0.8655640801465734
7855.0,23.0,0.6543014015908677
7878.0,15.0,0.6081562244843142
7880.0,12.0,0.9708431204803694
7884.0,4.0,0.5100478001512965
7890.0,21.0,-0.2516633617321537
7903.0,22.0,0.9943344937174153
7907.0,20.0,0.26720111075164343
7910.0,20.0,0.11559680658902959
7912.0,20.0,0.4756237709647446
7933.0,19.0,0.6660460345301703
7935.0,20.0,0.09428300793100247
7938.0,20.0,0.75982839813632
7939.0,23.0,0.9209986916962601
7941.0,22.0,0.9246993285097875
7950.0,27.0,0.9632977241060491
7959.0,19.0,0.8172764123581934
7960.0,23.0,0.9694954964266137
7961.0,6.0,-0.1809795908921938
7962.0,4.0,0.8192772199638331
7971.0,24.0,0.7656819631192072
7975.0,21.0,0.02729728044284789
7981.0,24.0,0.9965409629697303
7982.0,25.0,0.9756549483797676
7983.0,23.0,0.8354432582973798
7985.0,21.0,0.5402162671988762
7987.0,23.0,0.952308137056077
8003.0,25.0,0.8762952921655969
8017.0,25.0,0.8106102999721917
8020.0,27.0,0.7333153495375508
8021.0,22.0,0.3196005335941373
8022.0,9.0,-0.2828247684831244
8025.0,25.0,0.9934736455321644
8026.0,26.0,0.3948623646716833
8027.0,17.0,0.3131921174204159
8029.0,25.0,0.9972051691749266
8030.0,21.0,0.6576448684701097
8038.0,24.0,0.8634817936701699
8043.0,24.0,0.9085479409016255
8057.0,23.0,0.9734219442075344
8076.0,16.0,0.42024077777165075
8081.0,19.0,0.44240323548917
8082.0,20.0,0.2019803700312918
8093.0,23.0,0.9929817511879808
8096.0,6.0,0.534268638545227
8124.0,23.0,0.32666709418257056
8126.0,19.0,0.5590690973409225
8130.0,21.0,0.14039165789034178
8132.0,24.0,-0.24253965027841326
8135.0,19.0,0.5584462920652444
8138.0,23.0,0.29785659233109807
8140.0,5.0,0.4304611047986002
8144.0,23.0,0.9756412773450224
8146.0,24.0,0.808391290464661
8148.0,24.0,0.5276047404308084
8150.0,23.0,0.010411808376745876
8151.0,22.0,0.9135178206234722
8163.0,19.0,0.2905382850520487
8167.0,8.0,0.3585240516475651
8168.0,8.0,0.7744905424601668
8170.0,22.0,-0.1683769959006345
8171.0,21.0,0.326206919687413
8173.0,12.0,0.6564356979555777
8184.0,23.0,0.9287978567845734
8199.0,23.0,0.9561104941694323
8201.0,11.0,0.7284180305155459
8203.0,15.0,0.4201794928652767
8215.0,22.0,0.9038973041022578
8217.0,24.0,0.9274013515175675
8221.0,22.0,0.4954672802057906
8234.0,23.0,0.9976140668947362
8236.0,21.0,0.9914752534948388
8242.0,26.0,0.9956288500573384
8252.0,21.0,0.16244916295015463
8254.0,6.0,0.8976583984852258
8255.0,23.0,0.7175960697067246
8258.0,22.0,0.5238696523456168
8259.0,24.0,0.7496875348660721
8260.0,10.0,0.47577575134417294
8267.0,23.0,0.9447498610093354
8280.0,21.0,0.6849386534371473
8282.0,23.0,0.2863240799529014
8293.0,19.0,0.1285979764822811
8298.0,25.0,0.04638729528999679
8301.0,20.0,0.41122337032290757
8304.0,22.0,0.04448675519397683
8306.0,16.0,0.7762767835664723
8308.0,21.0,-0.048149426089694025
8318.0,16.0,0.32385169998074764
8319.0,23.0,0.9716978104831082
8320.0,20.0,0.15832543918183486
8325.0,25.0,0.9669213464187708
8329.0,24.0,0.6772306774969342
8332.0,25.0,0.929813361764168
8341.0,24.0,0.8989166703105362
8347.0,25.0,0.9889904577718891
8348.0,21.0,0.8316791881171589
8349.0,23.0,0.7523204252157323
8358.0,17.0,0.47340664399552995
8360.0,4.0,-0.36597501507200575
8366.0,22.0,0.9544942089435073
8370.0,22.0,0.8543605929477912
8374.0,22.0,-0.23000803706575385
8378.0,21.0,0.9213174270007753
8388.0,22.0,0.7613764969993589
8400.0,23.0,0.9071790852466537
8406.0,23.0,-0.19342093775938834
8414.0,24.0,0.41036356156065296
8418.0,20.0,0.9063879829994418
8426.0,24.0,0.5353899501461659
8428.0,23.0,0.7436737719369473
8431.0,23.0,0.9710842621459665
8443.0,23.0,0.9546128558091561
8446.0,25.0,0.8443589931004408
8475.0,24.0,0.534438870341354
8480.0,26.0,0.9094799410979907
8516.0,10.0,0.7987013260994292
8522.0,21.0,0.8826765007959887
8528.0,21.0,0.5156639202062794
8571.0,22.0,0.9400019132775838
8588.0,23.0,0.9949605988267788
8598.0,22.0,0.8842499400889197
8603.0,21.0,0.6371615213024661
8605.0,4.0,0.9159085600388763
8634.0,25.0,0.9840341188456132
8640.0,25.0,0.9762929604052537
8646.0,24.0,0.6284504273453279
8667.0,25.0,0.9974340247303749
8673.0,20.0,0.4535384584494374
8674.0,20.0,0.8845424334655358
8675.0,24.0,0.9674256714883096
8681.0,22.0,0.9072807342907055
8691.0,23.0,0.44222244869855587
8696.0,23.0,0.33645904873279336
8699.0,28.0,0.987907378981213
8700.0,25.0,0.951253965666668
8705.0,23.0,-0.8883622367088121
8708.0,25.0,0.8230506456666609
8711.0,23.0,0.10052107997992134
8713.0,24.0,0.9873160005168182
8714.0,20.0,0.4943654591067068
8726.0,26.0,0.9883418745219216
8734.0,22.0,0.05186413224315611
8738.0,12.0,0.8711650714660929
