z,d_M,d_L
0.33413,1282.023,1710.385
0.33414,1282.058,1710.445
0.33415,1282.093,1710.505
0.33416,1282.128,1710.564
0.33417,1282.163,1710.624
0.33418,1282.198,1710.683
0.33419,1282.233,1710.743
0.3342,1282.268,1710.802
0.33421,1282.303,1710.862
0.33422,1282.338,1710.922
0.33423,1282.373,1710.981
0.33424,1282.408,1711.041
0.33425,1282.443,1711.1
0.33426,1282.479,1711.16
0.33427,1282.514,1711.219
0.33428,1282.549,1711.279
0.33429,1282.584,1711.339
0.3343,1282.619,1711.398
0.33431,1282.654,1711.458
0.33432,1282.689,1711.517
0.33433,1282.724,1711.577
0.33434,1282.759,1711.636
0.33435,1282.794,1711.696
0.33436,1282.829,1711.755
0.33437,1282.864,1711.815
0.33438,1282.899,1711.875
0.33439,1282.934,1711.934
0.3344,1282.969,1711.994
0.33441,1283.004,1712.053
0.33442,1283.039,1712.113
0.33443,1283.074,1712.173
0.33444,1283.109,1712.232
0.33445,1283.144,1712.292
0.33446,1283.179,1712.351
0.33447,1283.214,1712.411
0.33448,1283.249,1712.47
0.33449,1283.284,1712.53
0.3345,1283.319,1712.59
0.33451,1283.354,1712.649
0.33452,1283.389,1712.709
0.33453,1283.424,1712.768
0.33454,1283.459,1712.828
0.33455,1283.495,1712.888
0.33456,1283.529,1712.947
0.33457,1283.564,1713.007
0.33458,1283.599,1713.066
0.33459,1283.635,1713.126
0.3346,1283.67,1713.185
0.33461,1283.705,1713.245
0.33462,1283.74,1713.305
0.33463,1283.775,1713.364
0.33464,1283.81,1713.424
0.33465,1283.845,1713.483
0.33466,1283.88,1713.543
0.33467,1283.915,1713.603
0.33468,1283.95,1713.662
0.33469,1283.985,1713.722
0.3347,1284.02,1713.781
0.33471,1284.055,1713.841
0.33472,1284.09,1713.901
0.33473,1284.125,1713.96
0.33474,1284.16,1714.02
0.33475,1284.195,1714.079
0.33476,1284.23,1714.139
0.33477,1284.265,1714.198
0.33478,1284.3,1714.258
0.33479,1284.335,1714.318
0.3348,1284.37,1714.377
0.33481,1284.405,1714.437
0.33482,1284.44,1714.496
0.33483,1284.475,1714.556
0.33484,1284.51,1714.616
0.33485,1284.545,1714.675
0.33486,1284.58,1714.735
0.33487,1284.615,1714.794
0.33488,1284.65,1714.854
0.33489,1284.685,1714.914
0.3349,1284.72,1714.973
0.33491,1284.755,1715.033
0.33492,1284.79,1715.092
0.33493,1284.825,1715.152
0.33494,1284.86,1715.212
0.33495,1284.895,1715.271
0.33496,1284.93,1715.331
0.33497,1284.965,1715.39
0.33498,1285,1715.45
0.33499,1285.036,1715.51
0.335,1285.071,1715.569
0.33501,1285.106,1715.629
0.33502,1285.141,1715.688
0.33503,1285.176,1715.748
0.33504,1285.211,1715.807
0.33505,1285.246,1715.867
0.33506,1285.281,1715.927
0.33507,1285.316,1715.986
0.33508,1285.351,1716.046
0.33509,1285.386,1716.106
0.3351,1285.421,1716.165
0.33511,1285.456,1716.225
0.33512,1285.491,1716.284
0.33513,1285.526,1716.344
0.33514,1285.561,1716.404
0.33515,1285.596,1716.463
0.33516,1285.631,1716.523
0.33517,1285.666,1716.582
0.33518,1285.701,1716.642
0.33519,1285.736,1716.702
0.3352,1285.771,1716.761
0.33521,1285.806,1716.821
0.33522,1285.841,1716.88
0.33523,1285.876,1716.94
0.33524,1285.911,1717
0.33525,1285.946,1717.059
0.33526,1285.981,1717.119
0.33527,1286.016,1717.179
0.33528,1286.051,1717.238
0.33529,1286.086,1717.298
0.3353,1286.121,1717.357
0.33531,1286.156,1717.417
0.33532,1286.191,1717.477
0.33533,1286.226,1717.536
0.33534,1286.261,1717.596
0.33535,1286.296,1717.655
0.33536,1286.331,1717.715
0.33537,1286.366,1717.775
0.33538,1286.401,1717.834
0.33539,1286.436,1717.894
0.3354,1286.471,1717.953
0.33541,1286.506,1718.013
0.33542,1286.541,1718.073
0.33543,1286.576,1718.132
0.33544,1286.611,1718.192
0.33545,1286.646,1718.252
0.33546,1286.681,1718.311
0.33547,1286.716,1718.371
0.33548,1286.751,1718.431
0.33549,1286.786,1718.49
0.3355,1286.821,1718.55
0.33551,1286.856,1718.609
0.33552,1286.891,1718.669
0.33553,1286.926,1718.729
0.33554,1286.961,1718.788
0.33555,1286.996,1718.848
0.33556,1287.031,1718.907
0.33557,1287.066,1718.967
0.33558,1287.101,1719.027
0.33559,1287.136,1719.086
0.3356,1287.171,1719.146
0.33561,1287.206,1719.206
0.33562,1287.241,1719.265
0.33563,1287.276,1719.325
0.33564,1287.311,1719.385
0.33565,1287.346,1719.444
0.33566,1287.381,1719.504
0.33567,1287.416,1719.563
0.33568,1287.451,1719.623
0.33569,1287.486,1719.683
0.3357,1287.521,1719.742
0.33571,1287.556,1719.802
0.33572,1287.591,1719.862
0.33573,1287.626,1719.921
0.33574,1287.661,1719.981
0.33575,1287.696,1720.04
0.33576,1287.731,1720.1
0.33577,1287.766,1720.16
0.33578,1287.801,1720.219
0.33579,1287.836,1720.279
0.3358,1287.871,1720.339
0.33581,1287.906,1720.398
0.33582,1287.941,1720.458
0.33583,1287.976,1720.518
0.33584,1288.011,1720.577
0.33585,1288.046,1720.637
0.33586,1288.081,1720.696
0.33587,1288.116,1720.756
0.33588,1288.151,1720.816
0.33589,1288.186,1720.875
0.3359,1288.221,1720.935
0.33591,1288.256,1720.995
0.33592,1288.291,1721.054
0.33593,1288.326,1721.114
0.33594,1288.361,1721.174
0.33595,1288.396,1721.233
0.33596,1288.431,1721.293
0.33597,1288.466,1721.353
0.33598,1288.501,1721.412
0.33599,1288.536,1721.472
0.336,1288.571,1721.531
0.33601,1288.606,1721.591
0.33602,1288.641,1721.651
0.33603,1288.676,1721.71
0.33604,1288.711,1721.77
0.33605,1288.746,1721.83
0.33606,1288.781,1721.889
0.33607,1288.816,1721.949
0.33608,1288.851,1722.009
0.33609,1288.886,1722.068
0.3361,1288.921,1722.128
0.33611,1288.956,1722.188
0.33612,1288.991,1722.247
0.33613,1289.026,1722.307
0.33614,1289.061,1722.366
0.33615,1289.096,1722.426
0.33616,1289.131,1722.486
0.33617,1289.166,1722.545
0.33618,1289.201,1722.605
0.33619,1289.236,1722.665
0.3362,1289.271,1722.724
0.33621,1289.306,1722.784
0.33622,1289.341,1722.844
0.33623,1289.376,1722.903
0.33624,1289.411,1722.963
0.33625,1289.446,1723.023
0.33626,1289.481,1723.082
0.33627,1289.516,1723.142
0.33628,1289.551,1723.202
0.33629,1289.586,1723.261
0.3363,1289.621,1723.321
0.33631,1289.656,1723.381
0.33632,1289.691,1723.44
0.33633,1289.726,1723.5
0.33634,1289.761,1723.56
0.33635,1289.796,1723.619
0.33636,1289.831,1723.679
0.33637,1289.866,1723.739
0.33638,1289.901,1723.798
0.33639,1289.936,1723.858
0.3364,1289.971,1723.918
0.33641,1290.006,1723.977
0.33642,1290.041,1724.037
0.33643,1290.076,1724.097
0.33644,1290.111,1724.156
0.33645,1290.146,1724.216
0.33646,1290.181,1724.276
0.33647,1290.216,1724.335
0.33648,1290.251,1724.395
0.33649,1290.286,1724.455
0.3365,1290.321,1724.514
0.33651,1290.356,1724.574
0.33652,1290.391,1724.634
0.33653,1290.426,1724.693
0.33654,1290.461,1724.753
0.33655,1290.496,1724.813
0.33656,1290.531,1724.872
0.33657,1290.566,1724.932
0.33658,1290.601,1724.992
0.33659,1290.636,1725.051
0.3366,1290.671,1725.111
0.33661,1290.706,1725.171
0.33662,1290.741,1725.23
0.33663,1290.776,1725.29
0.33664,1290.811,1725.35
0.33665,1290.846,1725.409
0.33666,1290.881,1725.469
0.33667,1290.916,1725.529
0.33668,1290.951,1725.588
0.33669,1290.986,1725.648
0.3367,1291.021,1725.708
0.33671,1291.056,1725.767
0.33672,1291.091,1725.827
0.33673,1291.126,1725.887
0.33674,1291.161,1725.946
0.33675,1291.196,1726.006
0.33676,1291.231,1726.066
0.33677,1291.266,1726.125
0.33678,1291.301,1726.185
0.33679,1291.336,1726.245
0.3368,1291.371,1726.304
0.33681,1291.406,1726.364
0.33682,1291.441,1726.424
0.33683,1291.476,1726.483
0.33684,1291.511,1726.543
0.33685,1291.546,1726.603
0.33686,1291.581,1726.662
0.33687,1291.616,1726.722
0.33688,1291.651,1726.782
0.33689,1291.686,1726.842
0.3369,1291.721,1726.901
0.33691,1291.755,1726.961
0.33692,1291.791,1727.021
0.33693,1291.826,1727.08
0.33694,1291.86,1727.14
0.33695,1291.896,1727.2
0.33696,1291.93,1727.259
0.33697,1291.965,1727.319
0.33698,1292,1727.379
0.33699,1292.035,1727.438
0.337,1292.07,1727.498
0.33701,1292.105,1727.558
0.33702,1292.14,1727.617
0.33703,1292.175,1727.677
0.33704,1292.21,1727.737
0.33705,1292.245,1727.797
0.33706,1292.28,1727.856
0.33707,1292.315,1727.916
0.33708,1292.35,1727.976
0.33709,1292.385,1728.035
0.3371,1292.42,1728.095
0.33711,1292.455,1728.155
0.33712,1292.49,1728.214
0.33713,1292.525,1728.274
0.33714,1292.56,1728.334
0.33715,1292.595,1728.393
0.33716,1292.63,1728.453
0.33717,1292.665,1728.513
0.33718,1292.7,1728.573
0.33719,1292.735,1728.632
0.3372,1292.77,1728.692
0.33721,1292.805,1728.752
0.33722,1292.84,1728.811
0.33723,1292.875,1728.871
0.33724,1292.91,1728.931
0.33725,1292.945,1728.99
0.33726,1292.98,1729.05
0.33727,1293.015,1729.11
0.33728,1293.05,1729.17
0.33729,1293.085,1729.229
0.3373,1293.12,1729.289
0.33731,1293.155,1729.349
0.33732,1293.19,1729.408
0.33733,1293.225,1729.468
0.33734,1293.26,1729.528
0.33735,1293.295,1729.587
0.33736,1293.329,1729.647
0.33737,1293.365,1729.707
0.33738,1293.399,1729.767
0.33739,1293.434,1729.826
0.3374,1293.469,1729.886
0.33741,1293.504,1729.946
0.33742,1293.539,1730.005
0.33743,1293.574,1730.065
0.33744,1293.609,1730.125
0.33745,1293.644,1730.184
0.33746,1293.679,1730.244
0.33747,1293.714,1730.304
0.33748,1293.749,1730.364
0.33749,1293.784,1730.423
0.3375,1293.819,1730.483
0.33751,1293.854,1730.543
0.33752,1293.889,1730.602
0.33753,1293.924,1730.662
0.33754,1293.959,1730.722
0.33755,1293.994,1730.782
0.33756,1294.029,1730.841
0.33757,1294.064,1730.901
0.33758,1294.099,1730.961
0.33759,1294.134,1731.02
0.3376,1294.169,1731.08
0.33761,1294.204,1731.14
0.33762,1294.239,1731.2
0.33763,1294.274,1731.259
0.33764,1294.309,1731.319
0.33765,1294.344,1731.379
0.33766,1294.379,1731.438
0.33767,1294.414,1731.498
0.33768,1294.448,1731.558
0.33769,1294.484,1731.618
0.3377,1294.518,1731.677
0.33771,1294.553,1731.737
0.33772,1294.588,1731.797
0.33773,1294.623,1731.856
0.33774,1294.658,1731.916
0.33775,1294.693,1731.976
0.33776,1294.728,1732.036
0.33777,1294.763,1732.095
0.33778,1294.798,1732.155
0.33779,1294.833,1732.215
0.3378,1294.868,1732.275
0.33781,1294.903,1732.334
0.33782,1294.938,1732.394
0.33783,1294.973,1732.454
0.33784,1295.008,1732.513
0.33785,1295.043,1732.573
0.33786,1295.078,1732.633
0.33787,1295.113,1732.693
0.33788,1295.148,1732.752
0.33789,1295.183,1732.812
0.3379,1295.218,1732.872
0.33791,1295.253,1732.932
0.33792,1295.288,1732.991
0.33793,1295.323,1733.051
0.33794,1295.358,1733.111
0.33795,1295.393,1733.17
0.33796,1295.427,1733.23
0.33797,1295.462,1733.29
0.33798,1295.497,1733.35
0.33799,1295.532,1733.409
0.338,1295.567,1733.469
0.33801,1295.602,1733.529
0.33802,1295.637,1733.589
0.33803,1295.672,1733.648
0.33804,1295.707,1733.708
0.33805,1295.742,1733.768
0.33806,1295.777,1733.828
0.33807,1295.812,1733.887
0.33808,1295.847,1733.947
0.33809,1295.882,1734.007
0.3381,1295.917,1734.066
0.33811,1295.952,1734.126
0.33812,1295.987,1734.186
0.33813,1296.022,1734.246
0.33814,1296.057,1734.305
0.33815,1296.092,1734.365
0.33816,1296.127,1734.425
0.33817,1296.162,1734.485
0.33818,1296.197,1734.544
0.33819,1296.232,1734.604
0.3382,1296.266,1734.664
0.33821,1296.301,1734.724
0.33822,1296.336,1734.783
0.33823,1296.371,1734.843
0.33824,1296.406,1734.903
0.33825,1296.441,1734.963
0.33826,1296.476,1735.022
0.33827,1296.511,1735.082
0.33828,1296.546,1735.142
0.33829,1296.581,1735.201
0.3383,1296.616,1735.261
0.33831,1296.651,1735.321
0.33832,1296.686,1735.381
0.33833,1296.721,1735.44
0.33834,1296.756,1735.5
0.33835,1296.791,1735.56
0.33836,1296.826,1735.62
0.33837,1296.861,1735.679
0.33838,1296.896,1735.739
0.33839,1296.931,1735.799
0.3384,1296.966,1735.859
0.33841,1297,1735.918
0.33842,1297.035,1735.978
0.33843,1297.07,1736.038
0.33844,1297.105,1736.098
0.33845,1297.14,1736.157
0.33846,1297.175,1736.217
0.33847,1297.21,1736.277
0.33848,1297.245,1736.337
0.33849,1297.28,1736.396
0.3385,1297.315,1736.456
0.33851,1297.35,1736.516
0.33852,1297.385,1736.576
0.33853,1297.42,1736.635
0.33854,1297.455,1736.695
0.33855,1297.49,1736.755
0.33856,1297.525,1736.815
0.33857,1297.56,1736.875
0.33858,1297.595,1736.934
0.33859,1297.63,1736.994
0.3386,1297.665,1737.054
0.33861,1297.699,1737.114
0.33862,1297.734,1737.173
0.33863,1297.769,1737.233
0.33864,1297.804,1737.293
0.33865,1297.839,1737.353
0.33866,1297.874,1737.412
0.33867,1297.909,1737.472
0.33868,1297.944,1737.532
0.33869,1297.979,1737.592
0.3387,1298.014,1737.651
0.33871,1298.049,1737.711
0.33872,1298.084,1737.771
0.33873,1298.119,1737.831
0.33874,1298.154,1737.89
0.33875,1298.189,1737.95
0.33876,1298.224,1738.01
0.33877,1298.259,1738.07
0.33878,1298.294,1738.129
0.33879,1298.328,1738.189
0.3388,1298.363,1738.249
0.33881,1298.398,1738.309
0.33882,1298.433,1738.369
0.33883,1298.468,1738.428
0.33884,1298.503,1738.488
0.33885,1298.538,1738.548
0.33886,1298.573,1738.608
0.33887,1298.608,1738.667
0.33888,1298.643,1738.727
0.33889,1298.678,1738.787
0.3389,1298.713,1738.847
0.33891,1298.748,1738.906
0.33892,1298.783,1738.966
0.33893,1298.818,1739.026
0.33894,1298.853,1739.086
0.33895,1298.888,1739.146
0.33896,1298.922,1739.205
0.33897,1298.958,1739.265
0.33898,1298.992,1739.325
0.33899,1299.027,1739.385
0.339,1299.062,1739.444
0.33901,1299.097,1739.504
0.33902,1299.132,1739.564
0.33903,1299.167,1739.624
0.33904,1299.202,1739.683
0.33905,1299.237,1739.743
0.33906,1299.272,1739.803
0.33907,1299.307,1739.863
0.33908,1299.342,1739.923
0.33909,1299.377,1739.982
0.3391,1299.412,1740.042
0.33911,1299.447,1740.102
0.33912,1299.482,1740.162
0.33913,1299.516,1740.222
0.33914,1299.551,1740.281
0.33915,1299.586,1740.341
0.33916,1299.621,1740.401
0.33917,1299.656,1740.461
0.33918,1299.691,1740.52
0.33919,1299.726,1740.58
0.3392,1299.761,1740.64
0.33921,1299.796,1740.7
0.33922,1299.831,1740.76
0.33923,1299.866,1740.819
0.33924,1299.901,1740.879
0.33925,1299.936,1740.939
0.33926,1299.971,1740.999
0.33927,1300.006,1741.058
0.33928,1300.041,1741.118
0.33929,1300.075,1741.178
0.3393,1300.11,1741.238
0.33931,1300.145,1741.298
0.33932,1300.18,1741.357
0.33933,1300.215,1741.417
0.33934,1300.25,1741.477
0.33935,1300.285,1741.537
0.33936,1300.32,1741.597
0.33937,1300.355,1741.656
0.33938,1300.39,1741.716
0.33939,1300.425,1741.776
0.3394,1300.46,1741.836
0.33941,1300.495,1741.896
0.33942,1300.53,1741.955
0.33943,1300.564,1742.015
0.33944,1300.599,1742.075
0.33945,1300.634,1742.135
0.33946,1300.669,1742.194
0.33947,1300.704,1742.254
0.33948,1300.739,1742.314
0.33949,1300.774,1742.374
0.3395,1300.809,1742.434
0.33951,1300.844,1742.494
0.33952,1300.879,1742.553
0.33953,1300.914,1742.613
0.33954,1300.949,1742.673
0.33955,1300.984,1742.733
0.33956,1301.019,1742.792
0.33957,1301.053,1742.852
0.33958,1301.089,1742.912
0.33959,1301.123,1742.972
0.3396,1301.158,1743.032
0.33961,1301.193,1743.091
0.33962,1301.228,1743.151
0.33963,1301.263,1743.211
0.33964,1301.298,1743.271
0.33965,1301.333,1743.331
0.33966,1301.368,1743.391
0.33967,1301.403,1743.45
0.33968,1301.438,1743.51
0.33969,1301.473,1743.57
0.3397,1301.508,1743.63
0.33971,1301.542,1743.689
0.33972,1301.577,1743.749
0.33973,1301.612,1743.809
0.33974,1301.647,1743.869
0.33975,1301.682,1743.929
0.33976,1301.717,1743.989
0.33977,1301.752,1744.048
0.33978,1301.787,1744.108
0.33979,1301.822,1744.168
0.3398,1301.857,1744.228
0.33981,1301.892,1744.288
0.33982,1301.927,1744.347
0.33983,1301.962,1744.407
0.33984,1301.996,1744.467
0.33985,1302.031,1744.527
0.33986,1302.066,1744.587
0.33987,1302.101,1744.646
0.33988,1302.136,1744.706
0.33989,1302.171,1744.766
0.3399,1302.206,1744.826
0.33991,1302.241,1744.886
0.33992,1302.276,1744.946
0.33993,1302.311,1745.005
0.33994,1302.346,1745.065
0.33995,1302.381,1745.125
0.33996,1302.416,1745.185
0.33997,1302.451,1745.245
0.33998,1302.485,1745.304
0.33999,1302.52,1745.364
0.34,1302.555,1745.424
0.34001,1302.59,1745.484
0.34002,1302.625,1745.544
0.34003,1302.66,1745.604
0.34004,1302.695,1745.663
0.34005,1302.73,1745.723
0.34006,1302.765,1745.783
0.34007,1302.8,1745.843
0.34008,1302.835,1745.903
0.34009,1302.87,1745.962
0.3401,1302.904,1746.022
0.34011,1302.939,1746.082
0.34012,1302.974,1746.142
0.34013,1303.009,1746.202
0.34014,1303.044,1746.262
0.34015,1303.079,1746.321
0.34016,1303.114,1746.381
0.34017,1303.149,1746.441
0.34018,1303.184,1746.501
0.34019,1303.219,1746.561
0.3402,1303.254,1746.62
0.34021,1303.289,1746.68
0.34022,1303.323,1746.74
0.34023,1303.358,1746.8
0.34024,1303.393,1746.86
0.34025,1303.428,1746.92
0.34026,1303.463,1746.979
0.34027,1303.498,1747.039
0.34028,1303.533,1747.099
0.34029,1303.568,1747.159
0.3403,1303.603,1747.219
0.34031,1303.638,1747.279
0.34032,1303.673,1747.339
0.34033,1303.708,1747.398
0.34034,1303.742,1747.458
0.34035,1303.777,1747.518
0.34036,1303.812,1747.578
0.34037,1303.847,1747.638
0.34038,1303.882,1747.698
0.34039,1303.917,1747.757
0.3404,1303.952,1747.817
0.34041,1303.987,1747.877
0.34042,1304.022,1747.937
0.34043,1304.057,1747.997
0.34044,1304.092,1748.057
0.34045,1304.126,1748.116
0.34046,1304.161,1748.176
0.34047,1304.196,1748.236
0.34048,1304.231,1748.296
0.34049,1304.266,1748.356
0.3405,1304.301,1748.416
0.34051,1304.336,1748.475
0.34052,1304.371,1748.535
0.34053,1304.406,1748.595
0.34054,1304.441,1748.655
0.34055,1304.476,1748.715
0.34056,1304.51,1748.775
0.34057,1304.545,1748.834
0.34058,1304.58,1748.894
0.34059,1304.615,1748.954
0.3406,1304.65,1749.014
0.34061,1304.685,1749.074
0.34062,1304.72,1749.134
0.34063,1304.755,1749.193
0.34064,1304.79,1749.253
0.34065,1304.825,1749.313
0.34066,1304.859,1749.373
0.34067,1304.894,1749.433
0.34068,1304.929,1749.493
0.34069,1304.964,1749.552
0.3407,1304.999,1749.612
0.34071,1305.034,1749.672
0.34072,1305.069,1749.732
0.34073,1305.104,1749.792
0.34074,1305.139,1749.852
0.34075,1305.174,1749.912
0.34076,1305.209,1749.971
0.34077,1305.244,1750.031
0.34078,1305.278,1750.091
0.34079,1305.313,1750.151
0.3408,1305.348,1750.211
0.34081,1305.383,1750.271
0.34082,1305.418,1750.331
0.34083,1305.453,1750.391
0.34084,1305.488,1750.45
0.34085,1305.523,1750.51
0.34086,1305.558,1750.57
0.34087,1305.593,1750.63
0.34088,1305.627,1750.69
0.34089,1305.662,1750.75
0.3409,1305.697,1750.809
0.34091,1305.732,1750.869
0.34092,1305.767,1750.929
0.34093,1305.802,1750.989
0.34094,1305.837,1751.049
0.34095,1305.872,1751.109
0.34096,1305.907,1751.169
0.34097,1305.942,1751.228
0.34098,1305.976,1751.288
0.34099,1306.011,1751.348
0.341,1306.046,1751.408
0.34101,1306.081,1751.468
0.34102,1306.116,1751.528
0.34103,1306.151,1751.588
0.34104,1306.186,1751.647
0.34105,1306.221,1751.707
0.34106,1306.256,1751.767
0.34107,1306.291,1751.827
0.34108,1306.325,1751.887
0.34109,1306.36,1751.947
0.3411,1306.395,1752.007
0.34111,1306.43,1752.067
0.34112,1306.465,1752.126
0.34113,1306.5,1752.186
0.34114,1306.535,1752.246
0.34115,1306.57,1752.306
0.34116,1306.605,1752.366
0.34117,1306.64,1752.426
0.34118,1306.674,1752.486
0.34119,1306.709,1752.546
0.3412,1306.744,1752.605
0.34121,1306.779,1752.665
0.34122,1306.814,1752.725
0.34123,1306.849,1752.785
0.34124,1306.884,1752.845
0.34125,1306.919,1752.905
0.34126,1306.954,1752.965
0.34127,1306.989,1753.024
0.34128,1307.023,1753.084
0.34129,1307.058,1753.144
0.3413,1307.093,1753.204
0.34131,1307.128,1753.264
0.34132,1307.163,1753.324
0.34133,1307.198,1753.384
0.34134,1307.233,1753.444
0.34135,1307.268,1753.503
0.34136,1307.302,1753.563
0.34137,1307.337,1753.623
0.34138,1307.372,1753.683
0.34139,1307.407,1753.743
0.3414,1307.442,1753.803
0.34141,1307.477,1753.863
0.34142,1307.512,1753.923
0.34143,1307.547,1753.982
0.34144,1307.582,1754.042
0.34145,1307.617,1754.102
0.34146,1307.651,1754.162
0.34147,1307.686,1754.222
0.34148,1307.721,1754.282
0.34149,1307.756,1754.342
0.3415,1307.791,1754.402
0.34151,1307.826,1754.462
0.34152,1307.861,1754.521
0.34153,1307.896,1754.581
0.34154,1307.931,1754.641
0.34155,1307.965,1754.701
0.34156,1308,1754.761
0.34157,1308.035,1754.821
0.34158,1308.07,1754.881
0.34159,1308.105,1754.941
0.3416,1308.14,1755
0.34161,1308.175,1755.06
0.34162,1308.21,1755.12
0.34163,1308.245,1755.18
0.34164,1308.279,1755.24
0.34165,1308.314,1755.3
0.34166,1308.349,1755.36
0.34167,1308.384,1755.42
0.34168,1308.419,1755.48
0.34169,1308.454,1755.54
0.3417,1308.489,1755.599
0.34171,1308.524,1755.659
0.34172,1308.559,1755.719
0.34173,1308.593,1755.779
0.34174,1308.628,1755.839
0.34175,1308.663,1755.899
0.34176,1308.698,1755.959
0.34177,1308.733,1756.019
0.34178,1308.768,1756.078
0.34179,1308.803,1756.138
0.3418,1308.838,1756.198
0.34181,1308.873,1756.258
0.34182,1308.907,1756.318
0.34183,1308.942,1756.378
0.34184,1308.977,1756.438
0.34185,1309.012,1756.498
0.34186,1309.047,1756.558
0.34187,1309.082,1756.618
0.34188,1309.117,1756.677
0.34189,1309.152,1756.737
0.3419,1309.186,1756.797
0.34191,1309.221,1756.857
0.34192,1309.256,1756.917
0.34193,1309.291,1756.977
0.34194,1309.326,1757.037
0.34195,1309.361,1757.097
0.34196,1309.396,1757.157
0.34197,1309.431,1757.217
0.34198,1309.465,1757.276
0.34199,1309.5,1757.336
0.342,1309.535,1757.396
0.34201,1309.57,1757.456
0.34202,1309.605,1757.516
0.34203,1309.64,1757.576
0.34204,1309.675,1757.636
0.34205,1309.71,1757.696
0.34206,1309.745,1757.756
0.34207,1309.779,1757.816
0.34208,1309.814,1757.876
0.34209,1309.849,1757.936
0.3421,1309.884,1757.995
0.34211,1309.919,1758.055
0.34212,1309.954,1758.115
0.34213,1309.989,1758.175
0.34214,1310.024,1758.235
0.34215,1310.058,1758.295
0.34216,1310.093,1758.355
0.34217,1310.128,1758.415
0.34218,1310.163,1758.475
0.34219,1310.198,1758.535
0.3422,1310.233,1758.594
0.34221,1310.268,1758.654
0.34222,1310.303,1758.714
0.34223,1310.337,1758.774
0.34224,1310.372,1758.834
0.34225,1310.407,1758.894
0.34226,1310.442,1758.954
0.34227,1310.477,1759.014
0.34228,1310.512,1759.074
0.34229,1310.547,1759.134
0.3423,1310.582,1759.194
0.34231,1310.616,1759.254
0.34232,1310.651,1759.313
0.34233,1310.686,1759.373
