object_tag,PLATE,FIBERID,MJD,MPA_tag
1862244,2101,135,53858,723472
1903809,2082,126,53358,714755
1866552,2113,407,53468,729823
1903923,2083,162,53359,715171
1861544,1993,541,53762,693103
1861580,2028,390,53818,709282
1865976,2010,540,53495,701052
1861892,1992,135,53466,692393
1861541,1993,503,53762,693073
1861659,1838,48,53467,649067
1862146,2032,45,53815,710943
1862639,2022,363,53827,706464
1862127,2032,126,53815,711008
1862528,2001,50,53493,696101
1863282,2001,108,53493,696136
1863297,1992,312,53466,692480
1451745,1849,398,53846,654694
1862862,2102,288,54115,724097
1452713,1843,558,53816,651760
1863784,1839,380,53471,649730
1864622,529,452,52025,132141
1863281,2001,111,53493,696138
1453232,1850,145,53786,654950
1864956,531,275,52028,132952
1454051,1842,502,53501,651202
1864033,2000,359,53495,695905
1864334,2102,21,54115,723892
1454736,1850,357,53786,655096
1866694,2035,374,53436,712693
1866751,2103,372,53467,724687
1865183,531,426,52028,133041
1866987,2022,459,53827,706531
1865887,2003,499,53442,697293
1828393,1770,97,53171,615411
1826627,1760,91,53086,610787
1826200,1300,382,52973,430418
1826925,1756,300,53080,609477
1826625,1760,97,53086,610790
1828028,1764,88,53467,612609
1828153,1765,4,53466,613035
1827068,1759,621,53081,610726
1928231,2099,329,53469,722668
1828117,1766,299,53468,613772
1829427,1765,190,53466,613187
1828150,1766,212,53468,613700
1829337,1764,268,53467,612749
1728652,1780,231,53090,620052
1828379,1770,242,53171,615498
1929213,2138,481,53757,742900
1928591,2031,249,53848,710620
1829490,1765,71,53466,613089
1930260,1950,373,53436,678693
1928560,1987,459,53765,690539
1729803,1780,382,53090,620154
1928608,2031,98,53848,710511
1931514,2028,146,53818,709091
1928458,2015,570,53819,703409
1928707,2023,234,53851,706836
1930405,1959,433,53440,682884
1929345,2141,543,53764,744534
1812882,1926,43,53317,667612
1930749,2113,256,53468,729701
1930746,2111,10,53467,728458
1813667,1929,359,53349,669214
1813669,1928,242,53327,668682
1931014,2105,222,53472,725578
1814739,1927,323,53321,668318
1378126,886,337,52381,286553
1773684,1877,186,54464,663790
1774677,1868,60,53318,659329
1774660,1868,185,53318,659423
1814788,1928,283,53327,668716
1931199,2022,186,53827,706345
1773838,1879,62,54478,664647
1773751,1878,81,54474,664179
1773735,1878,206,54474,664283
1774747,1869,129,53327,659865
1773836,1879,117,54478,664683
1774782,1870,210,53383,660430
1774982,1872,544,53386,661648
1774765,1869,573,53327,660209
1378792,1678,547,53433,573936
1777488,1867,557,53317,659235
1774418,1865,94,53312,657959
1775801,1864,175,53313,657529
1775317,1877,610,54464,664090
1775256,1877,305,54464,663876
1776086,1867,98,53317,658902
1775928,1865,158,53312,658006
1777842,1872,431,53386,661553
1776124,1868,307,53318,659511
1379162,1683,27,53436,575658
1778653,1864,300,53313,657625
1778860,1866,369,53314,658651
1777287,1865,216,53312,658056
1776617,1874,579,54452,662648
1937576,1975,190,53734,685416
1936875,2094,168,53851,720039
1936631,2029,98,53819,709559
1862569,1992,126,53466,692386
1779162,1871,310,53384,660975
1778931,1867,371,53317,659109
1779252,1872,457,53386,661576
1779661,1879,422,54478,664908
1773842,1879,21,54478,664616
1779611,1878,377,54474,664401
1952887,2098,217,53460,722120
1779399,1875,307,54453,662923
1953256,2015,85,53819,703092
1779650,1879,393,54478,664888
1953263,2015,59,53819,703074
1953714,2109,6,53468,727450
1953076,2095,321,53474,720688
1953558,2104,441,53852,725240
1953799,2117,193,54115,731706
1775329,1878,203,54474,664280
1953874,2125,316,53795,735791
1775365,1878,598,54474,664570
1953967,2130,606,53881,738884
1954818,2137,150,54206,742118
1953664,2109,305,53468,727681
1954498,2143,524,54184,745552
1954657,2152,156,53874,749790
1955143,2134,71,53876,740506
1779147,1870,367,53383,660542
1955018,2149,635,54509,748615
1955368,2149,455,54509,748468
1955618,2137,513,54206,742410
1955660,2142,396,54208,744930
1955536,2134,492,53876,740834
1957716,2969,214,54586,925461
1955671,2142,428,54208,744955
1955702,2142,36,54208,744647
1955814,2152,458,53874,750041
1955963,2134,411,53876,740772
1777250,1864,454,53313,657746
1956279,2154,43,54539,750753
1956024,2137,484,54206,742390
1871905,1940,347,53383,674128
1871471,2082,605,53358,715048
1952873,1974,515,53430,685244
1868044,2001,18,53493,696080
1872834,1929,179,53349,669094
1953328,2020,4,53431,705308
1872090,1946,5,53432,676650
1868664,2030,259,53499,710175
1953074,2099,126,53469,722513
1954414,2137,95,54206,742073
1954464,2142,245,54208,744814
1871825,2086,571,53401,716597
1869286,1989,63,53772,691106
1869298,2018,320,53800,704665
1869130,2001,44,53493,696097
1454985,1853,411,53566,656359
1869629,2090,158,53463,718075
1869293,2018,314,53800,704661
1873062,1935,127,53387,671685
1870148,1992,36,53466,692335
1873050,2086,365,53401,716481
1870248,1989,34,53772,691093
1871334,2081,187,53357,714425
1874096,1931,289,53358,670116
1871277,1921,36,53317,665595
1871537,2083,461,53359,715372
1875159,1925,215,53327,667299
1871751,2085,540,53379,716207
1871584,1929,54,53349,669014
1870767,2108,466,53473,727312
1870899,1989,397,53772,691298
1874079,1929,594,53349,669360
1870929,1989,551,53772,691390
1879013,2023,414,53851,706968
1875256,1927,227,53321,668243
1872798,2083,522,53359,715403
1876510,1923,403,53319,666670
1872954,1931,77,53358,669961
1880436,1272,195,52989,418160
1881155,1211,243,52964,399479
1881087,1210,382,52701,399105
1873307,1946,98,53432,676715
1914941,2019,36,53430,704914
1915289,2098,150,53460,722062
1915436,2097,37,53491,721460
1915671,2015,146,53819,703135
1915908,2093,235,53818,719565
1914774,2351,426,53786,803964
1915839,2006,280,53476,698565
1915907,2093,238,53818,719567
1874225,1933,551,53381,671214
1916219,2121,253,54180,733803
2004079,2119,98,53792,732688
1875543,1933,487,53381,671174
1876598,1925,433,53327,667454
1875675,1937,399,53388,672851
1876643,1927,352,53321,668338
1877953,1926,40,53317,667611
1876979,1935,577,53387,671985
1876716,1927,564,53321,668483
2004798,2167,43,53889,757295
2004973,2246,155,53767,784134
1928868,2028,204,53818,709141
1877051,1937,524,53388,672945
1877069,1938,98,53379,673101
1929251,2138,591,53757,742996
1930472,1982,103,53436,688294
1878656,2102,596,54115,724353
1930540,2025,108,53431,707678
1878138,1937,341,53388,672805
2002910,2207,261,53558,765719
2002559,2169,251,53556,758442
1931025,2105,228,53472,725584
1931223,2031,319,53848,710667
1931091,2003,223,53442,697114
1777820,1872,280,53386,661446
1938995,2110,118,53467,728039
1938335,2095,347,53474,720708
1937832,2104,23,53852,724917
1939514,2004,347,53737,697648
1937753,2104,229,53852,725076
1778169,1877,549,54464,664045
1938753,2029,423,53819,709810
1939965,2110,420,53467,728274
1779107,1870,306,53383,660498
1940699,2020,88,53431,705360
1779258,1873,265,54437,661926
1939671,1971,492,53472,684023
1939017,2110,28,53467,727968
1938112,2122,224,54178,734227
1938781,2029,487,53819,709860
1940341,2097,130,53491,721531
1940324,2008,585,53473,699706
1779575,1877,392,54464,663935
1938831,2104,345,53852,725161
1941467,2004,527,53737,697769
1940440,2095,411,53474,720759
1939845,2093,241,53818,719569
1940061,2109,87,53468,727512
1939795,2006,100,53476,698446
1942573,2207,58,53558,765604
1941826,2112,150,53534,729100
1953583,2112,263,53534,729193
1941395,2099,65,53469,722470
1944032,1852,81,53534,655722
1944435,2008,106,53473,699389
1943735,2206,376,53795,765404
1942896,2206,318,53795,765366
1954336,2134,135,53876,740557
1954621,2149,118,54509,748195
1955531,2134,498,53876,740840
1958845,1336,596,52759,446533
1956833,1057,213,52522,366878
1957281,1057,297,52522,366944
1956779,1854,383,53566,656713
1956902,1171,625,52753,384755
1958026,815,273,52374,259005
1957311,1057,454,52522,367067
1958301,1684,370,53239,576300
1958353,1057,303,52522,366947
1958462,1336,91,52759,446202
1957313,1057,457,52522,367070
1957843,1683,21,53436,575653
1957511,2884,404,54526,918913
1960417,1974,149,53430,685045
1957906,1057,364,52522,366996
1957830,1684,396,53239,576317
1958796,1056,561,52764,366683
1958037,815,340,52374,259056
1958030,815,395,52374,259094
1960860,2342,232,53742,799708
1958773,1056,558,52764,366680
1958874,1170,59,52756,383852
1959314,1981,52,53463,687835
1958822,1336,146,52759,446238
1960025,2348,52,53757,802137
1960166,1969,6,53383,683031
1960466,2008,231,53473,699468
1960961,2348,261,53757,802266
1961125,2354,141,53799,805098
1960141,1969,314,53383,683193
1961134,2354,115,53799,805084
1960178,1981,235,53463,687966
1957003,2884,610,54526,919045
1842732,2036,2,53446,712906
1958308,1684,367,53239,576297
1959090,2345,13,53757,800855
1896124,2112,147,53534,729097
1895753,1999,487,53503,695604
1897935,2020,454,53431,705601
1898605,2100,443,53713,723227
1896639,2098,600,53460,722399
1868702,2030,76,53499,710044
2002652,2171,44,53557,759267
2002501,2162,602,54207,755267
2003437,2207,450,53558,765822
2005232,2119,37,53792,732638
2002823,2969,423,54586,925598
2006141,2167,191,53889,757415
2002844,2969,519,54586,925661
2005335,2128,280,53800,737229
2006218,2167,11,53889,757269
2004475,2789,604,54555,913637
1869738,2030,175,53499,710118
2004841,2196,285,53534,761048
2005668,2144,146,53770,745771
2007070,2140,354,53858,743865
2003833,2518,626,54243,846891
2003916,2246,91,53767,784082
2005172,2119,519,53792,733035
2006136,2167,400,53889,757583
2007694,2167,34,53889,757287
2004315,2132,1,53493,739429
2008032,2198,84,53918,761917
2005051,2115,558,53535,730979
2008731,2132,335,53493,739698
1870191,1989,310,53772,691242
2008011,2198,145,53918,761952
1844519,2096,463,53446,721300
1871895,1937,42,53388,672569
1940538,2089,6,53498,717537
1940670,1971,530,53472,684047
1943365,2205,392,53793,765021
1942919,2206,263,53795,765331
1942918,2205,87,53793,764852
1942042,2207,90,53558,765625
1943087,2207,421,53558,765801
1943855,2970,598,54589,926045
1943379,2205,177,53793,764899
1944469,1991,247,53446,692059
1943747,2206,408,53795,765430
1944373,1979,75,53431,687039
1848646,2091,609,53447,718834
1944307,2092,286,53460,719091
1944632,2230,441,53799,776688
1944491,1991,128,53446,691976
1944726,1971,254,53472,683869
1849667,1928,637,53327,668979
1849650,1928,71,53327,668582
1943872,2207,444,53558,765817
1944649,2013,295,53818,702296
1944272,1990,181,53472,691574
1944397,1974,114,53430,685028
1944299,1990,24,53472,691460
1946084,1971,19,53472,683728
1944983,2110,92,53467,728016
1945515,1990,146,53472,691552
1944917,2009,409,53904,700533
1945717,2008,263,53473,699494
1945670,1974,268,53430,685112
1946381,2110,60,53467,727991
1850671,2037,405,53446,713647
1946174,1994,87,53845,693243
1945955,2004,68,53737,697441
1850869,1970,216,53386,683507
1946692,2126,222,53794,736160
1947980,1994,334,53845,693421
1948130,2104,197,53852,725050
1923848,2085,270,53379,716021
1922196,2133,157,53917,740062
1922940,2171,114,53557,759330
1913226,1842,229,53501,650999
1923615,2082,483,53358,714974
1923699,2083,548,53359,715421
1922757,2165,398,53917,756572
1925017,2089,372,53498,717790
1924981,2099,576,53469,722834
1925249,2031,284,53848,710641
1924611,2106,405,53714,726246
1923993,2087,269,53415,716793
1924877,2098,609,53460,722406
1924583,2106,338,53714,726187
1924168,1947,290,53431,677285
1925403,2093,607,53818,719873
1925512,1993,88,53762,692746
1924570,1983,82,53442,688644
1925873,2133,555,53917,740384
1926007,2141,424,53764,744430
1854930,1922,268,53315,666133
1855983,2007,293,53474,699042
1856151,1980,248,53433,687549
1857989,1945,537,53387,676570
1932825,2143,521,54184,745549
1929193,2138,478,53757,742897
1929432,2151,354,54523,749447
1929025,2125,325,53795,735799
1929429,2151,360,54523,749450
1930283,1949,82,53433,678030
1929700,2163,364,53823,755562
1930609,1983,21,53442,688604
1931790,2141,604,53764,744586
1930850,2012,92,53493,701682
1930834,2012,130,53493,701710
1931051,2105,106,53472,725482
1931229,2031,310,53848,710660
1931254,2031,188,53848,710576
1930793,2113,47,53468,729530
1931026,2105,225,53472,725581
1930968,2103,166,53467,724518
1933294,2134,228,53876,740630
1933281,2130,25,53881,738417
1931287,2031,104,53848,710516
1931620,2121,613,54180,734037
1931130,2003,66,53442,697017
1931548,2117,341,54115,731830
1935533,2125,43,53795,735621
1932608,2130,185,53881,738549
2003475,2207,37,53558,765593
1876472,1922,202,53315,666097
1878634,2102,498,54115,724266
1892524,1851,162,53524,655396
1876700,1927,450,53321,668414
1876774,1929,528,53349,669312
1875482,1931,515,53358,670294
2003474,2207,34,53558,765590
1875843,1946,270,53432,676831
1876874,1931,602,53358,670364
1928832,2109,442,53468,727794
1876954,1935,399,53387,671869
2004321,2132,9,53493,739436
1877013,1936,7,53330,672036
1876934,1933,450,53381,671145
1876986,1935,608,53387,672006
1877938,1926,64,53317,667628
1878523,2032,384,53815,711209
2002928,2207,240,53558,765708
1930574,1983,267,53442,688741
2003781,2518,380,54243,846709
1777903,1873,196,54437,661870
1936945,2094,15,53851,719910
1937320,2004,262,53737,697585
1939163,2122,431,54178,734399
1936458,1975,288,53734,685477
1936869,2017,460,53474,704322
1937020,2116,59,53854,731084
1939614,2013,380,53818,702352
1937779,2104,173,53852,725030
1937619,1994,413,53845,693474
1937989,2094,70,53851,719954
1938424,2004,355,53737,697652
1937845,2110,261,53467,728145
1940048,2109,88,53468,727513
1939929,2112,129,53534,729081
1938012,2116,355,53854,731331
1938858,2104,382,53852,725191
1938323,1991,551,53446,692254
1938341,2095,355,53474,720715
1939751,1994,439,53845,693491
1939125,2116,506,53854,731454
1938572,1971,352,53472,683937
1940558,1999,251,53503,695450
1940760,1987,17,53765,690244
1939827,2029,575,53819,709935
1941484,1999,222,53503,695437
1940755,1987,43,53765,690267
1940821,2029,418,53819,709806
1940068,2109,85,53468,727510
1940547,2004,532,53737,697774
1952998,2097,145,53491,721543
1941393,2099,70,53469,722474
1941658,1987,194,53765,690365
1943400,2205,114,53793,764867
1943732,2206,374,53795,765403
1942563,2207,179,53558,765684
1944400,1974,109,53430,685024
1839756,2012,617,53493,702051
1959120,2348,54,53757,802139
1959256,1981,285,53463,687997
1956808,1684,166,53239,576188
1959599,1974,25,53430,684964
1956990,624,143,52377,175075
1956321,2155,569,53820,751692
1956782,1421,385,53149,484089
1957301,1057,507,52522,367104
1956909,816,332,52379,259536
1957401,1171,145,52753,384379
1958003,1171,531,52753,384683
1957347,1337,205,52767,446713
1957430,815,249,52374,258986
1957325,1057,446,52522,367061
1841460,2025,431,53431,707900
1960249,1990,176,53472,691570
1958061,623,91,52051,174538
1958055,623,82,52051,174531
1959155,2353,323,53794,804775
1958772,1056,595,52764,366706
1841645,2111,433,53467,728795
1959253,1981,288,53463,688000
1959822,2297,139,53738,798180
1962014,2348,594,53757,802464
1959807,2297,203,53738,798225
1959848,2297,110,53738,798155
1960250,1990,173,53472,691568
1960241,1990,205,53472,691594
1962882,2342,343,53742,799775
1958071,623,573,52051,174910
1960362,1979,150,53431,687084
1843551,2090,185,53463,718098
1865831,2105,551,53472,725847
1903924,2083,170,53359,715177
1904041,2085,285,53379,716035
1865404,2034,630,53466,712418
1866374,1983,572,53442,688926
1867061,2018,219,53800,704599
1861641,1838,220,53467,649196
1862907,2102,100,54115,723955
1862941,2101,185,53858,723512
1863284,2001,68,53493,696115
1863441,1989,151,53772,691158
1864411,2033,349,53476,711705
1863998,1992,439,53466,692551
1454134,1843,505,53816,651718
1864348,2101,397,53858,723687
1865451,2111,500,53467,728854
1866390,2034,357,53466,712197
1865302,1983,235,53442,688722
1928177,2012,103,53493,701691
1827007,1758,625,53084,610384
1826982,1758,198,53084,610135
1827452,1757,416,53083,609884
1928831,1993,13,53762,692688
1829312,1762,39,53415,611645
1827920,1762,242,53415,611784
1929006,2121,489,54180,733951
1929081,2129,374,54252,738224
1828757,1776,252,53858,618166
1828764,1776,130,53858,618084
1827727,2573,113,54061,854885
1828568,1773,249,53112,616759
1827938,1762,126,53415,611709
1928474,2010,236,53495,700837
1829354,1764,276,53467,612757
1828429,1771,242,53498,615898
1930742,2113,245,53468,729692
1729805,1780,393,53090,620159
1928827,1993,16,53762,692691
1829197,1755,161,53386,608921
1931614,2121,576,54180,734011
1930439,1959,627,53440,683006
1930522,2025,161,53431,707712
1730239,1785,410,54439,623149
1829499,1766,143,53468,613642
1928246,2099,404,53469,722717
1928859,2028,244,53818,709176
1929009,2121,486,54180,733949
1813199,1941,7,53386,674306
1813184,1941,100,53386,674377
1813971,1941,103,53386,674378
1814018,1943,90,53386,675303
1814003,1942,368,53415,675043
1931481,2028,302,53818,709217
1377439,1693,341,53446,579873
1773685,1877,114,54464,663733
1774679,1868,7,53318,659299
1931432,1993,164,53762,692812
1774796,1869,635,53327,660261
1774979,1872,555,53386,661656
1378877,1680,402,53171,574633
1775162,1875,135,54453,662796
1775006,1872,590,53386,661686
1775393,1879,125,54478,664689
1378979,1681,39,53172,574806
1776210,1868,559,53318,659700
1776013,1866,480,53314,658728
1776324,1870,173,53383,660401
1776155,1868,97,53318,659353
1776260,1869,539,53327,660180
1777851,1872,462,53386,661581
1777298,1865,449,53312,658231
1777389,1866,506,53314,658744
1776677,1875,617,54453,663155
1774936,1872,134,53386,661334
1774704,1868,521,53318,659671
1379296,1685,634,53463,576796
1775339,1878,166,54474,664250
1777932,1873,524,54437,662140
1779004,1868,338,53318,659530
1778640,1864,282,53313,657610
1777966,1874,199,54452,662378
1778969,1867,382,53317,659112
1778131,1877,297,54464,663871
1954326,2134,217,53876,740621
1778218,1878,462,54474,664467
1778943,1867,408,53317,659129
1776289,1870,234,53383,660450
1776575,1874,173,54452,662360
1776743,1877,274,54464,663855
1777476,1867,466,53317,659168
1380530,1670,580,54553,570555
1380566,1671,567,53446,570977
1837036,1977,229,53475,686215
1838026,1642,430,53115,559386
1838025,1642,346,53115,559329
1839249,2088,609,53493,717505
1882614,1211,193,52964,399440
1857672,1928,375,53327,668777
1882931,1949,74,53433,678023
1930671,2111,282,53467,728675
1931158,2010,140,53495,700788
1929026,2121,582,54180,734015
1929096,2129,531,54252,738329
1933168,2122,30,54178,734067
1933668,2158,377,54209,753064
1930315,1953,556,53358,680218
1930651,2034,142,53466,712036
1934647,2126,577,53794,736438
1931429,1993,196,53762,692837
1931563,2117,423,54115,731901
1935090,2152,527,53874,750099
1931722,2133,602,53917,740420
1933830,2126,429,53794,736319
1931237,2022,21,53827,706234
1933562,2152,434,53874,750020
1935490,2125,282,53795,735768
1931501,2028,183,53818,709124
1932508,2123,567,53793,735029
1931419,1993,228,53762,692862
1932691,2134,185,53876,740597
1932948,2152,498,53874,750076
1933772,2122,518,54178,734466
1933822,2126,426,53794,736316
1934757,2134,490,53876,740832
1867436,2091,126,53447,718514
1867279,1958,536,53385,682503
1935076,2152,408,53874,749998
1866833,2105,455,53472,725770
1821859,1743,602,53054,603282
1865627,2035,347,53436,712670
1867911,2027,7,53433,708555
1865910,2003,556,53442,697332
1867646,2113,518,53468,729911
1864767,1799,352,53556,630042
1867812,2035,414,53436,712728
1865235,531,492,52028,133087
1866114,2016,387,53799,703757
1869894,1997,200,53442,694605
1866812,2108,53,53473,726977
1869816,2036,303,53446,713122
1870075,2001,187,53493,696178
1869958,2027,512,53433,708891
1870226,1989,177,53772,691173
1870605,2037,487,53446,713712
1869724,2030,222,53499,710152
1866755,2103,418,53467,724722
1822708,1747,88,53075,604880
1870160,2000,225,53495,695816
1867782,2035,321,53436,712651
1867916,2027,4,53433,708553
1866971,2022,329,53827,706439
1870803,2001,425,53493,696326
1904056,2085,243,53379,716004
1866508,2111,516,53467,728867
1862042,2031,575,53848,710860
1866031,2022,548,53827,706599
1862875,2102,241,54115,724060
1862711,1989,45,53772,691099
1863618,2102,180,54115,724015
1863777,1838,593,53467,649470
1452143,2970,609,54589,926050
1864520,1795,601,54507,628215
1451992,1852,134,53534,655760
1453413,1852,12,53534,655684
1864315,2102,116,54115,723968
1864266,2032,31,53815,710931
1864934,530,457,52026,132652
1865890,2003,491,53442,697289
1865915,2010,336,53495,700902
1865269,2025,514,53431,707957
1866660,2012,508,53493,701976
1865601,2012,485,53493,701956
1828140,1766,214,53468,613702
1826564,1759,61,53081,610425
1867485,2034,408,53466,712241
1826139,1299,345,52972,429954
1826205,1738,16,53051,600531
1826517,1758,69,53084,610062
1826581,1759,38,53081,610413
1826057,1296,521,52962,429035
1826584,1759,32,53081,610409
1826984,1758,194,53084,610131
1827116,1760,182,53086,610847
1829144,1755,319,53386,609062
1928713,2023,188,53851,706795
1829480,1766,185,53468,613677
1928216,2035,96,53436,712487
1828096,1765,99,53466,613113
1828154,1766,133,53468,613634
1828518,1772,81,53089,616162
1828286,1768,56,53442,614486
1928584,2031,250,53848,710621
1930392,1959,335,53440,682816
1828304,1769,258,53502,615046
1828395,1770,47,53171,615381
1930460,1982,172,53436,688336
1928723,2023,165,53851,706777
1931053,2105,114,53472,725489
1931246,2031,279,53848,710637
1729820,1870,9,53383,660272
1929786,2173,528,53874,760661
1730141,1784,436,54425,622677
1929145,2133,534,53917,740370
1813218,1942,416,53415,675073
1929110,2129,631,54252,738389
1813769,1932,139,53350,670482
1930381,1956,623,53437,681622
1377305,1686,26,53472,576817
1774720,1868,601,53318,659735
1378828,1679,535,53149,574330
1774452,1865,561,53312,658319
1775035,1873,93,54437,661792
1775432,1879,626,54478,665052
1775270,1877,194,54464,663796
1775374,1878,626,54474,664591
1775423,1879,77,54478,664656
1775394,1879,135,54478,664698
1775424,1879,588,54478,665025
1776446,1872,185,53386,661372
1776309,1870,192,53383,660416
1776335,1870,491,53383,660635
1776803,1878,240,54474,664307
1778717,1865,285,53312,658110
1777747,1870,459,53383,660611
1777940,1874,285,54452,662438
1779428,1875,430,54453,663020
1776485,1873,244,54437,661912
1778165,1877,557,54464,664052
1952836,2100,52,53713,722925
1775372,1878,635,54474,664596
1777987,1874,459,54452,662560
1778970,1867,389,53317,659116
1778166,1877,554,54464,664049
1936646,2029,60,53819,709532
1937591,1975,143,53734,685384
1862269,2028,367,53818,709267
1937181,1991,261,53446,692069
1936949,2116,301,53854,731286
1938133,2122,172,54178,734182
1938419,2004,359,53737,697655
1779213,1871,449,53384,661091
1779386,1874,408,54452,662521
1954644,2149,80,54509,748164
1779580,1877,505,54464,664015
1953253,2015,82,53819,703090
1955137,2134,118,53876,740545
1953498,2029,452,53819,709831
1779567,1877,444,54464,663970
1953449,2006,228,53476,698534
1953481,2006,54,53476,698409
1955969,2134,449,53876,740801
1953656,2112,2,53534,728970
1956069,2142,414,54208,744945
1939420,1991,534,53446,692243
1956012,2137,414,54206,742334
1956448,1421,372,53149,484081
1774744,1869,140,53327,659874
1775395,1879,134,54478,664697
1775863,1865,236,53312,658072
1775280,1877,116,54464,663735
1954461,2142,260,54208,744826
1954643,2152,473,53874,750054
1954457,2142,257,54208,744823
1778798,1865,422,53312,658213
1778980,1867,510,53317,659201
1779233,1872,379,53386,661514
1955203,2137,112,54206,742083
1955028,2155,340,53820,751506
1957309,1057,407,52522,367028
1955560,2134,542,53876,740872
1955677,2142,466,54208,744990
1955754,2145,40,54212,746206
1958352,1057,317,52522,366960
1958677,1420,423,53146,483683
1776784,1877,566,54464,664059
1777218,1864,216,53313,657562
1955641,2142,350,54208,744893
1955407,2149,626,54509,748609
1777484,1867,542,53317,659226
1871313,2081,262,53357,714472
1952824,2100,127,53713,722980
1867976,2108,86,53473,727005
1872791,1927,639,53321,668535
1871715,2085,470,53379,716165
1871815,2086,406,53401,716508
1868123,2010,558,53495,701065
1868555,2090,254,53463,718147
1871817,2086,458,53401,716534
1872651,1923,635,53319,666803
1872515,1921,149,53317,665671
1869232,2000,162,53495,695785
1869180,1992,19,53466,692326
1872858,2084,345,53360,715664
1872919,2084,441,53360,715717
1869612,2090,231,53463,718133
1873863,1925,209,53327,667296
1869144,2001,32,53493,696089
1870173,2000,197,53495,695807
1870751,2108,356,53473,727222
1870601,2037,477,53446,713702
1875034,1920,34,53314,665178
1874399,1937,599,53388,672998
1955163,2137,231,54206,742185
1871870,1937,207,53388,672701
1870870,2000,496,53495,695986
1871952,1944,337,53385,675937
1876393,1920,95,53314,665217
1872498,2080,436,53350,714208
1871911,1940,353,53383,674130
1872001,1944,540,53385,676083
1872654,1923,626,53319,666799
1879900,2102,358,54115,724148
1875594,1935,228,53387,671750
1880570,1943,282,53386,675446
1937759,2104,236,53852,725082
1938342,1991,587,53446,692284
1773106,1869,607,53327,660238
1779181,1871,389,53384,661040
1954451,2142,297,54208,744856
1779312,1873,374,54437,662018
1953188,1999,188,53503,695415
1779364,1874,468,54452,662565
1952939,2097,300,53491,721673
1953205,2013,407,53818,702368
1955819,2152,456,53874,750040
1953557,2093,57,53818,719425
1953638,2112,64,53534,729024
1953043,1991,410,53446,692155
1953193,1999,133,53503,695378
1953643,2112,61,53534,729021
1953875,2125,289,53795,735773
1953518,2093,263,53818,719588
1953837,2121,249,54180,733799
1954342,2134,91,53876,740522
1955009,2152,427,53874,750015
1954692,2155,239,53820,751432
1956748,2970,197,54589,925796
1954797,2137,265,54206,742213
1955111,2134,396,53876,740759
1778815,1866,296,53314,658596
1779080,1869,398,53327,660067
1955318,2145,196,54212,746331
1955230,2142,384,54208,744920
1955398,2152,366,53874,749965
1955037,2155,387,53820,751540
1958663,2969,329,54586,925532
1958070,2884,370,54526,918897
1779466,1875,563,54453,663118
1779615,1878,371,54474,664397
1955392,2152,369,53874,749967
1777235,1864,458,53313,657750
1955790,2149,576,54509,748571
1777771,1871,235,53384,660929
1779665,1879,428,54478,664913
1871281,2080,553,53350,714272
1871322,2081,270,53357,714476
1955673,2142,477,54208,744996
1871930,1940,444,53383,674179
1871649,2084,613,53360,715832
1868886,1997,175,53442,694589
1868869,1997,230,53442,694626
1953792,2117,189,54115,731702
1868859,1997,265,53442,694644
1868898,1997,108,53442,694542
1869025,2108,255,53473,727141
1869239,2000,70,53495,695735
1872984,2085,414,53379,716127
1872985,2085,411,53379,716125
1873295,1947,366,53431,677343
1873727,1921,157,53317,665676
1874013,1927,628,53321,668527
1868994,2027,66,53433,708591
1869259,1989,274,53772,691224
1869700,2091,78,53447,718481
1870130,1992,165,53466,692407
1870066,2001,226,53493,696199
1872986,1931,31,53358,669927
1870501,2090,483,53463,718320
1870539,2030,395,53499,710267
1874088,2084,366,53360,715675
1874087,1929,628,53349,669377
1954664,2152,157,53874,749791
1869768,2037,221,53446,713521
1870027,2108,145,53473,727051
1870159,2000,273,53495,695848
1873797,2081,334,53357,714516
1874966,2080,335,53350,714149
1871543,1927,1,53321,668076
1459731,1840,134,53472,650000
1870804,2108,627,53473,727433
1870900,1989,393,53772,691295
1873861,1925,208,53327,667295
1870836,1992,470,53466,692569
1870872,2000,494,53495,695985
1870838,1992,467,53466,692567
1865874,2003,471,53442,697277
1861546,1993,545,53762,693106
1866693,2035,381,53436,712699
1861669,1838,9,53467,649038
1866900,2003,616,53442,697376
1866943,2010,542,53495,701054
1862024,2018,284,53800,704643
1451460,1847,301,54176,653621
1451743,1849,344,53846,654655
1862660,2022,446,53827,706523
1862745,2018,255,53800,704622
1863046,1838,491,53467,649398
1451928,1852,344,53534,655894
1451994,1852,132,53534,655759
1452979,1847,156,54176,653496
1864165,2018,200,53800,704587
1865588,2012,480,53493,701951
1865822,2105,505,53472,725812
1825523,1747,325,53075,605066
1867028,2031,375,53848,710707
1865852,2003,352,53442,697203
1829316,1763,188,53463,612205
1828410,1770,3,53171,615350
1867487,2034,416,53466,712248
1827017,1759,230,53081,610524
1827082,1760,267,53086,610900
1928320,2089,405,53498,717807
1827231,1738,553,53051,600908
1827614,1739,236,53050,601122
1928570,2031,291,53848,710645
1828071,1765,246,53466,613225
1928706,2023,229,53851,706831
1928082,2111,37,53467,728482
1928165,2012,277,53493,701804
1827568,1739,320,53050,601189
1728650,1780,236,53090,620055
1728701,1781,228,53297,620511
1929013,2121,501,54180,733959
1829164,1754,101,53385,608354
1728803,1783,258,53386,622038
1928422,1999,575,53503,695662
