object_tag,PLATE,FIBERID,MJD,MPA_tag
546869,779,330,52342,242452
546200,792,545,52353,248532
466803,754,548,52232,230787
467472,755,284,52235,231010
465557,601,374,52316,164623
465672,603,470,52056,165542
465169,599,589,52317,163800
465501,599,621,52317,163819
466073,603,380,52056,165491
580804,628,339,52083,177137
466237,754,130,52232,230593
580436,977,481,52410,328493
468429,610,215,52056,168374
466963,756,472,52577,231537
467461,754,429,52232,230728
466941,756,167,52577,231336
582351,980,498,52431,330059
467441,754,403,52232,230714
466799,754,586,52232,230808
457015,564,599,52224,146923
583995,2973,288,54591,926951
466942,756,170,52577,231338
587446,346,497,51693,40615
469095,757,573,52238,232059
583723,2971,360,54590,926208
582289,978,196,52441,329070
461822,571,330,52286,149742
457785,574,517,52355,151060
591379,924,216,52409,303185
591315,923,208,52404,302727
468871,768,136,52281,237105
582757,632,520,52071,179174
592058,922,270,52426,302320
462290,579,575,52338,153623
584860,633,358,52079,179539
458453,837,173,52642,266777
583761,820,633,52433,261422
462840,840,563,52374,268614
458840,2880,394,54509,917396
459625,568,343,52254,148475
515629,764,318,52238,235331
584915,633,271,52079,179473
515961,769,265,54530,238047
573729,341,173,51690,38223
573694,340,15,51990,37652
515535,762,366,52232,234509
515735,765,418,52254,235899
515835,767,320,52252,236811
591974,920,170,52411,301466
517829,769,535,54530,238239
517882,945,419,52652,312052
516607,955,345,52409,316865
591941,920,263,52411,301529
591950,920,237,52411,301513
518569,958,565,52410,318426
519912,510,561,52381,122989
592184,923,115,52404,302661
520056,838,244,52378,267323
520158,840,84,52374,268223
519473,2972,560,54586,926719
576219,924,190,52409,303170
576802,339,628,51692,37193
508240,2881,44,54502,917608
577188,914,468,52721,299091
583998,976,626,52413,328224
508425,957,288,52398,317714
583796,2972,351,54586,926588
548761,977,394,52410,328458
548444,817,348,52381,260023
548773,977,266,52410,328384
509025,764,103,52238,235185
553204,775,156,52295,240293
553357,779,240,52342,242381
549612,816,527,52379,259688
587023,364,39,52000,47479
553958,793,232,52370,248725
550448,781,501,52373,243399
591903,919,188,52409,301050
242972,1737,91,53055,600154
83566,267,532,51608,1437
83939,504,95,52316,119677
166270,337,313,51997,35992
288107,504,548,52316,120025
84238,277,365,51908,6333
84009,505,95,52317,120169
287723,477,552,52026,108465
287657,475,620,51965,107746
288979,518,483,52282,126957
288884,516,520,52017,125972
288266,507,531,52353,121458
288327,508,542,52366,121944
287656,569,258,52264,148877
289379,525,586,52295,130245
288725,514,338,51994,124834
287829,481,580,51908,109367
288485,511,350,52636,123337
288825,515,549,52051,125475
289426,526,506,52312,130687
289815,534,453,51997,134477
290022,538,488,52029,136110
290726,507,380,52353,121366
289529,528,423,52022,131607
291685,522,361,52024,128825
291581,520,525,52288,127980
286560,530,142,52026,132405
167893,337,586,51997,36215
169146,333,441,52313,34192
286974,539,492,52017,136522
288531,511,469,52636,123429
170129,328,442,52282,31749
288632,512,408,51992,123907
262090,627,547,52144,176815
2394247,2499,109,54176,836402
2394013,2483,34,53852,828308
2394279,2503,238,53856,838562
2394549,2607,186,54184,870386
2395133,2487,438,53852,830655
262311,631,17,52079,178326
262329,633,585,52079,179725
265846,529,261,52025,131986
264748,504,310,52316,119842
2395574,2508,490,53875,841358
2395576,2508,493,53875,841361
263522,524,203,52027,129560
262303,631,621,52079,178772
266464,537,196,52027,135578
262094,627,550,52144,176818
265783,527,24,52342,130806
263452,522,56,52024,128599
263815,529,293,52025,132011
266532,539,312,52017,136399
262130,627,608,52144,176861
263865,530,296,52026,132519
262296,631,589,52079,178747
247301,490,64,51929,113096
247751,497,280,51989,116696
247252,489,71,51930,112759
179974,472,247,51955,106262
181327,266,158,51630,612
181127,472,70,51955,106154
184186,473,123,51929,106559
239070,439,339,51877,91553
239121,438,148,51884,90976
2394376,2508,156,53875,841098
204799,773,88,52376,239549
205404,618,118,52049,172091
207704,620,258,52375,173181
209759,447,601,51877,96185
209417,441,277,51868,92930
204258,445,5,51873,94692
209318,437,501,51876,90794
210536,606,123,52365,166591
209501,443,233,51873,93883
206440,439,121,51877,91416
2395144,2487,191,53852,830459
209586,445,252,51873,94886
209744,447,543,51877,96134
210019,452,545,51911,98500
210053,453,173,51915,98651
532863,974,524,52427,327324
535962,815,312,52374,259037
440689,600,314,52317,164078
441274,596,72,52370,162201
441289,597,309,52059,162740
441408,598,33,52316,162972
511167,764,140,52238,235208
512018,954,184,52405,316221
441974,2882,265,54498,918111
536775,792,109,52353,248240
536471,813,390,52354,257839
488729,850,120,52338,273185
538697,795,617,52378,249809
532726,626,42,52057,175964
538151,795,527,52378,249756
538277,812,524,52352,257490
537841,816,384,52379,259577
538251,796,9,52401,249830
538868,624,323,52377,175209
513169,760,529,52264,233322
538655,795,585,52378,249787
536553,814,227,52443,258554
536853,794,150,52376,249084
540872,775,283,52295,240376
541007,777,232,52320,241193
538774,620,304,52375,173216
542543,780,24,52370,242697
573839,910,66,52377,296982
513212,761,190,54524,233950
542020,557,251,52253,144632
468235,543,18,52017,137856
582321,977,627,52410,328568
590972,918,298,52404,300688
468837,767,6,52252,236593
582375,979,616,52427,329720
583974,976,605,52413,328214
582407,980,18,52431,329752
583500,628,504,52083,177254
583561,630,601,52050,178282
586501,345,26,51690,39870
583115,978,111,52431,328640
589820,348,549,51671,41013
515814,766,474,52247,236456
515995,769,490,52282,237768
515571,763,313,52235,234908
516332,951,358,52398,314862
516282,949,465,52427,313976
516039,945,440,52652,312064
516071,945,533,52652,312130
515654,764,439,52238,235426
516571,954,428,52405,316423
575584,914,309,52721,298986
591148,920,88,52411,301412
591314,923,216,52404,302732
519283,2973,164,54591,926885
519471,2972,600,54586,926746
518243,952,450,52409,315417
518226,951,561,52398,315009
506419,2974,92,54592,927217
520312,843,81,52378,269737
583147,980,535,52431,330075
519947,836,287,52376,266401
508961,763,11,52235,234733
591152,920,59,52411,301391
549211,972,330,52435,326191
554193,812,190,52352,257259
554240,813,384,52354,257833
553607,786,267,52319,245421
591403,924,47,52409,303090
550647,781,281,52373,243252
555061,780,477,52370,242999
592254,925,302,52411,303636
555965,812,103,52352,257190
469347,762,599,52232,234698
557369,791,368,52435,247990
552556,795,283,52378,249582
552322,790,44,52441,247311
557502,793,407,52370,248854
553285,777,235,52320,241195
470258,757,141,52238,231748
470801,764,169,52238,235230
279903,529,44,52025,131804
279908,530,282,52026,132510
280122,534,297,51997,134350
229242,493,626,51957,114993
282876,527,392,52342,131091
281750,506,37,52022,120624
282217,514,185,51994,124722
282374,517,195,52024,126227
284227,467,543,51901,104521
283469,536,276,52024,135262
229378,496,436,51988,116366
284659,480,512,51989,108894
230648,431,413,51877,88097
283028,529,224,52025,131958
284816,501,639,52235,118740
231618,485,522,51909,111237
231850,489,603,51930,113038
231899,491,356,51942,113759
282480,518,25,52282,126587
302693,269,392,51910,2362
599996,1837,126,53494,648659
446886,569,273,52264,148886
601171,1833,464,54561,646957
819313,1005,383,52703,340643
494105,1628,91,53474,553671
602222,1829,381,53494,644863
515819,766,456,52247,236443
819286,834,608,52316,265707
601425,1836,398,54567,648391
516220,948,471,52428,313501
516219,948,465,52428,313495
602402,1832,398,54259,646373
602597,1835,442,54563,647937
602120,1827,541,53531,643997
603238,1823,154,53886,641695
603222,1823,392,53886,641852
543762,559,502,52316,145621
543848,561,471,52295,146437
544094,780,468,52370,242990
543968,776,472,52319,240947
515660,764,465,52238,235447
544716,793,326,52370,248793
544348,784,488,52327,244717
543610,557,228,52253,144616
543874,561,622,52295,146519
545333,560,578,52296,146082
543924,775,475,52295,240512
544458,786,502,52319,245570
544260,782,36,52320,243513
545341,560,604,52296,146094
545473,776,359,52319,240858
545766,782,547,52320,243841
545855,784,456,52327,244690
545314,560,453,52296,146006
374376,553,531,51999,143078
375309,553,435,51999,143000
375788,449,17,51900,96740
375843,450,4,51908,97246
375373,554,345,52000,143430
374987,555,540,52266,144033
273362,524,411,52027,129701
377500,561,442,52295,146415
377147,561,555,52295,146482
376537,561,134,52295,146197
376956,774,296,52286,240012
375182,552,283,51992,142358
377506,561,561,52295,146485
273530,527,415,52342,131106
273696,530,369,52026,132576
274232,539,535,52017,136552
377522,774,377,52286,240055
275419,518,420,52282,126901
373864,552,196,51992,142293
233703,1736,43,53052,599662
376490,560,93,52296,145769
376907,560,67,52296,145751
234673,489,455,51930,112964
235043,495,534,51988,115941
234556,487,404,51943,112071
436121,549,148,51981,140914
436905,547,225,51959,139726
437069,550,133,51959,141305
437455,541,445,51959,137332
437766,545,461,52202,139074
538239,796,58,52401,249856
438392,542,354,51993,137670
438617,545,397,52202,139028
439622,549,389,51981,141077
486590,850,265,52338,273298
439553,439,39,51877,91365
439387,435,54,51882,89377
441176,773,240,52376,239632
440438,2882,140,54498,918044
440453,2882,70,54498,918012
441437,599,156,52317,163481
536487,813,277,52354,257750
440706,604,99,52079,165718
441400,599,310,52317,163602
536212,793,140,52370,248665
441725,612,181,52079,169074
536482,813,274,52354,257747
538102,794,527,52376,249317
512184,958,240,52410,318174
538227,796,572,52401,250163
538270,812,448,52352,257440
538434,815,443,52374,259130
538895,624,302,52377,175193
538906,624,308,52377,175195
537618,812,416,52352,257413
532960,974,53,52427,326954
489112,584,261,52049,155770
537843,816,427,52379,259616
510975,761,170,54524,233935
538186,796,511,52401,250122
533645,620,571,52375,173403
535868,794,289,52376,249171
538276,812,535,52352,257496
513373,763,496,52235,235020
538401,814,578,52443,258775
539400,777,299,52320,241244
537121,814,479,52443,258717
540068,791,284,52435,247923
539562,780,47,52370,242709
541021,777,180,52320,241153
539903,788,312,52338,246221
541440,789,255,52342,246579
538038,793,535,52370,248924
537855,816,433,52379,259621
542729,784,38,52327,244392
543044,791,104,52435,247800
572901,920,53,52411,301386
538793,812,596,52352,257540
469671,767,160,52252,236710
470080,755,182,52235,230945
513247,761,472,54524,234131
513380,763,502,52235,235023
542181,560,180,52296,145827
470543,760,575,52264,233359
542574,782,280,52320,243659
472022,759,172,52254,232642
575292,340,197,51990,37780
472522,766,305,52247,236323
473460,758,377,52253,232355
473692,762,308,52232,234468
576947,910,478,52377,297282
470135,755,632,52235,231216
584992,2971,322,54590,926191
583107,978,160,52431,328675
586981,346,265,51693,40467
515532,762,372,52232,234513
515546,762,459,52232,234586
591226,922,247,52426,302308
591479,925,9,52411,303429
583124,978,70,52431,328613
515776,765,579,52254,236032
516000,769,510,54530,238224
586536,364,102,52000,47525
516295,950,347,52378,314359
518065,949,355,52427,313901
518204,951,451,52398,314925
518190,951,335,52398,314843
518433,956,362,52401,317325
592839,918,74,52404,300528
555830,795,156,52378,249493
592339,925,156,52411,303530
555912,812,327,52352,257356
485078,847,121,52426,271742
551790,781,260,52373,243242
556797,778,348,54525,242043
485961,587,5,52026,157006
485980,588,246,52045,158123
552326,790,52,52441,247316
552651,812,269,52352,257317
552358,791,238,52435,247887
551015,789,306,52342,246609
468521,610,430,52056,168483
470665,762,177,52232,234374
468830,767,82,52252,236647
486531,849,226,52439,272779
469723,768,159,52281,237119
471780,756,196,52577,231355
470359,758,144,52253,232199
458443,837,225,52642,266820
529348,618,185,52049,172141
458066,578,153,52339,152810
455216,575,193,52319,151288
457708,573,400,52325,150640
458200,580,230,52368,153848
458426,836,639,52376,266646
530216,624,219,52377,175130
430201,555,44,52266,143690
551285,1170,548,52756,384205
528092,843,378,52378,269952
432105,550,603,51959,141599
528156,844,417,52378,270494
456202,842,72,52376,269234
428222,507,513,52353,121445
456284,844,179,52378,270305
431625,555,163,52266,143770
552422,792,191,52353,248289
528951,856,434,52339,276331
552572,795,278,52378,249578
428888,507,336,52353,121336
432236,552,165,51992,142264
433882,550,574,51959,141579
433975,551,360,51993,141912
429158,512,327,51992,123847
433054,552,290,51992,142362
430077,764,373,52238,235376
433583,559,392,52316,145553
434416,559,334,52316,145516
501579,609,157,52339,167895
458585,839,37,52373,267664
530800,978,193,52441,329067
506788,627,593,52144,176849
435630,542,95,51993,137496
528536,849,406,52439,272919
528471,848,411,52669,272413
507039,631,11,52079,178321
549072,818,443,52395,260553
500035,611,309,52055,168780
502616,615,540,52347,170459
502766,621,439,52055,173820
528401,847,365,52426,271903
503370,609,636,52339,168253
507973,947,52,52411,312722
550705,783,292,52325,244109
508122,951,48,52398,314624
529626,632,308,52071,179013
508492,958,83,52410,318045
529539,626,294,52057,176162
529444,622,256,52054,174175
530211,624,254,52377,175155
386637,500,28,51994,117888
530346,628,429,52083,177204
531097,618,40,52049,172033
432930,550,609,51959,141603
531511,632,462,52071,179130
388516,502,508,51957,119068
388502,501,629,52235,118732
485119,848,295,52669,272320
573676,340,140,51990,37742
485288,851,253,52376,273797
209637,445,548,51873,95125
205126,789,623,52342,246813
206588,441,634,51868,93190
207007,451,158,51908,97879
206907,450,218,51908,97413
210553,607,359,52368,167198
207326,607,211,52368,167112
211074,622,87,52054,174046
210344,602,172,52072,164951
210494,605,50,52353,166113
210569,607,365,52368,167199
207492,614,312,53437,169911
210555,606,65,52365,166555
210054,453,176,51915,98653
210143,771,226,52370,238852
207674,618,234,52049,172177
210987,620,142,52375,173099
207995,626,189,52057,176073
209246,435,563,51882,89652
209123,433,161,51873,88728
210181,772,190,52375,239225
210281,2882,624,54498,918285
269041,534,302,51997,134354
269448,540,424,51996,136948
272230,2955,390,54562,923666
268732,529,171,52025,131912
269875,2955,631,54562,923837
271542,533,342,51994,133878
272916,516,459,52017,125922
210147,771,200,52370,238832
271600,534,392,51997,134432
271817,537,585,52027,135809
269391,539,472,52017,136509
272103,2953,492,54560,922799
269557,2952,170,54559,922033
272822,515,462,52051,125411
273684,530,325,52026,132541
273131,520,441,52288,127912
272882,516,430,52017,125898
273858,533,371,51994,133899
271899,539,501,52017,136531
275542,519,567,52283,127527
274711,595,285,52023,161933
273743,531,376,52028,133008
273010,518,515,52282,126983
272876,516,427,52017,125895
271901,539,559,52017,136570
84012,505,86,52317,120162
276160,595,6,52023,161773
273070,519,419,52283,127405
84629,513,46,51989,124129
213551,607,478,52368,167278
213983,620,473,52375,173335
214170,624,24,52377,174986
227828,431,193,51877,87981
227803,431,260,51877,88016
214219,626,128,52057,176033
228748,486,466,51910,111667
213466,606,364,52365,166756
233768,436,348,51883,89948
232232,496,460,51988,116385
228617,484,476,51907,110813
228896,488,548,51914,112651
228880,488,481,51914,112601
228972,490,279,51929,113226
2504723,2588,503,54174,861710
2505527,2430,51,53815,819934
2505366,2421,156,54153,816338
2504375,2578,445,54093,856943
2221651,2245,283,54208,783740
66446,315,63,51663,30150
2505963,2583,87,54095,858934
2222089,2214,219,53794,768723
66049,308,221,51662,26508
65599,301,152,51641,21767
2504625,2586,332,54169,860557
2222204,2218,139,53816,770526
2504386,2579,137,54068,857157
66067,308,154,51662,26459
64773,283,310,51959,10134
2506629,2885,221,54497,919206
68482,472,192,51955,106231
68607,476,475,52314,108036
2504804,2592,354,54178,863565
68614,476,170,52314,107860
2505640,2434,23,53826,821773
69207,274,192,51913,4722
69407,277,638,51908,6530
2396982,2591,8,54140,862809
2488262,2593,570,54175,864184
2489948,2572,36,54056,854422
2489082,1744,326,53055,603558
2488730,1738,607,53051,600943
2488957,1741,530,53052,602226
2490444,2582,48,54139,858427
2490476,2584,300,54153,859577
2490648,2588,233,54174,861483
2489081,1744,329,53055,603561
2490141,2575,21,54085,855528
2489180,1745,405,53061,604104
2491215,2571,306,54055,854207
2491562,2576,311,54086,855963
2490435,2582,86,54139,858459
2492152,2588,18,54174,861317
2491830,2580,76,54092,857551
2490703,2588,50,54174,861342
2491271,2571,155,54055,854124
2490373,2580,288,54092,857704
2491715,2578,236,54093,856793
2490522,2586,309,54169,860537
2406208,2508,191,53875,841123
2492590,2570,474,54081,853950
2492852,2573,296,54061,854993
2492100,2588,134,54174,861412
2406476,2487,159,53852,830432
2493134,2577,315,54086,856402
2406642,2494,171,54174,833895
2491350,2572,149,54056,854494
2492881,2573,171,54061,854921
2493028,2575,474,54085,855735
2491750,2578,114,54093,856711
2494359,2574,567,54084,855460
2375939,2750,494,54242,894327
2241122,2238,25,54205,780058
2378445,2782,565,54592,910035
2376154,2753,487,54234,895809
2376490,2526,512,54582,850293
2377072,2764,250,54535,901127
2379705,2521,494,54538,848198
2378493,2518,107,54243,846489
2380552,2748,85,54234,892987
2493090,2576,465,54086,856060
2493104,2576,558,54086,856129
2378679,2533,56,54585,852993
2381552,2747,100,54233,892504
2377751,2531,410,54572,852359
2380047,2204,212,53877,764572
2378616,2533,265,54585,853121
2377070,2750,584,54242,894396
2379669,2794,560,54537,916050
2379803,2530,624,53881,852073
2377069,2750,587,54242,894399
2378162,2531,619,54572,852502
2378853,2794,351,54537,915910
2380276,1778,606,53883,619401
2382588,2746,106,54232,892088
2242743,2242,475,54153,782532
2243347,2236,415,53729,779524
2378673,2533,85,54585,853009
2243615,2241,548,54169,782078
304701,586,80,52023,156572
304799,588,237,52045,158118
304684,586,115,52023,156595
370346,541,128,51959,137180
370548,543,240,52017,138000
373375,552,40,51992,142164
370471,542,144,51993,137534
371884,542,301,51993,137638
373875,552,124,51992,142232
374277,552,159,51992,142259
2381774,2753,8,54234,895445
2382061,1732,605,53501,598310
575902,919,31,52409,300943
519488,2972,115,54586,926443
506804,627,494,52144,176776
518343,954,323,52405,316340
518661,960,620,52425,319525
576351,925,35,52411,303447
508089,951,245,52398,314775
576319,925,555,52411,303821
519430,2972,527,54586,926696
583766,820,627,52438,261771
520016,837,209,52642,266807
548707,975,205,52411,327562
548403,816,218,52379,259443
549094,818,179,52395,260364
553489,782,13,52320,243499
553825,790,151,52441,247380
591267,922,44,52426,302170
549947,973,518,52426,326821
553993,793,50,52370,248611
509693,951,187,52398,314734
591771,917,269,52400,300216
555276,784,491,52327,244720
555762,795,356,52378,249635
485095,847,60,52426,271699
555430,788,428,52338,246305
555947,812,143,52352,257225
485610,582,256,52045,154830
485663,583,257,52055,155310
551747,780,99,52370,242732
551858,782,10,52320,243498
557116,785,429,52339,245119
557215,786,23,52319,245283
469161,760,186,52264,233088
550934,787,207,52320,245766
486014,588,88,52045,158005
551148,1167,609,52738,382831
470022,754,139,52232,230597
553392,779,71,52342,242252
469423,764,131,52238,235203
469632,766,636,52247,236584
469991,754,229,52232,230636
471669,755,269,52235,231002
471980,758,554,52253,232475
472112,760,453,52264,233268
487501,588,213,52045,158102
472437,764,610,52238,235553
472306,763,226,52235,234854
552570,795,202,52378,249522
552538,794,222,52376,249124
488588,848,76,52669,272154
552588,795,118,52378,249470
488839,852,176,52375,274227
552756,813,129,52354,257650
553187,775,266,52295,240363
552770,814,392,52443,258658
516041,945,429,52652,312056
593175,923,518,52404,302969
516142,947,400,52411,312959
583710,820,563,52438,261735
516610,954,573,52405,316541
516433,2881,382,54502,917809
432900,550,464,51959,141517
517795,769,388,54530,238129
517838,769,571,54530,238266
587454,346,512,51693,40622
593807,918,504,52404,300839
519150,2971,502,54590,926281
591357,923,10,52404,302587
519224,2972,173,54586,926482
591966,920,175,52411,301471
519567,2973,118,54591,926853
594173,313,206,51673,29241
594580,916,617,52378,300011
519942,836,243,52376,266367
592193,923,71,52404,302630
520185,841,212,52375,268846
520621,848,137,52669,272203
593193,923,553,52404,302996
516326,950,489,52378,314471
592935,920,320,52411,301571
265084,516,165,52017,125678
78702,266,422,51630,820
79755,282,532,51658,9833
78721,266,489,51630,877
83513,480,150,51989,108616
76117,311,627,51665,28580
79853,284,571,51943,11334
78568,473,85,51929,106533
79305,275,556,51910,5533
79120,272,412,51941,3924
83243,470,402,51929,105583
83377,475,254,51965,107447
2368504,2532,472,54589,852851
83643,501,287,52235,118491
83760,502,258,51957,118910
80511,297,487,51959,19719
85117,290,601,51941,14751
83306,472,607,51955,106469
80706,301,339,51942,22326
85560,534,209,51997,134278
80429,296,348,51984,18556
84781,285,361,51930,12184
80065,289,380,51990,14137
80647,299,614,51671,20745
286567,530,560,52026,132727
85376,295,561,51985,17661
2370444,2766,478,54242,902285
286950,537,591,52027,135812
81396,315,426,51663,30440
83199,468,551,51912,104920
558512,780,338,52370,242902
162403,327,249,52294,31165
162918,334,216,51993,34496
247205,488,150,51914,112343
247797,498,271,51984,117109
247899,2947,241,54533,920261
248010,611,83,52055,168653
248048,613,198,52345,169460
249403,489,193,51930,112829
249446,490,224,51929,113197
251740,492,638,51955,114508
251958,496,39,51988,116050
250105,611,173,52055,168704
223609,484,627,51907,110897
223811,488,249,51914,112420
249216,486,498,51910,111695
249394,489,222,51930,112845
249421,489,556,51930,113012
249129,485,260,51909,111068
249620,493,480,51957,114880
250088,611,440,52055,168835
249665,494,154,51915,115131
251782,494,427,51915,115363
250328,619,460,52056,172870
250364,619,196,52056,172669
251613,491,470,51942,113853
225832,448,181,51900,96363
226300,489,582,51930,113026
234187,1783,85,53386,621898
234009,442,313,51882,93446
235044,495,532,51988,115939
234437,485,382,51909,111147
61599,301,249,51942,22267
234453,485,379,51909,111144
234721,490,401,51929,113307
235279,499,567,51988,117817
64373,275,251,51910,5298
64292,273,66,51957,4157
64509,277,63,51908,6115
234551,487,373,51943,112050
234651,489,344,51930,112912
207382,608,191,52081,167513
207384,608,194,52081,167516
268433,525,191,52295,129976
252054,498,489,51984,117264
252018,497,62,51989,116561
251591,491,383,51942,113782
251829,495,349,51988,115801
251825,494,636,51915,115529
251306,486,312,51910,111558
253647,488,365,51914,112513
252059,498,483,51984,117259
2395960,2590,481,54175,862686
266057,532,228,51993,133343
262103,627,590,52144,176846
263826,528,7,52022,131279
262053,625,583,52145,175883
265901,530,314,52026,132532
263543,524,89,52027,129493
266402,536,270,52024,135259
263618,526,283,52312,130516
266700,540,69,51996,136673
264051,533,122,51994,133696
263852,529,50,52025,131810
265443,521,24,52326,128080
265475,522,115,52024,128642
266630,539,18,52017,136208
264014,533,299,51994,133840
565479,818,182,52395,260367
389600,503,364,51999,119419
389736,505,418,52317,120426
386443,477,297,52026,108313
386688,504,164,52316,119728
388115,473,594,51929,106827
388156,475,471,51965,107628
388626,504,553,52316,120028
389262,475,567,51965,107708
389387,480,521,51989,108899
306771,583,492,52055,155496
563074,592,274,52025,160189
306973,587,379,52026,157272
563274,2955,604,54562,923818
563548,1175,545,52791,386519
563555,1175,487,52791,386477
563151,592,33,52025,159986
562631,2955,369,54562,923654
562967,591,305,52022,159682
565745,975,141,52411,327517
564493,1175,638,52791,386569
564197,816,282,52379,259497
570455,912,309,52427,298135
569562,915,98,52443,299252
564580,1176,636,52791,387058
571116,910,597,52377,297385
565167,815,437,52374,259127
565472,818,185,52395,260369
565242,816,401,52379,259593
565750,975,263,52411,327600
566262,816,488,52379,259664
567374,816,430,52379,259619
571820,911,527,52426,297840
567486,817,529,52381,260168
567639,819,571,52409,261021
567401,815,19,52374,258823
568220,815,626,52374,259258
566524,820,267,52438,261586
572706,916,16,52378,299606
568952,911,48,52426,297459
569434,913,259,52433,298520
569383,911,16,52426,297432
569506,914,114,52721,298859
569445,913,201,52433,298480
569554,915,136,52443,299274
570642,914,355,52721,299016
571612,341,418,51690,38389
571213,913,349,52433,298586
571336,914,593,52721,299167
571900,913,372,52433,298603
571754,910,443,52377,297254
572587,914,50,52721,298810
572728,917,205,52400,300166
572359,910,208,52377,297078
276957,514,121,51994,124679
570186,916,68,52378,299642
250183,615,467,52347,170408
570989,910,353,52377,297183
254463,615,589,52347,170493
254176,498,629,51984,117358
370147,761,379,54524,234078
371064,541,442,51959,137331
256082,494,564,51915,115472
260043,629,294,52051,177570
261015,632,34,52071,178810
252673,623,506,52051,174864
252115,499,480,51988,117749
254148,498,521,51984,117289
253543,487,315,51943,112010
254224,499,535,51988,117794
253738,490,456,51929,113344
252347,615,369,52347,170347
561392,2954,155,54561,923022
562278,539,617,52017,136609
60314,282,50,51658,9530
561726,540,479,51996,136986
562276,540,337,51996,136884
561457,2955,236,54562,923558
562617,2955,329,54562,923626
561459,2955,233,54562,923556
563153,593,318,52026,160700
563271,594,198,52045,161483
563289,594,111,52045,161426
561694,539,591,52017,136589
562433,2952,588,54559,922376
562816,539,402,52017,136463
566804,977,496,52410,328502
60765,289,130,51990,13967
195801,450,430,51908,97595
196839,439,301,51877,91523
197473,452,426,51911,98433
303443,535,449,51999,134976
302666,268,226,51633,1717
303843,585,238,52027,156205
302786,271,600,51883,3574
305273,595,44,52023,161791
303540,538,456,52029,136091
303995,587,258,52026,157182
303473,535,568,51999,135069
304509,584,221,52049,155749
304054,587,17,52026,157012
307023,588,469,52045,158295
304542,584,67,52049,155657
304824,588,147,52045,158050
304058,587,20,52026,157013
303792,584,99,52049,155677
304422,582,197,52045,154792
303828,584,12,52049,155626
304662,586,173,52023,156643
305493,582,476,52045,154986
305946,589,637,52055,158900
306878,585,415,52027,156333
306764,583,487,52055,155491
306047,591,152,52022,159551
306383,594,18,52045,161370
307718,1038,442,52673,358502
240108,438,517,51884,91250
306794,583,583,52055,155569
306944,586,533,52023,156930
241710,432,361,51884,88449
240908,436,435,51883,90011
241995,440,355,51885,92015
307465,582,528,52045,155023
307565,277,31,51908,6089
243180,1780,65,53090,619931
242782,1733,601,53047,598757
244399,297,365,51959,19613
210449,605,326,52353,166291
210450,604,62,52079,165691
209604,445,162,51873,94811
210635,607,31,52368,166985
210632,608,400,52081,167651
210391,603,238,52056,165406
210810,614,13,53437,169728
212365,433,463,51873,88904
212482,437,222,51876,90658
289074,520,383,52288,127874
289257,523,476,52026,129324
263853,529,52,52025,131811
273269,523,389,52026,129265
277096,517,203,52024,126234
273851,532,612,51993,133581
273803,532,377,51993,133435
274021,535,411,51999,134944
277060,516,99,52017,125626
277403,523,299,52026,129216
276622,273,455,51957,4426
275572,520,380,52288,127871
277190,518,1,52282,126572
277314,521,241,52326,128250
278107,502,223,51957,118889
278357,505,60,52317,120140
278768,511,254,52636,123259
276534,502,43,51957,118769
278428,506,144,52022,120707
276431,501,284,52235,118488
276563,271,452,51883,3455
277329,521,128,52326,128165
278320,505,246,52317,120288
279125,517,299,52024,126311
275816,850,241,52338,273281
278469,507,252,52353,121278
79282,275,428,51910,5433
75195,290,598,51941,14748
75060,289,345,51990,14115
74746,282,625,51658,9890
75995,309,636,51994,27623
75364,294,356,51986,16994
80052,288,581,52000,13831
74326,275,582,51910,5554
75832,306,505,51690,25790
79982,287,531,52023,13319
78499,471,260,51924,105880
2489753,1757,358,53083,609858
78685,266,338,51630,757
75999,310,429,51990,27909
75835,306,552,51637,25323
75828,306,500,51637,25283
80333,294,414,51986,17041
74893,285,483,51930,12288
2490106,2575,204,54085,855608
79035,502,133,51957,118828
75030,288,395,52000,13697
2490291,2577,36,54086,856205
2491527,2575,201,54085,855605
2412694,2883,142,54525,918405
167207,326,440,52375,30857
169298,336,470,51999,35609
2412026,2603,419,54479,868666
167242,327,426,52294,31280
167635,333,624,52313,34325
170177,329,445,52056,32288
2414015,2596,215,54207,865250
167684,334,544,51993,34712
170117,328,413,52282,31731
170521,334,457,51993,34654
170421,287,287,52023,13137
172642,328,282,52282,31643
172157,340,41,51990,37671
171502,331,129,52368,33028
173392,339,222,51692,36898
170474,333,447,52313,34195
173963,327,188,52294,31117
174607,337,319,51997,35996
171627,333,206,52313,34021
173112,334,59,51993,34380
175870,337,345,51997,36018
2415202,2601,259,54144,867641
36631,346,157,51693,40398
36514,343,77,51692,39039
38052,285,94,51930,11982
2418165,2603,547,54479,868770
190230,596,563,52370,162491
190743,2882,534,54498,918249
189226,601,467,52316,164694
190156,773,422,52376,239734
189393,772,399,52375,239365
2417273,2606,343,54154,870057
2417356,2607,430,54184,870568
192043,453,135,51915,98627
189507,596,348,52370,162371
192722,443,82,51873,93761
191035,601,531,52316,164740
192854,445,618,51873,95184
192320,433,219,51873,88765
192690,443,227,51873,93877
190112,772,425,52375,239381
190129,772,460,52375,239403
2417814,2598,424,54232,866302
190661,772,338,52375,239328
190679,772,402,52375,239368
2418168,2603,544,54479,868767
